obs;block;trial;theta;resp;rt;cond;delta;error;study;experiment;stimulus
1;1;50;103;116.808417234216;1.63286857142862;1;44;13.8084172342161;Fritsche et al. (2020);Experiment 1;Orientation
1;1;51;33;69.5709800571209;1.88286683428578;2;70;36.5709800571209;Fritsche et al. (2020);Experiment 1;Orientation
1;1;52;85;90.3179956426353;1.28288182857136;1;-52;5.3179956426353;Fritsche et al. (2020);Experiment 1;Orientation
1;1;53;170;136.858355002955;1.56618386285709;1;-85;-33.1416449970446;Fritsche et al. (2020);Experiment 1;Orientation
1;1;54;22;43.4940133500113;1.13286546285713;1;-32;21.4940133500113;Fritsche et al. (2020);Experiment 1;Orientation
1;1;55;93;90.754208434404;2.9163055542856;1;-71;-2.24579156559604;Fritsche et al. (2020);Experiment 1;Orientation
1;1;56;106;81.9796648390614;1.63287990857157;2;-13;-24.0203351609386;Fritsche et al. (2020);Experiment 1;Orientation
1;1;57;17;71.4201367674309;1.5162327771427;1;89;54.4201367674309;Fritsche et al. (2020);Experiment 1;Orientation
1;1;58;94;87.0192886131807;2.11619474285726;2;-77;-6.98071138681925;Fritsche et al. (2020);Experiment 1;Orientation
1;1;59;24;79.8321130493028;0.849517714285867;2;70;55.8321130493028;Fritsche et al. (2020);Experiment 1;Orientation
1;1;60;178;158.38192024841;1.11638930285721;2;26;-19.6180797515903;Fritsche et al. (2020);Experiment 1;Orientation
1;1;61;139;143.37910727465;1.63284479999993;2;39;4.37910727465021;Fritsche et al. (2020);Experiment 1;Orientation
1;1;62;58;48.0851915340741;0.832871131428647;1;81;-9.91480846592585;Fritsche et al. (2020);Experiment 1;Orientation
1;1;63;14;30.3584457880938;0.999496777142895;1;44;16.3584457880938;Fritsche et al. (2020);Experiment 1;Orientation
1;1;64;64;62.8235427737896;1.49951853714288;2;-50;-1.17645722621044;Fritsche et al. (2020);Experiment 1;Orientation
1;1;65;13;14.1144209614736;2.21622381714292;1;51;1.11442096147358;Fritsche et al. (2020);Experiment 1;Orientation
1;1;66;157;143.120738568949;1.61619346285715;2;36;-13.8792614310515;Fritsche et al. (2020);Experiment 1;Orientation
1;1;67;17;11.3965831806388;1.24951771428573;2;-40;-5.60341681936117;Fritsche et al. (2020);Experiment 1;Orientation
1;1;68;138;140.067557868244;1.58283483428568;1;59;2.06755786824363;Fritsche et al. (2020);Experiment 1;Orientation
1;1;69;170;162.749008356818;1.1162057142858;1;-32;-7.25099164318232;Fritsche et al. (2020);Experiment 1;Orientation
1;1;70;103;111.001540317559;2.08285988571424;2;67;8.00154031755869;Fritsche et al. (2020);Experiment 1;Orientation
1;1;71;8;11.1281990644881;1.51624082285707;2;-85;3.12819906448809;Fritsche et al. (2020);Experiment 1;Orientation
1;1;72;89;71.9723533261821;2.11622619428567;1;-81;-17.0276466738179;Fritsche et al. (2020);Experiment 1;Orientation
1;1;73;143;127.410108300181;2.49957449142858;2;-54;-15.5898916998186;Fritsche et al. (2020);Experiment 1;Orientation
1;1;74;121;114.483754771097;1.68284562285726;2;22;-6.51624522890273;Fritsche et al. (2020);Experiment 1;Orientation
1;1;75;156;148.859868345542;2.24952758857148;2;-35;-7.14013165445849;Fritsche et al. (2020);Experiment 1;Orientation
1;1;76;170;170.448823149388;0.999507017142832;2;-14;0.448823149387692;Fritsche et al. (2020);Experiment 1;Orientation
1;1;77;8;15.2322137589163;1.56620873142856;1;-18;7.23221375891629;Fritsche et al. (2020);Experiment 1;Orientation
1;1;78;3;13.1136103313325;1.26619903999995;2;5;10.1136103313325;Fritsche et al. (2020);Experiment 1;Orientation
1;1;79;145;6.83426080497628;0.017948525714246;1;38;41.8342608049763;Fritsche et al. (2020);Experiment 1;Orientation
1;1;80;160;146.791127493899;0.999562240000159;1;-15;-13.2088725061011;Fritsche et al. (2020);Experiment 1;Orientation
1;1;81;3;13.4839491828959;1.11627154285725;2;-23;10.4839491828959;Fritsche et al. (2020);Experiment 1;Orientation
1;1;82;77;76.3316718706994;1.49951341714291;2;-74;-0.668328129300647;Fritsche et al. (2020);Experiment 1;Orientation
1;2;1;89;80.1849846795075;1.58261723428564;1;-12;-8.81501532049246;Fritsche et al. (2020);Experiment 1;Orientation
1;2;2;68;61.9851337151824;1.43287515428574;2;21;-6.01486628481759;Fritsche et al. (2020);Experiment 1;Orientation
1;2;3;165;146.490060064334;1.13288374857143;1;83;-18.5099399356658;Fritsche et al. (2020);Experiment 1;Orientation
1;2;4;48;65.195192238272;2.2329131885715;2;-63;17.195192238272;Fritsche et al. (2020);Experiment 1;Orientation
1;2;5;46;57.1533318561957;1.73284278857136;2;2;11.1533318561957;Fritsche et al. (2020);Experiment 1;Orientation
1;2;6;111;120.296377583719;1.06615551999994;2;-65;9.29637758371928;Fritsche et al. (2020);Experiment 1;Orientation
1;2;7;167;153.69696058787;1.34954971428579;1;-56;-13.30303941213;Fritsche et al. (2020);Experiment 1;Orientation
1;2;8;102;110.941811461957;1.26619245714278;2;65;8.94181146195687;Fritsche et al. (2020);Experiment 1;Orientation
1;2;9;41;56.6556451230951;1.43287771428572;1;61;15.6556451230951;Fritsche et al. (2020);Experiment 1;Orientation
1;2;10;104;124.268792497315;1.49956278857144;1;-63;20.2687924973147;Fritsche et al. (2020);Experiment 1;Orientation
1;2;11;51;51.0287597890764;1.282842697143;1;53;0.0287597890764033;Fritsche et al. (2020);Experiment 1;Orientation
1;2;12;177;172.150580639313;2.3328610742858;2;54;-4.84941936068742;Fritsche et al. (2020);Experiment 1;Orientation
1;2;13;69;73.873152795971;0.916239359999963;1;-72;4.87315279597095;Fritsche et al. (2020);Experiment 1;Orientation
1;2;14;178;14.9088223380437;1.84957842285712;1;71;16.9088223380437;Fritsche et al. (2020);Experiment 1;Orientation
1;2;15;21;0.651924533642699;1.26612443428576;1;-23;-20.3480754663573;Fritsche et al. (2020);Experiment 1;Orientation
1;2;16;81;109.267445668689;0.999489828571541;2;-60;28.2674456686887;Fritsche et al. (2020);Experiment 1;Orientation
1;2;17;160;152.515803242097;1.8162472228571;1;-79;-7.48419675790313;Fritsche et al. (2020);Experiment 1;Orientation
1;2;18;154;166.360907643209;1.08287085714278;1;6;12.3609076432089;Fritsche et al. (2020);Experiment 1;Orientation
1;2;19;144;158.777661472704;0.832829440000069;1;10;14.7776614727038;Fritsche et al. (2020);Experiment 1;Orientation
1;2;20;87;90.9014057296432;1.6995964342857;2;57;3.90140572964316;Fritsche et al. (2020);Experiment 1;Orientation
1;2;21;145;150.846172770425;0.999550537142795;2;-58;5.84617277042528;Fritsche et al. (2020);Experiment 1;Orientation
1;2;22;21;38.5528474333745;0.899529508571504;2;-56;17.5528474333745;Fritsche et al. (2020);Experiment 1;Orientation
1;2;23;22;41.9695742854668;0.816196022857184;2;-1;19.9695742854668;Fritsche et al. (2020);Experiment 1;Orientation
1;2;24;92;80.9683473030875;1.49956498285724;1;-70;-11.0316526969125;Fritsche et al. (2020);Experiment 1;Orientation
1;2;25;75;65.2404105018887;1.2662868114287;1;17;-9.75958949811131;Fritsche et al. (2020);Experiment 1;Orientation
1;2;26;8;21.4186608762846;1.08285988571424;2;67;13.4186608762846;Fritsche et al. (2020);Experiment 1;Orientation
1;2;27;69;58.89748312468;1.13284132571425;2;-61;-10.10251687532;Fritsche et al. (2020);Experiment 1;Orientation
1;2;28;171;158.573312629513;1.14951241142853;2;78;-12.4266873704869;Fritsche et al. (2020);Experiment 1;Orientation
1;2;29;119;118.157036730707;0.782872868571303;2;52;-0.842963269292511;Fritsche et al. (2020);Experiment 1;Orientation
1;2;30;85;60.2126617873104;0.616161280000142;2;34;-24.7873382126896;Fritsche et al. (2020);Experiment 1;Orientation
1;2;31;118;118.976304751064;1.16616703999989;1;-33;0.976304751064063;Fritsche et al. (2020);Experiment 1;Orientation
1;2;32;19;61.1845147521153;1.48291145142866;2;-81;42.1845147521153;Fritsche et al. (2020);Experiment 1;Orientation
1;2;33;57;47.8984420940939;0.949554102857292;1;-38;-9.10155790590609;Fritsche et al. (2020);Experiment 1;Orientation
1;2;34;104;56.6830256911001;1.14950948571436;2;-47;-47.3169743088999;Fritsche et al. (2020);Experiment 1;Orientation
1;2;35;62;70.7196436367471;1.06616064000013;1;42;8.71964363674705;Fritsche et al. (2020);Experiment 1;Orientation
1;2;36;47;49.5499968426903;1.11616365714281;1;15;2.54999684269033;Fritsche et al. (2020);Experiment 1;Orientation
1;2;37;119;122.396681172097;1.46622793142842;2;-72;3.39668117209686;Fritsche et al. (2020);Experiment 1;Orientation
1;2;38;165;102.398251292552;0.932867291428693;1;-46;-62.601748707448;Fritsche et al. (2020);Experiment 1;Orientation
1;2;39;148;136.557068422827;1.53291410285715;2;17;-11.4429315771731;Fritsche et al. (2020);Experiment 1;Orientation
1;2;40;2;19.1432152337088;0.966168868571458;2;-34;17.1432152337088;Fritsche et al. (2020);Experiment 1;Orientation
1;2;41;155;153.657805220079;1.23285869714277;1;27;-1.3421947799205;Fritsche et al. (2020);Experiment 1;Orientation
1;2;42;179;7.19765916080856;1.78289334857141;1;-24;8.19765916080854;Fritsche et al. (2020);Experiment 1;Orientation
1;2;43;76;72.344363863812;1.09955474285721;2;-77;-3.65563613618795;Fritsche et al. (2020);Experiment 1;Orientation
1;2;44;6;6.31478289301086;0.99949860571428;2;70;0.314782893010857;Fritsche et al. (2020);Experiment 1;Orientation
1;2;45;128;145.281217822031;1.01618395428568;1;58;17.2812178220312;Fritsche et al. (2020);Experiment 1;Orientation
1;2;46;23;159.089225838528;0.782881279999856;2;-75;-43.9107741614716;Fritsche et al. (2020);Experiment 1;Orientation
1;2;47;174;163.291604587963;1.36621129142873;1;29;-10.7083954120371;Fritsche et al. (2020);Experiment 1;Orientation
1;2;48;151;158.817698301892;0.832837485714208;2;23;7.81769830189199;Fritsche et al. (2020);Experiment 1;Orientation
1;2;49;132;148.534941580041;1.09958070857147;1;19;16.5349415800412;Fritsche et al. (2020);Experiment 1;Orientation
1;2;50;124;117.438507669108;0.899534994285887;1;8;-6.56149233089188;Fritsche et al. (2020);Experiment 1;Orientation
1;2;51;58;59.9575574962162;1.11619620571423;1;66;1.95755749621623;Fritsche et al. (2020);Experiment 1;Orientation
1;2;52;127;117.70654443203;0.849528685714404;1;-69;-9.29345556797031;Fritsche et al. (2020);Experiment 1;Orientation
1;2;53;176;171.084150898765;0.866202697142853;2;-49;-4.91584910123487;Fritsche et al. (2020);Experiment 1;Orientation
1;2;54;57;67.5172400871282;1.38283922285723;2;-61;10.5172400871282;Fritsche et al. (2020);Experiment 1;Orientation
1;2;55;172;170.006615311386;0.799548342857179;1;65;-1.99338468861401;Fritsche et al. (2020);Experiment 1;Orientation
1;2;56;128;136.149575029125;0.632877348571355;1;44;8.14957502912466;Fritsche et al. (2020);Experiment 1;Orientation
1;2;57;171;170.936992434769;1.88289353142864;1;-43;-0.0630075652309756;Fritsche et al. (2020);Experiment 1;Orientation
1;2;58;5;21.8939859660131;0.949539474285757;2;-14;16.8939859660131;Fritsche et al. (2020);Experiment 1;Orientation
1;2;59;21;17.4892727744058;2.13284022857147;2;-16;-3.51072722559422;Fritsche et al. (2020);Experiment 1;Orientation
1;2;60;89;104.061457037339;1.18289225142848;1;-68;15.0614570373385;Fritsche et al. (2020);Experiment 1;Orientation
1;2;61;159;162.717676685201;1.73284388571437;2;-70;3.71767668520067;Fritsche et al. (2020);Experiment 1;Orientation
1;2;62;65;73.1019575079922;1.18287286857139;2;-86;8.10195750799224;Fritsche et al. (2020);Experiment 1;Orientation
1;2;63;148;140.41627098336;0.982838857142951;1;-83;-7.5837290166404;Fritsche et al. (2020);Experiment 1;Orientation
1;2;64;10;32.6927386787473;0.916186331428435;1;-42;22.6927386787473;Fritsche et al. (2020);Experiment 1;Orientation
1;2;65;121;124.641695979705;1.79956077714291;1;69;3.64169597970502;Fritsche et al. (2020);Experiment 1;Orientation
1;2;66;12;30.4354111055878;0.966150582856926;1;-71;18.4354111055878;Fritsche et al. (2020);Experiment 1;Orientation
1;2;67;174;177.835875110544;0.84952063999981;2;18;3.83587511054372;Fritsche et al. (2020);Experiment 1;Orientation
1;2;68;68;69.4579493407108;1.26622171428585;1;-74;1.45794934071083;Fritsche et al. (2020);Experiment 1;Orientation
1;2;69;23;43.2167714667118;1.14949668571444;2;45;20.2167714667118;Fritsche et al. (2020);Experiment 1;Orientation
1;2;70;68;75.0335983782478;1.68286171428576;2;-45;7.03359837824785;Fritsche et al. (2020);Experiment 1;Orientation
1;2;71;95;80.770172542648;1.26617014857152;2;-27;-14.229827457352;Fritsche et al. (2020);Experiment 1;Orientation
1;2;72;6;30.9971456065345;0.932755748571481;2;89;24.9971456065345;Fritsche et al. (2020);Experiment 1;Orientation
1;2;73;141;124.641134825133;1.23290770285712;1;45;-16.3588651748668;Fritsche et al. (2020);Experiment 1;Orientation
1;2;74;118;74.8194282378752;1.43284735999987;1;23;-43.1805717621248;Fritsche et al. (2020);Experiment 1;Orientation
1;2;75;14;33.6272699307625;0.73285997714288;1;-76;19.6272699307625;Fritsche et al. (2020);Experiment 1;Orientation
1;2;76;170;159.228420459692;0.782862994285779;1;24;-10.7715795403084;Fritsche et al. (2020);Experiment 1;Orientation
1;2;77;132;143.891307091603;0.932766720000018;2;38;11.8913070916027;Fritsche et al. (2020);Experiment 1;Orientation
1;2;78;123;124.490876797399;1.13287241142848;2;9;1.49087679739903;Fritsche et al. (2020);Experiment 1;Orientation
1;2;79;143;142.446747800503;1.64958793142841;2;-20;-0.553252199496683;Fritsche et al. (2020);Experiment 1;Orientation
1;2;80;67;71.899264431103;0.74952228571442;2;76;4.89926443110301;Fritsche et al. (2020);Experiment 1;Orientation
1;2;81;6;20.3179503201195;1.21616493714282;1;61;14.3179503201195;Fritsche et al. (2020);Experiment 1;Orientation
1;2;82;124;141.013571043679;0.666184045714317;2;62;17.0135710436794;Fritsche et al. (2020);Experiment 1;Orientation
1;3;1;66;48.7872018971773;1.84924233142851;2;58;-17.2127981028227;Fritsche et al. (2020);Experiment 1;Orientation
1;3;2;30;40.0295640867491;1.59952969142842;2;36;10.0295640867491;Fritsche et al. (2020);Experiment 1;Orientation
1;3;3;45;40.9611024522183;1.38284909714298;1;-15;-4.03889754778167;Fritsche et al. (2020);Experiment 1;Orientation
1;3;4;97;120.163130708094;1.56619227428564;1;-52;23.1631307080938;Fritsche et al. (2020);Experiment 1;Orientation
1;3;5;137;119.911605824911;1.48283757714285;1;-40;-17.0883941750892;Fritsche et al. (2020);Experiment 1;Orientation
1;3;6;27;42.429420139177;0.816202971428538;1;-70;15.429420139177;Fritsche et al. (2020);Experiment 1;Orientation
1;3;7;70;56.9763570404893;0.949571657142997;1;-43;-13.0236429595107;Fritsche et al. (2020);Experiment 1;Orientation
1;3;8;93;109.510847433869;0.982829714285799;1;-23;16.5108474338685;Fritsche et al. (2020);Experiment 1;Orientation
1;3;9;131;113.222908973015;0.96615497142875;1;-38;-17.7770910269848;Fritsche et al. (2020);Experiment 1;Orientation
1;3;10;97;102.866890439559;1.41623551999987;1;34;5.86689043955923;Fritsche et al. (2020);Experiment 1;Orientation
1;3;11;77;72.6983029154754;0.83283931428582;1;20;-4.30169708452456;Fritsche et al. (2020);Experiment 1;Orientation
1;3;12;21;38.1772020929488;1.38287798857141;2;56;17.1772020929488;Fritsche et al. (2020);Experiment 1;Orientation
1;3;13;40;42.449944855201;0.682850377142813;1;-19;2.44994485520098;Fritsche et al. (2020);Experiment 1;Orientation
1;3;14;98;117.587795588118;1.24954733714276;2;-58;19.5877955881176;Fritsche et al. (2020);Experiment 1;Orientation
1;3;15;59;75.2654469166749;1.01612141714281;2;39;16.2654469166749;Fritsche et al. (2020);Experiment 1;Orientation
1;3;16;94;99.2786562813026;1.89951890285715;1;-35;5.27865628130263;Fritsche et al. (2020);Experiment 1;Orientation
1;3;17;170;155.097275363246;0.982891519999839;1;-76;-14.9027246367538;Fritsche et al. (2020);Experiment 1;Orientation
1;3;18;38;40.1812163132819;1.08285696000007;2;-48;2.18121631328193;Fritsche et al. (2020);Experiment 1;Orientation
1;3;19;72;52.0011734039104;0.949527040000021;1;-34;-19.9988265960896;Fritsche et al. (2020);Experiment 1;Orientation
1;3;20;21;30.131432612007;1.09949147428574;1;51;9.13143261200698;Fritsche et al. (2020);Experiment 1;Orientation
1;3;21;65;50.1454405192994;1.03286637714291;1;-44;-14.8545594807006;Fritsche et al. (2020);Experiment 1;Orientation
1;3;22;54;39.0399064165957;0.982838857142951;2;11;-14.9600935834043;Fritsche et al. (2020);Experiment 1;Orientation
1;3;23;132;36.6396104146094;0.882854034285629;2;-78;84.6396104146094;Fritsche et al. (2020);Experiment 1;Orientation
1;3;24;147;134.988593857415;1.3162280228571;2;-15;-12.0114061425846;Fritsche et al. (2020);Experiment 1;Orientation
1;3;25;178;172.055544470509;0.83285869714291;1;-31;-5.94445552949131;Fritsche et al. (2020);Experiment 1;Orientation
1;3;26;180;161.704107053588;1.41618395428577;1;-2;-18.2958929464118;Fritsche et al. (2020);Experiment 1;Orientation
1;3;27;141;167.35870228063;1.11618194285711;2;39;26.3587022806296;Fritsche et al. (2020);Experiment 1;Orientation
1;3;28;39;36.4936831786237;0.916162559999975;2;-78;-2.50631682137632;Fritsche et al. (2020);Experiment 1;Orientation
1;3;29;70;48.1226867921299;0.84953197714276;2;-31;-21.8773132078701;Fritsche et al. (2020);Experiment 1;Orientation
1;3;30;176;177.875555273622;1.11617243428555;2;74;1.87555527362204;Fritsche et al. (2020);Experiment 1;Orientation
1;3;31;148;122.940054937072;1.29958619428589;1;28;-25.0599450629284;Fritsche et al. (2020);Experiment 1;Orientation
1;3;32;50;37.6897137150528;0.849495405714606;2;-82;-12.3102862849472;Fritsche et al. (2020);Experiment 1;Orientation
1;3;33;75;65.1148460423779;0.816186879999805;2;-25;-9.88515395762208;Fritsche et al. (2020);Experiment 1;Orientation
1;3;34;19;10.580034202096;1.14952301714266;2;56;-8.41996579790398;Fritsche et al. (2020);Experiment 1;Orientation
1;3;35;105;52.8259606153373;1.06624329142869;1;-86;-52.1740393846627;Fritsche et al. (2020);Experiment 1;Orientation
1;3;36;1;172.77224744833;0.699541577143009;2;-76;-8.22775255166954;Fritsche et al. (2020);Experiment 1;Orientation
1;3;37;42;41.6469324763371;0.832841142856978;2;-41;-0.353067523662851;Fritsche et al. (2020);Experiment 1;Orientation
1;3;38;64;49.4213475740537;0.799584182856961;1;-22;-14.5786524259463;Fritsche et al. (2020);Experiment 1;Orientation
1;3;39;142;132.350041502646;1.61622016000001;1;-78;-9.64995849735399;Fritsche et al. (2020);Experiment 1;Orientation
1;3;40;26;33.9383588203934;0.782843977142875;2;-64;7.93835882039343;Fritsche et al. (2020);Experiment 1;Orientation
1;3;41;164;137.070183770334;0.799520914285495;1;42;-26.9298162296664;Fritsche et al. (2020);Experiment 1;Orientation
1;3;42;174;149.260480049159;1.5995201828573;1;-10;-24.7395199508415;Fritsche et al. (2020);Experiment 1;Orientation
1;3;43;143;135.516451344487;1.43287588571411;2;31;-7.48354865551295;Fritsche et al. (2020);Experiment 1;Orientation
1;3;44;54;35.350072944784;1.16618898285697;1;89;-18.649927055216;Fritsche et al. (2020);Experiment 1;Orientation
1;3;45;19;14.8369945453574;0.832825417142885;2;35;-4.16300545464263;Fritsche et al. (2020);Experiment 1;Orientation
1;3;46;92;115.318778419723;1.26616685714271;1;-73;23.3187784197233;Fritsche et al. (2020);Experiment 1;Orientation
1;3;47;166;98.574687274116;1.24950893714276;2;-74;-67.425312725884;Fritsche et al. (2020);Experiment 1;Orientation
1;3;48;91;112.974422912804;1.23283126857132;1;75;21.974422912804;Fritsche et al. (2020);Experiment 1;Orientation
1;3;49;94;102.408624937485;0.966203611428682;1;-3;8.40862493748499;Fritsche et al. (2020);Experiment 1;Orientation
1;3;50;168;160.143527311776;1.09955583999999;2;-74;-7.85647268822396;Fritsche et al. (2020);Experiment 1;Orientation
1;3;51;34;42.1291673277915;0.782826057142756;1;-46;8.12916732779151;Fritsche et al. (2020);Experiment 1;Orientation
1;3;52;38;44.2458271587723;0.832825782857526;2;-4;6.24582715877227;Fritsche et al. (2020);Experiment 1;Orientation
1;3;53;55;52.8300720091434;0.866192457142915;1;-17;-2.16992799085664;Fritsche et al. (2020);Experiment 1;Orientation
1;3;54;152;131.5546343693;1.18287652571416;1;83;-20.4453656306997;Fritsche et al. (2020);Experiment 1;Orientation
1;3;55;165;142.687738270766;1.43284187428571;1;-13;-22.312261729234;Fritsche et al. (2020);Experiment 1;Orientation
1;3;56;176;157.761478730186;0.782901760000186;2;-11;-18.2385212698141;Fritsche et al. (2020);Experiment 1;Orientation
1;3;57;104;132.469677514365;1.06619684571433;1;72;28.4696775143652;Fritsche et al. (2020);Experiment 1;Orientation
1;3;58;27;34.4294190050051;0.699529142857045;2;77;7.4294190050051;Fritsche et al. (2020);Experiment 1;Orientation
1;3;59;157;148.395959299208;0.649541851428239;2;50;-8.60404070079193;Fritsche et al. (2020);Experiment 1;Orientation
1;3;60;14;33.8937992009295;1.03284480000002;2;-37;19.8937992009295;Fritsche et al. (2020);Experiment 1;Orientation
1;3;61;15;21.9880383290212;0.69947721142853;1;-1;6.98803832902119;Fritsche et al. (2020);Experiment 1;Orientation
1;3;62;79;82.3324662812249;1.1995713828569;2;-64;3.33246628122485;Fritsche et al. (2020);Experiment 1;Orientation
1;3;63;125;114.601641405509;0.716215588571231;2;-46;-10.3983585944912;Fritsche et al. (2020);Experiment 1;Orientation
1;3;64;10;3.82676053102695;1.78288201142868;2;-65;-6.17323946897305;Fritsche et al. (2020);Experiment 1;Orientation
1;3;65;13;11.8051861615862;0.916172800000368;1;-3;-1.19481383841382;Fritsche et al. (2020);Experiment 1;Orientation
1;3;66;34;34.3000513420965;0.916168045714585;1;-21;0.300051342096523;Fritsche et al. (2020);Experiment 1;Orientation
