obs;block;trial;theta;resp;rt;cond;delta;error;study;experiment;stimulus
1;1;33;41;68.7252373537105;1.76774143999955;2;32;27.7252373537105;Fritsche et al. (2020);Experiment 3;Orientation
1;1;34;47;36.4840878476627;2.03437494857098;1;-6;-10.5159121523373;Fritsche et al. (2020);Experiment 3;Orientation
1;1;35;128;138.135277209893;1.9676075885709;2;-81;10.135277209893;Fritsche et al. (2020);Experiment 3;Orientation
1;1;36;13;13.5113101843035;2.28411209142814;2;-65;0.511310184303483;Fritsche et al. (2020);Experiment 3;Orientation
1;1;37;124;119.13963211285;2.50107794285759;2;69;-4.86036788714991;Fritsche et al. (2020);Experiment 3;Orientation
1;1;38;58;40.2866989296552;2.50107355428554;1;66;-17.7133010703448;Fritsche et al. (2020);Experiment 3;Orientation
1;1;39;91;95.5876908303631;2.81771264000054;1;-33;4.5876908303631;Fritsche et al. (2020);Experiment 3;Orientation
1;1;40;78;80.6526021486381;1.98430646857105;2;13;2.65260214863814;Fritsche et al. (2020);Experiment 3;Orientation
1;1;41;36;19.5103054306784;2.71762249142921;2;42;-16.4896945693216;Fritsche et al. (2020);Experiment 3;Orientation
1;1;42;173;168.375438725636;2.9677041371433;1;43;-4.6245612743636;Fritsche et al. (2020);Experiment 3;Orientation
1;1;43;115;107.428280234505;1.60106422857098;1;58;-7.57171976549533;Fritsche et al. (2020);Experiment 3;Orientation
1;1;44;142;169.779176877355;2.23426084571383;2;-27;27.7791768773553;Fritsche et al. (2020);Experiment 3;Orientation
1;1;45;126;112.301626529407;2.23424694857113;2;16;-13.6983734705929;Fritsche et al. (2020);Experiment 3;Orientation
1;1;46;37;27.1345423783875;2.21778614857158;1;89;-9.8654576216125;Fritsche et al. (2020);Experiment 3;Orientation
1;1;47;10;13.4594055693859;2.41758537142778;2;27;3.45940556938588;Fritsche et al. (2020);Experiment 3;Orientation
1;1;48;126;126.305705532544;2.98421942857203;2;64;0.305705532543783;Fritsche et al. (2020);Experiment 3;Orientation
1;1;49;67;79.7780813017525;2.55097417142861;2;59;12.7780813017525;Fritsche et al. (2020);Experiment 3;Orientation
1;1;50;125;115.455366883839;1.76780361142846;2;-58;-9.54463311616061;Fritsche et al. (2020);Experiment 3;Orientation
1;1;51;66;74.2585394459587;2.01768960000027;2;59;8.25853944595873;Fritsche et al. (2020);Experiment 3;Orientation
1;1;52;172;164.371410836394;1.76731209142872;1;74;-7.62858916360608;Fritsche et al. (2020);Experiment 3;Orientation
1;1;53;62;54.9083965821501;1.28444489142839;1;-70;-7.0916034178499;Fritsche et al. (2020);Experiment 3;Orientation
1;1;54;160;165.894315895812;1.30107867428615;2;82;5.8943158958125;Fritsche et al. (2020);Experiment 3;Orientation
1;1;55;47;35.6848958345169;2.2177375085721;1;-67;-11.3151041654831;Fritsche et al. (2020);Experiment 3;Orientation
1;1;56;50;20.2589087403506;1.23434934857141;2;-3;-29.7410912596494;Fritsche et al. (2020);Experiment 3;Orientation
1;1;57;83;103.697480534869;2.41762377142913;2;-33;20.6974805348687;Fritsche et al. (2020);Experiment 3;Orientation
1;1;58;5;16.2039122924079;1.31770477714235;2;78;11.2039122924079;Fritsche et al. (2020);Experiment 3;Orientation
1;1;59;166;170.904064401393;2.40100315428572;2;19;4.9040644013935;Fritsche et al. (2020);Experiment 3;Orientation
1;1;60;123;119.751983911708;2.18437961142899;1;43;-3.2480160882922;Fritsche et al. (2020);Experiment 3;Orientation
1;1;61;62;66.9319439092767;1.96776484571456;2;61;4.93194390927667;Fritsche et al. (2020);Experiment 3;Orientation
1;1;62;152;159.812540828195;2.35107583999979;1;-90;7.81254082819527;Fritsche et al. (2020);Experiment 3;Orientation
1;1;63;28;27.9696593454291;1.0510581028575;2;-56;-0.0303406545709208;Fritsche et al. (2020);Experiment 3;Orientation
1;1;64;86;81.0462502170828;1.90135113142878;1;-58;-4.95374978291723;Fritsche et al. (2020);Experiment 3;Orientation
1;1;65;11;25.7909734350561;1.75105353142771;1;75;14.7909734350561;Fritsche et al. (2020);Experiment 3;Orientation
1;1;66;111;99.846574971688;1.36787565714349;2;80;-11.153425028312;Fritsche et al. (2020);Experiment 3;Orientation
1;1;67;39;37.5953185839435;1.38438473142833;1;72;-1.40468141605646;Fritsche et al. (2020);Experiment 3;Orientation
1;1;68;115;110.590871925403;1.05116525714311;1;-76;-4.40912807459726;Fritsche et al. (2020);Experiment 3;Orientation
1;1;69;59;44.7683143941819;1.70107318857208;2;56;-14.2316856058181;Fritsche et al. (2020);Experiment 3;Orientation
1;1;70;25;0.758411988031341;1.68426898285725;2;34;-24.2415880119687;Fritsche et al. (2020);Experiment 3;Orientation
1;1;71;73;62.9724195690108;1.83445247999953;1;-48;-10.0275804309892;Fritsche et al. (2020);Experiment 3;Orientation
1;1;72;122;103.95449609256;2.35096649142815;2;-49;-18.0455039074404;Fritsche et al. (2020);Experiment 3;Orientation
1;1;73;130;22.1728658346188;1.6176844799993;1;-8;72.1728658346188;Fritsche et al. (2020);Experiment 3;Orientation
1;1;74;7;2.30907786866665;1.5345375085717;2;-57;-4.69092213133335;Fritsche et al. (2020);Experiment 3;Orientation
1;1;75;178;177.671885089786;2.05098459428609;2;9;-0.328114910214254;Fritsche et al. (2020);Experiment 3;Orientation
1;1;76;31;11.4736023904688;1.93424420571409;2;-33;-19.5263976095312;Fritsche et al. (2020);Experiment 3;Orientation
1;1;77;12;15.2511898671552;1.70095725714327;2;19;3.25118986715523;Fritsche et al. (2020);Experiment 3;Orientation
1;1;78;21;18.3596603386428;1.63438043428596;1;-9;-2.64033966135722;Fritsche et al. (2020);Experiment 3;Orientation
1;1;79;27;21.7147692803653;1.70119204571438;1;-6;-5.28523071963465;Fritsche et al. (2020);Experiment 3;Orientation
1;1;80;119;105.305894315633;1.40108763428543;1;88;-13.6941056843673;Fritsche et al. (2020);Experiment 3;Orientation
1;1;81;1;167.582780302419;1.26757046857165;2;-62;-13.417219697581;Fritsche et al. (2020);Experiment 3;Orientation
1;1;82;78;66.0304515293468;1.23439140571372;2;-77;-11.9695484706532;Fritsche et al. (2020);Experiment 3;Orientation
1;1;83;102;101.575454563691;2.53442816000006;1;-24;-0.424545436309444;Fritsche et al. (2020);Experiment 3;Orientation
1;1;84;80;70.6279169164754;1.33435977142926;1;22;-9.37208308352459;Fritsche et al. (2020);Experiment 3;Orientation
1;1;85;111;102.988355632955;2.63442432000011;2;-31;-8.01164436704498;Fritsche et al. (2020);Experiment 3;Orientation
1;1;86;173;169.429190887628;2.21769033142846;1;-62;-3.57080911237176;Fritsche et al. (2020);Experiment 3;Orientation
1;1;87;173;168.607645688714;1.46790546285683;1;0;-4.39235431128606;Fritsche et al. (2020);Experiment 3;Orientation
1;1;88;4;6.94798130059621;1.65110564571387;1;-11;2.94798130059621;Fritsche et al. (2020);Experiment 3;Orientation
1;1;89;149;138.820657333767;1.51781595428565;1;35;-10.1793426662333;Fritsche et al. (2020);Experiment 3;Orientation
1;1;90;144;118.004020117506;2.26775259428541;1;5;-25.9959798824939;Fritsche et al. (2020);Experiment 3;Orientation
1;1;91;164;159.583977484682;1.90101357714229;2;-20;-4.41602251531833;Fritsche et al. (2020);Experiment 3;Orientation
1;1;92;152;151.621216224687;2.86767652571416;2;12;-0.378783775312826;Fritsche et al. (2020);Experiment 3;Orientation
1;1;93;138;144.938028213135;2.51761444571457;2;14;6.93802821313545;Fritsche et al. (2020);Experiment 3;Orientation
1;1;94;148;170.021694433273;1.08452242285694;1;-10;22.0216944332728;Fritsche et al. (2020);Experiment 3;Orientation
1;1;95;56;47.7394456904277;1.71772525714277;1;-88;-8.26055430957233;Fritsche et al. (2020);Experiment 3;Orientation
1;1;96;158;161.208313715082;2.5344610742859;2;78;3.20831371508177;Fritsche et al. (2020);Experiment 3;Orientation
1;1;97;159;170.022685733244;2.35097965714249;2;-1;11.0226857332439;Fritsche et al. (2020);Experiment 3;Orientation
1;1;98;158;170.372519056808;1.06768639999973;1;1;12.3725190568076;Fritsche et al. (2020);Experiment 3;Orientation
1;1;99;156;157.649624691252;2.43437056000039;2;2;1.64962469125194;Fritsche et al. (2020);Experiment 3;Orientation
1;1;100;144;167.468387674623;1.91771465142847;2;12;23.4683876746232;Fritsche et al. (2020);Experiment 3;Orientation
1;1;101;139;167.390848610105;1.96769865142869;2;5;28.3908486101054;Fritsche et al. (2020);Experiment 3;Orientation
1;2;1;131;116.553678946008;2.06781403428613;1;8;-14.4463210539917;Fritsche et al. (2020);Experiment 3;Orientation
1;2;2;85;83.5564810219629;1.90104941714344;1;46;-1.44351897803713;Fritsche et al. (2020);Experiment 3;Orientation
1;2;3;98;94.8106052300948;1.3344208457147;2;-13;-3.18939476990518;Fritsche et al. (2020);Experiment 3;Orientation
1;2;4;125;145.036216294846;1.45104786285719;2;-27;20.0362162948455;Fritsche et al. (2020);Experiment 3;Orientation
1;2;5;142;155.26661314977;1.1677469257138;1;-17;13.2666131497699;Fritsche et al. (2020);Experiment 3;Orientation
1;2;6;16;27.8421465879879;2.28430079999998;2;-54;11.8421465879879;Fritsche et al. (2020);Experiment 3;Orientation
1;2;7;155;166.269864033261;1.33450422857095;1;41;11.2698640332612;Fritsche et al. (2020);Experiment 3;Orientation
1;2;8;168;160.412894088406;1.53432758857161;2;-13;-7.58710591159388;Fritsche et al. (2020);Experiment 3;Orientation
1;2;9;44;46.9984206131642;1.15111277714277;1;-56;2.99842061316424;Fritsche et al. (2020);Experiment 3;Orientation
1;2;10;70;66.0697683995996;1.1344822857136;1;-26;-3.93023160040039;Fritsche et al. (2020);Experiment 3;Orientation
1;2;11;19;21.5839478719834;1.1844699428575;1;51;2.58394787198336;Fritsche et al. (2020);Experiment 3;Orientation
1;2;12;46;18.8882751559696;1.88455168000019;2;-27;-27.1117248440304;Fritsche et al. (2020);Experiment 3;Orientation
1;2;13;62;63.1541179300721;1.23427730285675;2;-16;1.15411793007211;Fritsche et al. (2020);Experiment 3;Orientation
1;2;14;106;106.070059111617;1.00117028571458;1;-44;0.0700591116169562;Fritsche et al. (2020);Experiment 3;Orientation
1;2;15;161;163.983533086623;2.61769435428505;2;-55;2.98353308662348;Fritsche et al. (2020);Experiment 3;Orientation
1;2;16;4;16.2091509886911;1.20102180571484;2;-23;12.2091509886911;Fritsche et al. (2020);Experiment 3;Orientation
1;2;17;157;160.837575025069;1.96762075428614;2;27;3.8375750250689;Fritsche et al. (2020);Experiment 3;Orientation
1;2;18;22;20.548472578428;1.40095451428533;2;-45;-1.45152742157195;Fritsche et al. (2020);Experiment 3;Orientation
1;2;19;106;105.945327721749;1.3676767085708;2;-84;-0.0546722782510187;Fritsche et al. (2020);Experiment 3;Orientation
1;2;20;95;96.3971687294898;1.83434605714228;2;11;1.39716872948982;Fritsche et al. (2020);Experiment 3;Orientation
1;2;21;156;152.350393249455;2.58437412571402;1;-61;-3.64960675054488;Fritsche et al. (2020);Experiment 3;Orientation
1;2;22;179;158.357940090808;NaN;1;-23;-20.6420599091919;Fritsche et al. (2020);Experiment 3;Orientation
1;2;23;16;27.7077326318889;1.81765632000042;2;-17;11.7077326318889;Fritsche et al. (2020);Experiment 3;Orientation
1;2;24;41;22.2414274072927;2.66761289142778;2;-25;-18.7585725927073;Fritsche et al. (2020);Experiment 3;Orientation
1;2;25;118;110.419242431736;2.10112987428511;2;-77;-7.58075756826449;Fritsche et al. (2020);Experiment 3;Orientation
1;2;26;93;96.5491424948435;2.73439158857127;1;25;3.54914249484354;Fritsche et al. (2020);Experiment 3;Orientation
1;2;27;15;16.3443599934216;2.51764882285715;2;78;1.34435999342156;Fritsche et al. (2020);Experiment 3;Orientation
1;2;28;5;11.9501908661755;2.33431039999959;2;10;6.95019086617555;Fritsche et al. (2020);Experiment 3;Orientation
1;2;29;83;68.0269286861312;NaN;1;-78;-14.9730713138688;Fritsche et al. (2020);Experiment 3;Orientation
1;2;30;61;60.8297845244926;1.25122413714325;1;22;-0.170215475507355;Fritsche et al. (2020);Experiment 3;Orientation
1;2;31;161;164.652203262517;2.2510639542852;1;80;3.65220326251699;Fritsche et al. (2020);Experiment 3;Orientation
1;2;32;104;95.3075602921198;1.06778660571399;1;57;-8.6924397078802;Fritsche et al. (2020);Experiment 3;Orientation
1;2;33;22;25.3062755786323;2.3175987199993;1;82;3.30627557863234;Fritsche et al. (2020);Experiment 3;Orientation
1;2;34;132;119.448568911274;1.60119003428554;1;70;-12.5514310887261;Fritsche et al. (2020);Experiment 3;Orientation
1;2;35;137;129.000998381167;2.23422573714288;2;-5;-7.99900161883309;Fritsche et al. (2020);Experiment 3;Orientation
1;2;36;104;99.1575383459197;1.15095259428563;2;33;-4.8424616540803;Fritsche et al. (2020);Experiment 3;Orientation
1;2;37;122;129.925945133268;2.43438226285707;2;-18;7.92594513326762;Fritsche et al. (2020);Experiment 3;Orientation
1;2;38;69;77.0000329072387;2.48432822857194;2;53;8.00003290723866;Fritsche et al. (2020);Experiment 3;Orientation
1;2;39;50;39.3634666816349;1.50119570285642;1;19;-10.6365333183651;Fritsche et al. (2020);Experiment 3;Orientation
1;2;40;109;103.657127511589;2.46769590857184;1;-59;-5.34287248841088;Fritsche et al. (2020);Experiment 3;Orientation
1;2;41;43;40.2603311182813;1.88440173714298;1;66;-2.73966888171865;Fritsche et al. (2020);Experiment 3;Orientation
1;2;42;158;168.785297922086;2.35098112000014;2;65;10.7852979220861;Fritsche et al. (2020);Experiment 3;Orientation
1;2;43;165;176.966903757312;1.66787986285726;2;-7;11.9669037573124;Fritsche et al. (2020);Experiment 3;Orientation
1;2;44;98;103.098037783533;1.85110491428532;1;67;5.09803778353347;Fritsche et al. (2020);Experiment 3;Orientation
1;2;45;41;13.2228681579769;1.83436873142909;2;57;-27.7771318420231;Fritsche et al. (2020);Experiment 3;Orientation
1;2;46;138;161.03821045224;2.31769343999986;1;83;23.0382104522402;Fritsche et al. (2020);Experiment 3;Orientation
1;2;47;29;21.0798362092105;2.10101211428628;2;-71;-7.92016379078953;Fritsche et al. (2020);Experiment 3;Orientation
1;2;48;43;16.2728673695423;2.30107282285644;2;-14;-26.7271326304577;Fritsche et al. (2020);Experiment 3;Orientation
1;2;49;119;110.94703352618;2.4176614400003;2;-76;-8.05296647381985;Fritsche et al. (2020);Experiment 3;Orientation
1;2;50;109;106.045409006122;1.30115145142827;1;10;-2.95459099387813;Fritsche et al. (2020);Experiment 3;Orientation
1;2;51;122;134.371580700365;2.58433865142797;2;-13;12.3715807003653;Fritsche et al. (2020);Experiment 3;Orientation
1;2;52;116;144.678653148636;1.88442294857123;2;6;28.6786531486362;Fritsche et al. (2020);Experiment 3;Orientation
1;2;53;111;103.473298960942;1.43441846857149;2;5;-7.52670103905754;Fritsche et al. (2020);Experiment 3;Orientation
1;2;54;21;19.1960650343981;2.41770313142933;1;90;-1.80393496560191;Fritsche et al. (2020);Experiment 3;Orientation
1;2;55;23;18.6577021580061;2.95110180571464;1;-2;-4.34229784199385;Fritsche et al. (2020);Experiment 3;Orientation
1;2;56;41;38.9091300646803;2.08441124571436;1;-18;-2.09086993531967;Fritsche et al. (2020);Experiment 3;Orientation
1;2;57;3;7.44005142455823;2.15094271999988;2;38;4.44005142455823;Fritsche et al. (2020);Experiment 3;Orientation
1;2;58;64;59.7233047858222;2.88418852571431;2;-61;-4.27669521417782;Fritsche et al. (2020);Experiment 3;Orientation
1;2;59;135;151.962385074847;2.1843763199995;1;-71;16.9623850748472;Fritsche et al. (2020);Experiment 3;Orientation
1;2;60;22;9.63379641284571;1.55116836571415;2;-67;-12.3662035871543;Fritsche et al. (2020);Experiment 3;Orientation
1;2;61;61;63.6839209375891;2.05105444571473;1;-39;2.68392093758907;Fritsche et al. (2020);Experiment 3;Orientation
1;2;62;163;153.391152089745;1.25122706285765;1;78;-9.60884791025487;Fritsche et al. (2020);Experiment 3;Orientation
1;2;63;153;164.872293253972;1.68432383999971;2;10;11.8722932539722;Fritsche et al. (2020);Experiment 3;Orientation
1;2;64;179;1.77158873102087;1.48432237714314;2;-26;2.77158873102087;Fritsche et al. (2020);Experiment 3;Orientation
1;2;65;48;8.73602531644183;2.28444379428493;1;-49;-39.2639746835582;Fritsche et al. (2020);Experiment 3;Orientation
1;2;66;125;156.502224536642;1.8343343542856;2;-77;31.5022245366424;Fritsche et al. (2020);Experiment 3;Orientation
1;2;67;59;56.4877000003536;1.5343787885713;2;66;-2.51229999964644;Fritsche et al. (2020);Experiment 3;Orientation
1;2;68;163;167.076872123645;2.00094061714299;2;76;4.07687212364482;Fritsche et al. (2020);Experiment 3;Orientation
1;2;69;180;176.535588762085;2.11771574857175;1;-17;-3.46441123791527;Fritsche et al. (2020);Experiment 3;Orientation
1;2;70;90;93.4544120607428;2.41771812571369;2;90;3.45441206074278;Fritsche et al. (2020);Experiment 3;Orientation
1;2;71;112;103.133181173215;1.90102674285754;2;-22;-8.86681882678505;Fritsche et al. (2020);Experiment 3;Orientation
1;2;72;10;1.4315432844888;2.70098651428543;1;-78;-8.5684567155112;Fritsche et al. (2020);Experiment 3;Orientation
1;2;73;36;24.8311618851501;2.16769682285667;1;-26;-11.1688381148499;Fritsche et al. (2020);Experiment 3;Orientation
1;2;74;11;3.87431362648833;1.95112630857147;2;25;-7.12568637351167;Fritsche et al. (2020);Experiment 3;Orientation
1;2;75;8;3.98923133768565;0.98458367999956;1;3;-4.01076866231435;Fritsche et al. (2020);Experiment 3;Orientation
1;2;76;146;159.569831953113;1.18432767999911;2;42;13.5698319531134;Fritsche et al. (2020);Experiment 3;Orientation
1;2;77;70;71.9346167278386;2.1509449142859;2;76;1.93461672783864;Fritsche et al. (2020);Experiment 3;Orientation
1;2;78;67;57.5613574200881;2.11782802285688;1;3;-9.43864257991188;Fritsche et al. (2020);Experiment 3;Orientation
1;2;79;164;173.633911043453;2.08440320000045;1;83;9.63391104345277;Fritsche et al. (2020);Experiment 3;Orientation
1;2;80;143;171.25989109407;2.61774555428565;1;21;28.2598910940696;Fritsche et al. (2020);Experiment 3;Orientation
1;2;81;1;171.22538779815;NaN;1;-38;-9.77461220184972;Fritsche et al. (2020);Experiment 3;Orientation
1;2;82;121;115.613015508119;1.71777243428642;1;60;-5.38698449188054;Fritsche et al. (2020);Experiment 3;Orientation
1;2;83;32;18.2549986087642;1.46779392000008;1;89;-13.7450013912358;Fritsche et al. (2020);Experiment 3;Orientation
1;2;84;71;70.1353048001242;2.01765778285699;2;-39;-0.864695199875825;Fritsche et al. (2020);Experiment 3;Orientation
1;2;85;13;16.9387606488885;2.53425700571461;2;58;3.93876064888848;Fritsche et al. (2020);Experiment 3;Orientation
1;2;86;95;97.9771078230938;2.31774756571394;1;-82;2.9771078230938;Fritsche et al. (2020);Experiment 3;Orientation
1;2;87;35;14.4955689805343;2.35090249142831;2;60;-20.5044310194657;Fritsche et al. (2020);Experiment 3;Orientation
1;2;88;57;56.0056605470764;2.41767460571464;1;-22;-0.994339452923576;Fritsche et al. (2020);Experiment 3;Orientation
1;2;89;174;178.106304556978;1.1844245942857;2;63;4.10630455697782;Fritsche et al. (2020);Experiment 3;Orientation
1;2;90;174;172.331531036728;2.05098934857142;1;0;-1.66846896327195;Fritsche et al. (2020);Experiment 3;Orientation
1;2;91;39;27.2500290876828;2.3176751542851;2;-45;-11.7499709123172;Fritsche et al. (2020);Experiment 3;Orientation
1;2;92;42;42.6481354892112;2.26767725714308;1;-3;0.648135489211199;Fritsche et al. (2020);Experiment 3;Orientation
1;2;93;180;179.59096617401;1.15113508571449;1;42;-0.409033825989638;Fritsche et al. (2020);Experiment 3;Orientation
1;2;94;135;114.244920460962;2.06767140571446;1;45;-20.7550795390382;Fritsche et al. (2020);Experiment 3;Orientation
1;2;95;115;128.33181941381;1.65102372571437;2;20;13.3318194138099;Fritsche et al. (2020);Experiment 3;Orientation
1;2;96;82;76.2511679307399;2.23439030857116;1;33;-5.74883206926013;Fritsche et al. (2020);Experiment 3;Orientation
1;2;97;145;128.449076565899;1.75098880000041;2;-63;-16.5509234341014;Fritsche et al. (2020);Experiment 3;Orientation
1;2;98;70;68.5846509931376;1.13456530285748;1;75;-1.41534900686236;Fritsche et al. (2020);Experiment 3;Orientation
1;2;99;38;36.0139371359746;1.11776621714307;1;32;-1.98606286402541;Fritsche et al. (2020);Experiment 3;Orientation
1;2;100;108;100.695475904177;1.63406921142814;1;-70;-7.30452409582296;Fritsche et al. (2020);Experiment 3;Orientation
1;2;101;86;87.2242756505256;1.10112877714255;1;22;1.22427565052563;Fritsche et al. (2020);Experiment 3;Orientation
1;3;1;31;16.1901749645067;1.53466916571415;2;55;-14.8098250354933;Fritsche et al. (2020);Experiment 3;Orientation
1;3;2;134;142.653010579634;1.78446738285675;1;77;8.65301057963413;Fritsche et al. (2020);Experiment 3;Orientation
1;3;3;5;2.93638701847246;2.11771684571431;1;-51;-2.06361298152754;Fritsche et al. (2020);Experiment 3;Orientation
1;3;4;91;91.2674639703027;1.85102372571419;2;-86;0.267463970302714;Fritsche et al. (2020);Experiment 3;Orientation
1;3;5;57;68.7449393623394;1.80157074285671;2;34;11.7449393623394;Fritsche et al. (2020);Experiment 3;Orientation
1;3;6;29;16.0460589552275;1.41778943999998;1;28;-12.9539410447725;Fritsche et al. (2020);Experiment 3;Orientation
1;3;7;91;88.6994899014515;2.0176943542856;1;-62;-2.30051009854853;Fritsche et al. (2020);Experiment 3;Orientation
1;3;8;155;166.851706557716;2.50096201142878;2;-64;11.8517065577163;Fritsche et al. (2020);Experiment 3;Orientation
1;3;9;149;142.56461594324;1.05124278857147;1;6;-6.43538405676031;Fritsche et al. (2020);Experiment 3;Orientation
1;3;10;145;169.948251107202;2.33426505142779;2;4;24.9482511072016;Fritsche et al. (2020);Experiment 3;Orientation
1;3;11;73;59.7330502953537;2.18443519999983;1;72;-13.2669497046463;Fritsche et al. (2020);Experiment 3;Orientation
1;3;12;140;172.208871621744;1.28440356571446;2;-67;32.2088716217437;Fritsche et al. (2020);Experiment 3;Orientation
1;3;13;19;17.6828348200137;1.28454070857151;1;-59;-1.31716517998626;Fritsche et al. (2020);Experiment 3;Orientation
1;3;14;10;13.2147490843327;2.00104630857095;1;9;3.21474908433269;Fritsche et al. (2020);Experiment 3;Orientation
1;3;15;130;165.32912392474;NaN;2;60;35.3291239247399;Fritsche et al. (2020);Experiment 3;Orientation
1;3;16;68;63.3697559582275;2.18438619428616;2;62;-4.63024404177249;Fritsche et al. (2020);Experiment 3;Orientation
1;3;17;78;66.7473102363825;0.901045394285575;2;-10;-11.2526897636175;Fritsche et al. (2020);Experiment 3;Orientation
1;3;18;26;14.7181174309433;2.40106898285649;1;52;-11.2818825690567;Fritsche et al. (2020);Experiment 3;Orientation
1;3;19;22;20.5064180799765;1.46771492571497;2;4;-1.49358192002349;Fritsche et al. (2020);Experiment 3;Orientation
1;3;20;145;160.084534916654;2.23422610285706;2;57;15.084534916654;Fritsche et al. (2020);Experiment 3;Orientation
1;3;21;36;3.53098483001818;1.81796242285782;2;-71;-32.4690151699818;Fritsche et al. (2020);Experiment 3;Orientation
1;3;22;17;24.3287515570859;1.91766564571481;2;19;7.32875155708591;Fritsche et al. (2020);Experiment 3;Orientation
1;3;23;176;162.537220453441;1.0011015314285;1;21;-13.4627795465585;Fritsche et al. (2020);Experiment 3;Orientation
1;3;24;167;2.12366428278024;1.41770642285701;2;9;15.1236642827802;Fritsche et al. (2020);Experiment 3;Orientation
1;3;25;167;158.740337502451;1.38436717714285;1;0;-8.25966249754919;Fritsche et al. (2020);Experiment 3;Orientation
1;3;26;152;143.748239559206;1.68423277714282;2;15;-8.25176044079438;Fritsche et al. (2020);Experiment 3;Orientation
1;3;27;66;66.2991348160033;1.4844876799998;1;86;0.299134816003274;Fritsche et al. (2020);Experiment 3;Orientation
1;3;28;135;118.728311408326;1.75106962285736;1;-69;-16.2716885916743;Fritsche et al. (2020);Experiment 3;Orientation
