obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
1;19;21;2;0.907165100099519;2;25;99;Blonde et al. (2023);Experiment 2;Orientation;1
1;168;92;-76;1.72258589998819;2;31;100;Blonde et al. (2023);Experiment 2;Orientation;1
1;105;104;-1;1.23972159996629;2;63;101;Blonde et al. (2023);Experiment 2;Orientation;1
1;18;24;6;1.03136749984697;2;87;102;Blonde et al. (2023);Experiment 2;Orientation;1
1;2;13;11;1.36545750009827;2;16;103;Blonde et al. (2023);Experiment 2;Orientation;1
1;36;33;-3;1.16564560006373;2;-34;104;Blonde et al. (2023);Experiment 2;Orientation;1
1;5;12;7;1.43083740002476;2;31;105;Blonde et al. (2023);Experiment 2;Orientation;1
1;175;170;-5;1.36490669986233;2;10;106;Blonde et al. (2023);Experiment 2;Orientation;1
1;56;37;-19;1.22383450018242;2;-61;107;Blonde et al. (2023);Experiment 2;Orientation;1
1;30;14;-16;1.84785960009322;2;26;108;Blonde et al. (2023);Experiment 2;Orientation;1
1;43;47;4;1.35719490004703;2;-13;109;Blonde et al. (2023);Experiment 2;Orientation;1
1;4;13;9;2.04046459984966;2;39;110;Blonde et al. (2023);Experiment 2;Orientation;1
1;33;24;-9;1.69876629998907;2;-29;111;Blonde et al. (2023);Experiment 2;Orientation;1
1;45;24;-21;1.14808030007407;2;-12;112;Blonde et al. (2023);Experiment 2;Orientation;1
1;68;56;-12;1.13215949991718;2;-23;113;Blonde et al. (2023);Experiment 2;Orientation;1
1;126;147;21;1.20720970002003;2;-58;114;Blonde et al. (2023);Experiment 2;Orientation;1
1;19;16;-3;0.581577299861237;2;-73;115;Blonde et al. (2023);Experiment 2;Orientation;1
1;5;2;-3;1.87246070010588;2;14;116;Blonde et al. (2023);Experiment 2;Orientation;1
1;97;105;8;1.22385289985687;2;88;117;Blonde et al. (2023);Experiment 2;Orientation;1
1;85;88;3;2.84015600010753;2;12;118;Blonde et al. (2023);Experiment 2;Orientation;1
1;166;9;23;4.4319533999078;2;-81;119;Blonde et al. (2023);Experiment 2;Orientation;1
1;104;113;9;1.0742220999673;2;62;120;Blonde et al. (2023);Experiment 2;Orientation;1
1;85;82;-3;1.2487796000205;2;19;121;Blonde et al. (2023);Experiment 2;Orientation;1
1;10;7;-3;0.890703100012615;2;75;122;Blonde et al. (2023);Experiment 2;Orientation;1
1;163;179;16;0.774800699902698;2;27;123;Blonde et al. (2023);Experiment 2;Orientation;1
1;173;151;-22;6.10519289993681;2;-10;124;Blonde et al. (2023);Experiment 2;Orientation;1
1;138;128;-10;1.45705450000241;2;35;125;Blonde et al. (2023);Experiment 2;Orientation;1
1;167;172;5;2.98209930001758;2;-29;126;Blonde et al. (2023);Experiment 2;Orientation;1
1;3;177;-6;3.80580139998347;2;-16;127;Blonde et al. (2023);Experiment 2;Orientation;1
1;59;61;2;1.04889350011945;2;-56;128;Blonde et al. (2023);Experiment 2;Orientation;1
1;46;55;9;1.68149210000411;2;13;129;Blonde et al. (2023);Experiment 2;Orientation;1
1;24;50;26;1.18968460010365;2;22;130;Blonde et al. (2023);Experiment 2;Orientation;1
1;85;81;-4;0.933136099949479;2;-61;131;Blonde et al. (2023);Experiment 2;Orientation;1
1;117;99;-18;1.44784840010107;2;-32;132;Blonde et al. (2023);Experiment 2;Orientation;1
1;24;29;5;1.23222639993764;2;-87;133;Blonde et al. (2023);Experiment 2;Orientation;1
1;148;141;-7;1.3808083999902;2;56;134;Blonde et al. (2023);Experiment 2;Orientation;1
1;119;109;-10;1.14062119997106;2;29;135;Blonde et al. (2023);Experiment 2;Orientation;1
1;116;112;-4;1.89870000001974;2;3;136;Blonde et al. (2023);Experiment 2;Orientation;1
1;2;9;7;1.93181249988265;2;-66;137;Blonde et al. (2023);Experiment 2;Orientation;1
1;118;129;11;1.59053059993312;2;64;138;Blonde et al. (2023);Experiment 2;Orientation;1
1;88;88;0;1.23948240000755;2;30;139;Blonde et al. (2023);Experiment 2;Orientation;1
1;52;52;0;1.49755989992991;2;36;140;Blonde et al. (2023);Experiment 2;Orientation;1
1;109;120;11;1.45707929995842;4;-33;211;Blonde et al. (2023);Experiment 2;Orientation;1
1;2;1;-1;1.74039829988033;4;-73;212;Blonde et al. (2023);Experiment 2;Orientation;1
1;158;144;-14;0.482371800113469;4;24;213;Blonde et al. (2023);Experiment 2;Orientation;1
1;107;103;-4;1.59743839991279;4;51;214;Blonde et al. (2023);Experiment 2;Orientation;1
1;136;31;75;1.48236379981972;4;-29;215;Blonde et al. (2023);Experiment 2;Orientation;1
1;155;137;-18;3.20574770006351;4;-19;216;Blonde et al. (2023);Experiment 2;Orientation;1
1;143;159;16;1.39880060008727;4;12;217;Blonde et al. (2023);Experiment 2;Orientation;1
1;88;75;-13;1.2891937000677;4;55;218;Blonde et al. (2023);Experiment 2;Orientation;1
1;99;100;1;1.22392539982684;4;-11;219;Blonde et al. (2023);Experiment 2;Orientation;1
1;143;108;-35;1.23907429981045;4;-44;220;Blonde et al. (2023);Experiment 2;Orientation;1
1;122;104;-18;2.01541460002773;4;21;221;Blonde et al. (2023);Experiment 2;Orientation;1
1;62;50;-12;0.640461999922991;4;60;222;Blonde et al. (2023);Experiment 2;Orientation;1
1;88;97;9;1.32374999998137;4;-26;223;Blonde et al. (2023);Experiment 2;Orientation;1
1;21;70;49;3.3810048000887;4;67;224;Blonde et al. (2023);Experiment 2;Orientation;1
1;91;84;-7;1.13963680015877;4;-70;225;Blonde et al. (2023);Experiment 2;Orientation;1
1;140;138;-2;0.907405799953267;4;-49;226;Blonde et al. (2023);Experiment 2;Orientation;1
1;132;125;-7;0.873623999999836;4;8;227;Blonde et al. (2023);Experiment 2;Orientation;1
1;38;36;-2;1.33225949993357;4;-86;228;Blonde et al. (2023);Experiment 2;Orientation;1
1;74;77;3;1.4406447999645;4;-36;229;Blonde et al. (2023);Experiment 2;Orientation;1
1;176;160;-16;0.948766800109297;4;78;230;Blonde et al. (2023);Experiment 2;Orientation;1
1;103;104;1;1.75586739997379;4;73;231;Blonde et al. (2023);Experiment 2;Orientation;1
1;179;12;13;0.882105699973181;4;-76;232;Blonde et al. (2023);Experiment 2;Orientation;1
1;94;152;58;0.848850999958813;4;85;233;Blonde et al. (2023);Experiment 2;Orientation;1
1;146;153;7;0.948856300208718;4;-52;234;Blonde et al. (2023);Experiment 2;Orientation;1
1;177;177;0;1.32322430005297;4;-31;235;Blonde et al. (2023);Experiment 2;Orientation;1
1;179;174;-5;1.49740880005993;4;-2;236;Blonde et al. (2023);Experiment 2;Orientation;1
1;30;25;-5;1.8058808001224;4;-31;237;Blonde et al. (2023);Experiment 2;Orientation;1
1;22;22;0;1.05718990019523;4;8;238;Blonde et al. (2023);Experiment 2;Orientation;1
1;95;93;-2;1.82364050019532;4;-73;239;Blonde et al. (2023);Experiment 2;Orientation;1
1;171;90;-81;1.44059030013159;4;-76;240;Blonde et al. (2023);Experiment 2;Orientation;1
1;74;71;-3;0.840570000000298;4;-83;241;Blonde et al. (2023);Experiment 2;Orientation;1
1;65;61;-4;1.6571171998512;4;9;242;Blonde et al. (2023);Experiment 2;Orientation;1
1;49;57;8;1.48111460008658;4;16;243;Blonde et al. (2023);Experiment 2;Orientation;1
1;126;130;4;1.04831129987724;4;-77;244;Blonde et al. (2023);Experiment 2;Orientation;1
1;120;118;-2;1.79882580018602;4;6;245;Blonde et al. (2023);Experiment 2;Orientation;1
1;168;161;-7;0.732239499920979;4;-48;246;Blonde et al. (2023);Experiment 2;Orientation;1
1;109;152;43;0.682469999883324;4;59;247;Blonde et al. (2023);Experiment 2;Orientation;1
1;144;24;60;0.948901400202885;4;-35;248;Blonde et al. (2023);Experiment 2;Orientation;1
1;157;163;6;0.997860400006175;4;-13;249;Blonde et al. (2023);Experiment 2;Orientation;1
1;18;22;4;1.12358010001481;4;-41;250;Blonde et al. (2023);Experiment 2;Orientation;1
1;150;147;-3;1.5974964001216;4;48;251;Blonde et al. (2023);Experiment 2;Orientation;1
1;165;168;3;1.18965939991176;4;-15;252;Blonde et al. (2023);Experiment 2;Orientation;1
1;173;170;-3;1.34892169991508;4;-8;253;Blonde et al. (2023);Experiment 2;Orientation;1
1;50;45;-5;1.19047729996964;4;-57;254;Blonde et al. (2023);Experiment 2;Orientation;1
1;76;117;41;1.52388069988228;4;-26;255;Blonde et al. (2023);Experiment 2;Orientation;1
1;71;61;-10;1.2976790999528;4;5;256;Blonde et al. (2023);Experiment 2;Orientation;1
1;87;69;-18;1.0487345000729;4;-16;257;Blonde et al. (2023);Experiment 2;Orientation;1
1;27;29;2;1.03210250008851;4;60;258;Blonde et al. (2023);Experiment 2;Orientation;1
1;32;33;1;0.49034299980849;4;-5;259;Blonde et al. (2023);Experiment 2;Orientation;1
1;120;121;1;0.882169099990278;4;-88;260;Blonde et al. (2023);Experiment 2;Orientation;1
1;161;155;-6;1.2404751998838;4;-41;261;Blonde et al. (2023);Experiment 2;Orientation;1
1;119;108;-11;1.18216600012966;4;42;262;Blonde et al. (2023);Experiment 2;Orientation;1
1;44;33;-11;0.865604399936274;4;75;263;Blonde et al. (2023);Experiment 2;Orientation;1
1;16;14;-2;1.59044050006196;4;28;264;Blonde et al. (2023);Experiment 2;Orientation;1
1;88;82;-6;1.16435629990883;4;-72;265;Blonde et al. (2023);Experiment 2;Orientation;1
1;137;133;-4;0.915596199920401;4;-49;266;Blonde et al. (2023);Experiment 2;Orientation;1
1;80;74;-6;1.0404745999258;4;57;267;Blonde et al. (2023);Experiment 2;Orientation;1
1;105;119;14;0.881291700061411;4;-25;268;Blonde et al. (2023);Experiment 2;Orientation;1
1;33;38;5;1.42382659995928;4;72;269;Blonde et al. (2023);Experiment 2;Orientation;1
1;73;60;-13;0.948884200071916;4;-40;270;Blonde et al. (2023);Experiment 2;Orientation;1
1;174;163;-11;0.573767599882558;4;79;271;Blonde et al. (2023);Experiment 2;Orientation;1
1;30;18;-12;1.29781449981965;4;-36;272;Blonde et al. (2023);Experiment 2;Orientation;1
1;140;162;22;1.97380260005593;4;70;273;Blonde et al. (2023);Experiment 2;Orientation;1
1;134;142;8;0.998534500133246;4;6;274;Blonde et al. (2023);Experiment 2;Orientation;1
1;18;3;-15;0.823062999872491;4;-64;275;Blonde et al. (2023);Experiment 2;Orientation;1
1;25;12;-13;0.757271399954334;4;-7;276;Blonde et al. (2023);Experiment 2;Orientation;1
1;10;43;33;1.11548430006951;4;15;277;Blonde et al. (2023);Experiment 2;Orientation;1
1;84;79;-5;1.08115580002777;4;-74;278;Blonde et al. (2023);Experiment 2;Orientation;1
1;15;23;8;1.30640419991687;4;69;279;Blonde et al. (2023);Experiment 2;Orientation;1
1;124;95;-29;1.34083339991048;4;71;280;Blonde et al. (2023);Experiment 2;Orientation;1
2;83;81;-2;2.17397520004306;1;NaN;1;Blonde et al. (2023);Experiment 2;Orientation;1
2;133;134;1;1.32378199999221;1;-50;2;Blonde et al. (2023);Experiment 2;Orientation;1
2;120;120;0;1.0905378999887;1;13;3;Blonde et al. (2023);Experiment 2;Orientation;1
2;31;25;-6;1.16548219998367;1;89;4;Blonde et al. (2023);Experiment 2;Orientation;1
2;20;17;-3;0.831528400070965;1;11;5;Blonde et al. (2023);Experiment 2;Orientation;1
2;33;31;-2;1.84877939999569;1;-13;6;Blonde et al. (2023);Experiment 2;Orientation;1
2;169;169;0;1.86498740001116;1;44;7;Blonde et al. (2023);Experiment 2;Orientation;1
2;137;146;9;0.982069400022738;1;32;8;Blonde et al. (2023);Experiment 2;Orientation;1
2;49;52;3;1.31424810003955;1;88;9;Blonde et al. (2023);Experiment 2;Orientation;1
2;93;112;19;1.2398075000383;1;-44;10;Blonde et al. (2023);Experiment 2;Orientation;1
2;1;178;-3;2.27353210002184;1;-88;11;Blonde et al. (2023);Experiment 2;Orientation;1
2;59;55;-4;2.09044149995316;1;-58;12;Blonde et al. (2023);Experiment 2;Orientation;1
2;165;166;1;1.49924749997444;1;74;13;Blonde et al. (2023);Experiment 2;Orientation;1
2;170;169;-1;1.2309275000589;1;-5;14;Blonde et al. (2023);Experiment 2;Orientation;1
2;115;128;13;1.17244689993095;1;55;15;Blonde et al. (2023);Experiment 2;Orientation;1
2;17;5;-12;1.70606879994739;1;-82;16;Blonde et al. (2023);Experiment 2;Orientation;1
2;167;136;-31;1.1823392000515;1;30;17;Blonde et al. (2023);Experiment 2;Orientation;1
2;25;20;-5;2.28178870002739;1;-38;18;Blonde et al. (2023);Experiment 2;Orientation;1
2;29;39;10;0.981113900081255;1;-4;19;Blonde et al. (2023);Experiment 2;Orientation;1
2;142;147;5;1.21592109999619;1;67;20;Blonde et al. (2023);Experiment 2;Orientation;1
2;6;8;2;0.98204159992747;1;-44;21;Blonde et al. (2023);Experiment 2;Orientation;1
2;148;156;8;0.898877599975094;1;38;22;Blonde et al. (2023);Experiment 2;Orientation;1
2;90;101;11;1.4738323999336;1;58;23;Blonde et al. (2023);Experiment 2;Orientation;1
2;141;138;-3;0.956215800018981;1;-51;24;Blonde et al. (2023);Experiment 2;Orientation;1
2;67;62;-5;1.93193940003403;1;74;25;Blonde et al. (2023);Experiment 2;Orientation;1
2;6;10;4;1.56545690004714;1;61;26;Blonde et al. (2023);Experiment 2;Orientation;1
2;147;170;23;2.50783760007471;1;39;27;Blonde et al. (2023);Experiment 2;Orientation;1
2;128;152;24;1.88084439991508;1;19;28;Blonde et al. (2023);Experiment 2;Orientation;1
2;81;109;28;1.62318160000723;1;47;29;Blonde et al. (2023);Experiment 2;Orientation;1
2;139;139;0;2.22368039994035;1;-58;30;Blonde et al. (2023);Experiment 2;Orientation;1
2;66;70;4;2.36525230004918;1;73;31;Blonde et al. (2023);Experiment 2;Orientation;1
2;158;165;7;1.19766369997524;1;88;32;Blonde et al. (2023);Experiment 2;Orientation;1
2;7;8;1;1.36549990007188;1;-29;33;Blonde et al. (2023);Experiment 2;Orientation;1
2;171;167;-4;1.43902809999418;1;16;34;Blonde et al. (2023);Experiment 2;Orientation;1
2;115;112;-3;1.13112919998821;1;56;35;Blonde et al. (2023);Experiment 2;Orientation;1
2;72;67;-5;1.24842040007934;1;43;36;Blonde et al. (2023);Experiment 2;Orientation;1
2;33;23;-10;1.18190119997598;1;39;37;Blonde et al. (2023);Experiment 2;Orientation;1
2;44;58;14;1.38062910002191;1;-11;38;Blonde et al. (2023);Experiment 2;Orientation;1
2;148;151;3;0.915395900025032;1;76;39;Blonde et al. (2023);Experiment 2;Orientation;1
2;83;113;30;1.81664239999373;1;65;40;Blonde et al. (2023);Experiment 2;Orientation;1
2;5;10;5;0.607161800027825;1;78;41;Blonde et al. (2023);Experiment 2;Orientation;1
2;2;7;5;1.31472490006126;1;3;42;Blonde et al. (2023);Experiment 2;Orientation;1
2;43;45;2;2.3487407999346;1;-41;43;Blonde et al. (2023);Experiment 2;Orientation;1
2;90;123;33;1.93230590003077;1;-47;44;Blonde et al. (2023);Experiment 2;Orientation;1
2;63;58;-5;2.09820790006779;1;27;45;Blonde et al. (2023);Experiment 2;Orientation;1
2;47;53;6;3.4735930999741;1;16;46;Blonde et al. (2023);Experiment 2;Orientation;1
2;76;68;-8;2.1907311999239;1;-29;47;Blonde et al. (2023);Experiment 2;Orientation;1
2;66;69;3;2.87242329993751;1;10;48;Blonde et al. (2023);Experiment 2;Orientation;1
2;85;61;-24;2.22316170006525;1;-19;49;Blonde et al. (2023);Experiment 2;Orientation;1
2;131;133;2;3.67376789997797;1;-46;50;Blonde et al. (2023);Experiment 2;Orientation;1
2;158;151;-7;2.45579359994736;1;-27;51;Blonde et al. (2023);Experiment 2;Orientation;1
2;61;36;-25;3.17362490005326;1;-83;52;Blonde et al. (2023);Experiment 2;Orientation;1
2;76;59;-17;1.89863980002701;1;-15;53;Blonde et al. (2023);Experiment 2;Orientation;1
2;33;24;-9;2.57382649998181;1;43;54;Blonde et al. (2023);Experiment 2;Orientation;1
2;52;38;-14;1.74865780002438;1;-19;55;Blonde et al. (2023);Experiment 2;Orientation;1
2;132;136;4;2.28919929999392;1;-80;56;Blonde et al. (2023);Experiment 2;Orientation;1
2;98;107;9;1.92375119996723;1;34;57;Blonde et al. (2023);Experiment 2;Orientation;1
2;116;113;-3;1.98149349994492;1;-18;58;Blonde et al. (2023);Experiment 2;Orientation;1
2;75;54;-21;2.04167159995995;1;41;59;Blonde et al. (2023);Experiment 2;Orientation;1
2;108;121;13;2.48229369998444;1;-33;60;Blonde et al. (2023);Experiment 2;Orientation;1
2;42;44;2;2.09874479996506;1;66;61;Blonde et al. (2023);Experiment 2;Orientation;1
2;145;140;-5;2.02388170000631;1;77;62;Blonde et al. (2023);Experiment 2;Orientation;1
2;5;6;1;1.59056939999573;1;-40;63;Blonde et al. (2023);Experiment 2;Orientation;1
2;134;173;39;1.55661460000556;1;51;64;Blonde et al. (2023);Experiment 2;Orientation;1
2;112;114;2;1.28226550004911;1;22;65;Blonde et al. (2023);Experiment 2;Orientation;1
2;34;27;-7;0.982085999916308;1;78;66;Blonde et al. (2023);Experiment 2;Orientation;1
2;3;179;-4;1.28987139998935;1;31;67;Blonde et al. (2023);Experiment 2;Orientation;1
2;82;77;-5;1.9143713999074;1;-79;68;Blonde et al. (2023);Experiment 2;Orientation;1
2;133;137;4;1.15722579997964;1;-51;69;Blonde et al. (2023);Experiment 2;Orientation;1
2;98;111;13;1.35795600002166;1;35;70;Blonde et al. (2023);Experiment 2;Orientation;1
2;26;15;-11;0.990422099945135;3;66;141;Blonde et al. (2023);Experiment 2;Orientation;1
2;48;40;-8;1.63933010003529;3;-22;142;Blonde et al. (2023);Experiment 2;Orientation;1
2;49;35;-14;0.698658799985424;3;-1;143;Blonde et al. (2023);Experiment 2;Orientation;1
2;169;168;-1;1.25722759997007;3;60;144;Blonde et al. (2023);Experiment 2;Orientation;1
2;65;55;-10;1.0905805999646;3;-76;145;Blonde et al. (2023);Experiment 2;Orientation;1
2;114;130;16;1.24870520003606;3;-49;146;Blonde et al. (2023);Experiment 2;Orientation;1
2;92;111;19;0.923776399926282;3;22;147;Blonde et al. (2023);Experiment 2;Orientation;1
2;31;31;0;1.61541500000749;3;61;148;Blonde et al. (2023);Experiment 2;Orientation;1
2;105;105;0;1.31464599992614;3;-74;149;Blonde et al. (2023);Experiment 2;Orientation;1
2;170;162;-8;1.30711619998328;3;-65;150;Blonde et al. (2023);Experiment 2;Orientation;1
2;158;160;2;1.41452500002924;3;12;151;Blonde et al. (2023);Experiment 2;Orientation;1
2;56;57;1;1.10718789999373;3;-78;152;Blonde et al. (2023);Experiment 2;Orientation;1
2;168;158;-10;0.907378699979745;3;68;153;Blonde et al. (2023);Experiment 2;Orientation;1
2;106;126;20;0.640661400044337;3;62;154;Blonde et al. (2023);Experiment 2;Orientation;1
2;126;125;-1;1.00706099998206;3;-20;155;Blonde et al. (2023);Experiment 2;Orientation;1
2;149;159;10;1.2569574000081;3;-23;156;Blonde et al. (2023);Experiment 2;Orientation;1
2;131;154;23;1.88192459999118;3;18;157;Blonde et al. (2023);Experiment 2;Orientation;1
2;41;154;-67;1.2656867998885;3;90;158;Blonde et al. (2023);Experiment 2;Orientation;1
2;80;67;-13;1.10706740000751;3;-39;159;Blonde et al. (2023);Experiment 2;Orientation;1
2;161;160;-1;0.940406999900006;3;-81;160;Blonde et al. (2023);Experiment 2;Orientation;1
2;141;155;14;0.898727799998596;3;20;161;Blonde et al. (2023);Experiment 2;Orientation;1
2;22;19;-3;1.29842159990221;3;-61;162;Blonde et al. (2023);Experiment 2;Orientation;1
2;116;75;-41;3.24870310002007;3;86;163;Blonde et al. (2023);Experiment 2;Orientation;1
2;27;17;-10;0.94047530007083;3;89;164;Blonde et al. (2023);Experiment 2;Orientation;1
2;172;172;0;1.51512340002228;3;35;165;Blonde et al. (2023);Experiment 2;Orientation;1
2;125;156;31;1.57381660002284;3;47;166;Blonde et al. (2023);Experiment 2;Orientation;1
2;102;130;28;2.09781449998263;3;23;167;Blonde et al. (2023);Experiment 2;Orientation;1
2;164;162;-2;0.980953800026327;3;-62;168;Blonde et al. (2023);Experiment 2;Orientation;1
2;88;67;-21;1.88144070003182;3;76;169;Blonde et al. (2023);Experiment 2;Orientation;1
2;13;3;-10;0.856814699945971;3;75;170;Blonde et al. (2023);Experiment 2;Orientation;1
2;98;94;-4;1.90628250001464;3;-85;171;Blonde et al. (2023);Experiment 2;Orientation;1
2;178;176;-2;1.39801090001129;3;-80;172;Blonde et al. (2023);Experiment 2;Orientation;1
2;56;54;-2;0.831004400039092;3;-58;173;Blonde et al. (2023);Experiment 2;Orientation;1
2;162;167;5;1.44886040000711;3;74;174;Blonde et al. (2023);Experiment 2;Orientation;1
2;145;152;7;1.16556550003588;3;17;175;Blonde et al. (2023);Experiment 2;Orientation;1
2;150;142;-8;1.26564460003283;3;-5;176;Blonde et al. (2023);Experiment 2;Orientation;1
2;129;135;6;1.13234830007423;3;21;177;Blonde et al. (2023);Experiment 2;Orientation;1
2;167;170;3;0.873585699941032;3;-38;178;Blonde et al. (2023);Experiment 2;Orientation;1
2;154;146;-8;1.38976900000125;3;13;179;Blonde et al. (2023);Experiment 2;Orientation;1
2;149;161;12;1.23225679993629;3;5;180;Blonde et al. (2023);Experiment 2;Orientation;1
2;128;155;27;1.01550870004576;3;21;181;Blonde et al. (2023);Experiment 2;Orientation;1
2;113;119;6;0.940312899998389;3;15;182;Blonde et al. (2023);Experiment 2;Orientation;1
2;3;5;2;1.04782430001069;3;-70;183;Blonde et al. (2023);Experiment 2;Orientation;1
2;79;65;-14;1.34741699998267;3;-76;184;Blonde et al. (2023);Experiment 2;Orientation;1
2;49;38;-11;0.957202300080098;3;30;185;Blonde et al. (2023);Experiment 2;Orientation;1
2;129;133;4;1.48942459991667;3;-80;186;Blonde et al. (2023);Experiment 2;Orientation;1
2;177;4;7;1.20719659992028;3;-48;187;Blonde et al. (2023);Experiment 2;Orientation;1
2;64;66;2;1.08115580002777;3;-67;188;Blonde et al. (2023);Experiment 2;Orientation;1
2;111;119;8;0.890478200046346;3;-47;189;Blonde et al. (2023);Experiment 2;Orientation;1
2;153;163;10;1.33223860000726;3;-42;190;Blonde et al. (2023);Experiment 2;Orientation;1
2;128;148;20;0.807283500093035;3;25;191;Blonde et al. (2023);Experiment 2;Orientation;1
2;177;8;11;1.39056400000118;3;-49;192;Blonde et al. (2023);Experiment 2;Orientation;1
2;22;14;-8;0.9071686998941;3;-25;193;Blonde et al. (2023);Experiment 2;Orientation;1
2;8;6;-2;1.12385770003311;3;14;194;Blonde et al. (2023);Experiment 2;Orientation;1
2;171;171;0;1.08219540002756;3;17;195;Blonde et al. (2023);Experiment 2;Orientation;1
2;130;139;9;0.890686099999584;3;41;196;Blonde et al. (2023);Experiment 2;Orientation;1
2;74;63;-11;0.748724299948663;3;56;197;Blonde et al. (2023);Experiment 2;Orientation;1
2;133;60;-73;0.539909399929456;3;-59;198;Blonde et al. (2023);Experiment 2;Orientation;1
2;2;3;1;3.17361229995731;3;-49;199;Blonde et al. (2023);Experiment 2;Orientation;1
2;48;54;6;0.922743999981321;3;-46;200;Blonde et al. (2023);Experiment 2;Orientation;1
2;57;43;-14;0.923832700005732;3;-9;201;Blonde et al. (2023);Experiment 2;Orientation;1
2;168;164;-4;1.02371480001602;3;69;202;Blonde et al. (2023);Experiment 2;Orientation;1
2;118;145;27;1.03937409992795;3;50;203;Blonde et al. (2023);Experiment 2;Orientation;1
2;174;166;-8;0.86549220001325;3;-56;204;Blonde et al. (2023);Experiment 2;Orientation;1
2;91;104;13;1.20716619992163;3;83;205;Blonde et al. (2023);Experiment 2;Orientation;1
2;55;52;-3;1.18922399997246;3;36;206;Blonde et al. (2023);Experiment 2;Orientation;1
2;133;144;11;0.915486900019459;3;-78;207;Blonde et al. (2023);Experiment 2;Orientation;1
2;126;141;15;1.38917089998722;3;7;208;Blonde et al. (2023);Experiment 2;Orientation;1
2;19;11;-8;1.94013489992358;3;-73;209;Blonde et al. (2023);Experiment 2;Orientation;1
2;161;14;33;1.13131620001514;3;38;210;Blonde et al. (2023);Experiment 2;Orientation;1
3;6;11;5;1.42392569989897;2;-62;71;Blonde et al. (2023);Experiment 2;Orientation;1
3;65;52;-13;1.731172000058;2;-59;72;Blonde et al. (2023);Experiment 2;Orientation;1
3;54;53;-1;1.48104900005274;2;11;73;Blonde et al. (2023);Experiment 2;Orientation;1
3;177;166;-11;1.7488096000161;2;57;74;Blonde et al. (2023);Experiment 2;Orientation;1
3;26;24;-2;1.94860320002772;2;-29;75;Blonde et al. (2023);Experiment 2;Orientation;1
3;116;138;22;2.06534179998562;2;-90;76;Blonde et al. (2023);Experiment 2;Orientation;1
3;90;90;0;1.25711660005618;2;26;77;Blonde et al. (2023);Experiment 2;Orientation;1
3;51;70;19;1.20635270001367;2;39;78;Blonde et al. (2023);Experiment 2;Orientation;1
3;12;175;-17;2.49028710008133;2;39;79;Blonde et al. (2023);Experiment 2;Orientation;1
3;168;167;-1;1.31408310006373;2;24;80;Blonde et al. (2023);Experiment 2;Orientation;1
