obs;theta;delta;trial;block;rt;error;resp;study;experiment;stimulus;expnum
1;69;87;17;1;0.797265795059502;-1.55087548166701;67.449124518333;Sadil et al. (2022);Experiment 1;Orientation;1
1;66;3;18;1;0.780449205078185;-1.55996517182381;64.4400348281762;Sadil et al. (2022);Experiment 1;Orientation;1
1;110;-44;19;1;1.16165955085307;13.192936578401;123.192936578401;Sadil et al. (2022);Experiment 1;Orientation;1
1;72;38;20;1;0.752466027624905;-8.3544058779226;63.6455941220774;Sadil et al. (2022);Experiment 1;Orientation;1
1;127;-55;21;1;0.809702561236918;-1.260221531171;125.739778468829;Sadil et al. (2022);Experiment 1;Orientation;1
1;166;-39;22;1;0.736805819906294;-18.932231041347;147.067768958653;Sadil et al. (2022);Experiment 1;Orientation;1
1;131;35;23;1;0.770028484985232;-3.03794076318501;127.962059236815;Sadil et al. (2022);Experiment 1;Orientation;1
1;9;-58;24;1;0.909272759221494;6.1010981613854;15.1010981613854;Sadil et al. (2022);Experiment 1;Orientation;1
1;40;-31;25;1;0.766221570782363;-3.6156481841641;36.3843518158359;Sadil et al. (2022);Experiment 1;Orientation;1
1;56;-16;26;1;0.679472091607749;-8.9854012121294;47.0145987878706;Sadil et al. (2022);Experiment 1;Orientation;1
1;81;-25;27;1;0.796709789894521;-5.8134641188047;75.1865358811953;Sadil et al. (2022);Experiment 1;Orientation;1
1;24;57;28;1;0.831877869553864;3.8340539405508;27.8340539405508;Sadil et al. (2022);Experiment 1;Orientation;1
1;79;-55;29;1;0.846997768618166;2.15818543980831;81.1581854398083;Sadil et al. (2022);Experiment 1;Orientation;1
1;68;11;30;1;0.886096521280706;7.7627195342389;75.7627195342389;Sadil et al. (2022);Experiment 1;Orientation;1
1;107;-39;31;1;0.831134115345776;5.16634582208199;112.166345822082;Sadil et al. (2022);Experiment 1;Orientation;1
1;142;-35;32;1;0.856291385367513;-5.66778014613001;136.33221985387;Sadil et al. (2022);Experiment 1;Orientation;1
1;35;-73;33;1;0.785525997169316;-0.145544433896298;34.8544555661037;Sadil et al. (2022);Experiment 1;Orientation;1
1;76;-41;34;1;0.854607975110412;3.1498953702026;79.1498953702026;Sadil et al. (2022);Experiment 1;Orientation;1
1;179;77;35;1;1.29372224304825;-7.32565033042701;171.674349669573;Sadil et al. (2022);Experiment 1;Orientation;1
1;40;-41;36;1;0.690728931687772;3.7269699799433;43.7269699799433;Sadil et al. (2022);Experiment 1;Orientation;1
1;125;-85;37;1;0.819958471693099;-9.02560603756901;115.974393962431;Sadil et al. (2022);Experiment 1;Orientation;1
1;48;77;38;1;0.7091477336362;0.957553114127897;48.9575531141279;Sadil et al. (2022);Experiment 1;Orientation;1
1;178;50;39;1;0.80639882851392;-11.684019752247;166.315980247753;Sadil et al. (2022);Experiment 1;Orientation;1
1;7;-9;40;1;0.733502690680325;8.5463272730791;15.5463272730791;Sadil et al. (2022);Experiment 1;Orientation;1
1;41;-34;41;1;0.972761784680188;9.0862217096346;50.0862217096346;Sadil et al. (2022);Experiment 1;Orientation;1
1;64;-23;42;1;0.805857613682747;1.10869987513421;65.1086998751342;Sadil et al. (2022);Experiment 1;Orientation;1
1;8;56;43;1;1.16511632222682;4.4332351880956;12.4332351880956;Sadil et al. (2022);Experiment 1;Orientation;1
1;123;65;44;1;1.01389137469232;-3.199056314381;119.800943685619;Sadil et al. (2022);Experiment 1;Orientation;1
1;50;73;45;1;1.03497278317809;9.683219752396;59.683219752396;Sadil et al. (2022);Experiment 1;Orientation;1
1;63;-13;46;1;0.81779451854527;3.4183488551501;66.4183488551501;Sadil et al. (2022);Experiment 1;Orientation;1
1;145;-82;47;1;0.963003321550787;-2.321036192631;142.678963807369;Sadil et al. (2022);Experiment 1;Orientation;1
1;57;88;48;1;0.858065048232675;3.1990563143808;60.1990563143808;Sadil et al. (2022);Experiment 1;Orientation;1
1;140;-83;49;1;1.0151784569025;-2.76052406204801;137.239475937952;Sadil et al. (2022);Experiment 1;Orientation;1
1;134;6;50;1;0.870148651301861;1;135;Sadil et al. (2022);Experiment 1;Orientation;1
1;8;-54;51;1;1.16320169623941;7.5928109392663;15.5928109392663;Sadil et al. (2022);Experiment 1;Orientation;1
1;114;74;52;1;0.856203244999051;1.75527076016699;115.755270760167;Sadil et al. (2022);Experiment 1;Orientation;1
1;140;-26;53;1;0.801329281181097;-8.17983011986399;131.820169880136;Sadil et al. (2022);Experiment 1;Orientation;1
1;149;-9;54;1;0.812474738806486;-6.366669412769;142.633330587231;Sadil et al. (2022);Experiment 1;Orientation;1
1;39;-70;55;1;0.919618620537221;1.8918878228641;40.8918878228641;Sadil et al. (2022);Experiment 1;Orientation;1
1;65;-26;56;1;0.854689474217594;6.565051177078;71.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
1;57;8;57;1;0.993759280070663;3.7086378290157;60.7086378290157;Sadil et al. (2022);Experiment 1;Orientation;1
1;155;82;58;1;1.05079417861998;-4.84593194968701;150.154068050313;Sadil et al. (2022);Experiment 1;Orientation;1
1;165;-10;59;1;0.91197279561311;-9.73950886974799;155.260491130252;Sadil et al. (2022);Experiment 1;Orientation;1
1;52;-67;60;1;0.880978677421808;7.2753065292094;59.2753065292094;Sadil et al. (2022);Experiment 1;Orientation;1
1;105;-53;61;1;0.884141146205366;1.520892189004;106.520892189004;Sadil et al. (2022);Experiment 1;Orientation;1
1;110;-5;62;1;0.879355033859611;7.149681697783;117.149681697783;Sadil et al. (2022);Experiment 1;Orientation;1
1;97;13;63;1;0.826375169679523;3.416028307571;100.416028307571;Sadil et al. (2022);Experiment 1;Orientation;1
1;134;-37;64;1;0.971540505066514;-1.544804379813;132.455195620187;Sadil et al. (2022);Experiment 1;Orientation;1
1;34;-80;65;1;0.836691751144826;1.0279423126689;35.0279423126689;Sadil et al. (2022);Experiment 1;Orientation;1
1;164;50;66;1;1.07778759393841;-6.356891329294;157.643108670706;Sadil et al. (2022);Experiment 1;Orientation;1
1;39;-55;67;1;0.776775707490742;-4.1755108430432;34.8244891569568;Sadil et al. (2022);Experiment 1;Orientation;1
1;64;-25;68;1;0.813942327164114;2.31791227546159;66.3179122754616;Sadil et al. (2022);Experiment 1;Orientation;1
1;153;-89;69;1;0.945069891400635;-9.30449712257499;143.695502877425;Sadil et al. (2022);Experiment 1;Orientation;1
1;63;90;70;1;0.786043968982995;-0.159795692296498;62.8402043077035;Sadil et al. (2022);Experiment 1;Orientation;1
1;155;88;71;1;0.917248202487826;-5.89168640717401;149.108313592826;Sadil et al. (2022);Experiment 1;Orientation;1
1;34;-59;72;1;1.28431422635913;2.869897645844;36.869897645844;Sadil et al. (2022);Experiment 1;Orientation;1
1;144;70;73;1;1.17325717955828;-1.988141725525;142.011858274475;Sadil et al. (2022);Experiment 1;Orientation;1
1;141;3;74;1;1.26218540221453;-0.574773631580001;140.42522636842;Sadil et al. (2022);Experiment 1;Orientation;1
1;19;-58;75;1;0.857122072950006;7.565051177078;26.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
1;98;-79;76;1;0.84222312644124;1.3954660195669;99.3954660195669;Sadil et al. (2022);Experiment 1;Orientation;1
1;35;63;77;1;1.04537026118487;9.3634064240365;44.3634064240365;Sadil et al. (2022);Experiment 1;Orientation;1
1;126;89;78;1;1.02240109071136;0.209456817185995;126.209456817186;Sadil et al. (2022);Experiment 1;Orientation;1
1;106;20;79;1;0.879441362805665;5.40517943011901;111.405179430119;Sadil et al. (2022);Experiment 1;Orientation;1
1;26;80;80;1;1.03246230911464;3.9084273214051;29.9084273214051;Sadil et al. (2022);Experiment 1;Orientation;1
1;12;14;81;1;0.991540390998125;4.6144244891264;16.6144244891264;Sadil et al. (2022);Experiment 1;Orientation;1
1;25;-13;82;1;1.08866591658443;2.7796207250217;27.7796207250217;Sadil et al. (2022);Experiment 1;Orientation;1
1;80;-55;83;1;0.99959522113204;-2.1237382477894;77.8762617522106;Sadil et al. (2022);Experiment 1;Orientation;1
1;40;40;84;1;0.980712175369263;-4.4053115009569;35.5946884990431;Sadil et al. (2022);Experiment 1;Orientation;1
1;99;-59;85;1;1.07172013539821;3.699584489597;102.699584489597;Sadil et al. (2022);Experiment 1;Orientation;1
1;15;84;86;1;0.984721328131855;9.5458440260296;24.5458440260296;Sadil et al. (2022);Experiment 1;Orientation;1
1;48;-33;87;1;1.07370992191136;9.7243556854224;57.7243556854224;Sadil et al. (2022);Experiment 1;Orientation;1
1;135;-87;88;1;1.0847286041826;-4.019582487837;130.980417512163;Sadil et al. (2022);Experiment 1;Orientation;1
1;118;17;89;1;1.03363861329854;-3.28920053777;114.71079946223;Sadil et al. (2022);Experiment 1;Orientation;1
1;8;-70;90;1;0.80065555498004;8.46001481204;16.46001481204;Sadil et al. (2022);Experiment 1;Orientation;1
1;145;43;91;1;1.12776768766344;-15.863872010769;129.136127989231;Sadil et al. (2022);Experiment 1;Orientation;1
1;76;69;92;1;0.966695534065366;-1.10109816138539;74.8989018386146;Sadil et al. (2022);Experiment 1;Orientation;1
1;76;0;93;1;0.960063315927982;2.2669158435878;78.2669158435878;Sadil et al. (2022);Experiment 1;Orientation;1
1;11;65;94;1;1.10675449669361;3.3399285013422;14.3399285013422;Sadil et al. (2022);Experiment 1;Orientation;1
1;5;6;95;1;0.881683493964374;7.0648844105254;12.0648844105254;Sadil et al. (2022);Experiment 1;Orientation;1
1;148;37;96;1;0.902830404229462;-7.80557109226501;140.194428907735;Sadil et al. (2022);Experiment 1;Orientation;1
1;117;31;97;1;1.1899795923382;2.458404786665;119.458404786665;Sadil et al. (2022);Experiment 1;Orientation;1
1;80;37;98;1;1.03891885094345;-3.24051991518721;76.7594800848128;Sadil et al. (2022);Experiment 1;Orientation;1
1;26;54;99;1;1.28794878534973;-0.0466242976357982;25.9533757023642;Sadil et al. (2022);Experiment 1;Orientation;1
1;97;-71;100;1;0.91084810718894;6.290801411286;103.290801411286;Sadil et al. (2022);Experiment 1;Orientation;1
1;57;40;101;1;0.78180480748415;4.7314872128709;61.7314872128709;Sadil et al. (2022);Experiment 1;Orientation;1
1;89;-32;1;2;1.45019331853837;1.86805144974559;90.8680514497456;Sadil et al. (2022);Experiment 1;Orientation;1
1;151;-62;2;2;0.959012882784009;-2.04549082686299;148.954509173137;Sadil et al. (2022);Experiment 1;Orientation;1
1;108;43;3;2;0.868082799948752;2.725558865561;110.725558865561;Sadil et al. (2022);Experiment 1;Orientation;1
1;163;-55;4;2;0.891213760711253;-5.988716802081;157.011283197919;Sadil et al. (2022);Experiment 1;Orientation;1
1;96;67;5;2;0.926331129856408;-1.5328409386107;94.4671590613893;Sadil et al. (2022);Experiment 1;Orientation;1
1;146;-50;6;2;1.01538099814206;-0.755912553541009;145.244087446459;Sadil et al. (2022);Experiment 1;Orientation;1
1;118;28;7;2;0.958219323307276;5.287527688913;123.287527688913;Sadil et al. (2022);Experiment 1;Orientation;1
1;55;63;8;2;0.871302618645132;6.8762646167112;61.8762646167112;Sadil et al. (2022);Experiment 1;Orientation;1
1;170;65;9;2;1.33255204837769;-4.349332042947;165.650667957053;Sadil et al. (2022);Experiment 1;Orientation;1
1;110;60;10;2;1.35142452921718;8.334242483125;118.334242483125;Sadil et al. (2022);Experiment 1;Orientation;1
1;148;-38;11;2;1.1100905276835;-1.192936578401;146.807063421599;Sadil et al. (2022);Experiment 1;Orientation;1
1;74;74;12;2;0.877111997455359;-1.7446716250569;72.2553283749431;Sadil et al. (2022);Experiment 1;Orientation;1
1;139;-65;13;2;1.09231798257679;4.31764924410601;143.317649244106;Sadil et al. (2022);Experiment 1;Orientation;1
1;49;90;14;2;1.01122122164816;7.9381504945048;56.9381504945048;Sadil et al. (2022);Experiment 1;Orientation;1
1;161;68;15;2;1.01821052655578;-3.24902365721201;157.750976342788;Sadil et al. (2022);Experiment 1;Orientation;1
1;11;-30;16;2;0.975121938623488;14.6556707278789;25.6556707278789;Sadil et al. (2022);Experiment 1;Orientation;1
1;112;79;17;2;1.16600254923105;-4.332359492168;107.667640507832;Sadil et al. (2022);Experiment 1;Orientation;1
1;26;86;18;2;1.24705614522099;-6.584534544037;19.415465455963;Sadil et al. (2022);Experiment 1;Orientation;1
1;62;-36;19;2;1.1099543934688;-8.2538377374448;53.7461622625552;Sadil et al. (2022);Experiment 1;Orientation;1
1;63;-1;20;2;0.92482943367213;-5.5740571345725;57.4259428654275;Sadil et al. (2022);Experiment 1;Orientation;1
1;114;-51;21;2;1.32780246064067;6.884945330729;120.884945330729;Sadil et al. (2022);Experiment 1;Orientation;1
1;14;-80;22;2;0.82668365817517;3.1985412200659;17.1985412200659;Sadil et al. (2022);Experiment 1;Orientation;1
1;26;-12;23;2;0.793806912377477;-0.217095176978699;25.7829048230213;Sadil et al. (2022);Experiment 1;Orientation;1
1;51;-25;24;2;0.832915022037923;-3.3369992339329;47.6630007660671;Sadil et al. (2022);Experiment 1;Orientation;1
1;117;-66;25;2;1.33404740598053;-1.846882861526;115.153117138474;Sadil et al. (2022);Experiment 1;Orientation;1
1;152;-35;26;2;1.26483382191509;-7.340106921558;144.659893078442;Sadil et al. (2022);Experiment 1;Orientation;1
1;72;80;27;2;0.913728044368327;-8.565051177078;63.434948822922;Sadil et al. (2022);Experiment 1;Orientation;1
1;54;18;28;2;1.08083747327328;-6.5889702533888;47.4110297466112;Sadil et al. (2022);Experiment 1;Orientation;1
1;21;33;29;2;0.947854747064412;5.3784206335124;26.3784206335124;Sadil et al. (2022);Experiment 1;Orientation;1
1;99;-78;30;2;1.32094928994775;3.66981426495001;102.66981426495;Sadil et al. (2022);Experiment 1;Orientation;1
1;106;-7;31;2;1.01376218348742;2.434948822922;108.434948822922;Sadil et al. (2022);Experiment 1;Orientation;1
1;122;-16;32;2;1.12679633870721;-5.434948822922;116.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
1;123;-1;33;2;1.08375604730099;-5.056965576617;117.943034423383;Sadil et al. (2022);Experiment 1;Orientation;1
1;115;8;34;2;1.15270098671317;0.918885571046005;115.918885571046;Sadil et al. (2022);Experiment 1;Orientation;1
1;134;-19;35;2;0.879631829448044;-6.03794076318501;127.962059236815;Sadil et al. (2022);Experiment 1;Orientation;1
1;35;-81;36;2;1.16866787243634;3.862744050738;38.862744050738;Sadil et al. (2022);Experiment 1;Orientation;1
1;20;15;37;2;0.929691911675036;6.384307992669;26.384307992669;Sadil et al. (2022);Experiment 1;Orientation;1
1;60;-40;38;2;1.18062228523195;0.865707802773798;60.8657078027738;Sadil et al. (2022);Experiment 1;Orientation;1
1;57;3;39;2;1.31550031900406;12.7751405688319;69.7751405688319;Sadil et al. (2022);Experiment 1;Orientation;1
1;58;-1;40;2;0.934449650347233;1.3354354195201;59.3354354195201;Sadil et al. (2022);Experiment 1;Orientation;1
1;15;43;41;2;1.15942526888102;6.0067894307719;21.0067894307719;Sadil et al. (2022);Experiment 1;Orientation;1
1;122;73;42;2;1.00233268644661;-8.438454652229;113.561545347771;Sadil et al. (2022);Experiment 1;Orientation;1
1;33;89;43;2;1.03736946173012;-1.507838875273;31.492161124727;Sadil et al. (2022);Experiment 1;Orientation;1
1;109;-76;44;2;1.4503300562501;-2.877401222283;106.122598777717;Sadil et al. (2022);Experiment 1;Orientation;1
1;129;-20;45;2;1.15514807309955;-2.914926957148;126.085073042852;Sadil et al. (2022);Experiment 1;Orientation;1
1;96;33;46;2;0.922023749910295;3.3954660195669;99.3954660195669;Sadil et al. (2022);Experiment 1;Orientation;1
1;85;11;47;2;1.85710969660431;-11.6992442339936;73.3007557660064;Sadil et al. (2022);Experiment 1;Orientation;1
1;27;58;48;2;0.993568209931254;-5.7494944928668;21.2505055071332;Sadil et al. (2022);Experiment 1;Orientation;1
1;49;-22;49;2;0.93673162534833;-18.191096549024;30.808903450976;Sadil et al. (2022);Experiment 1;Orientation;1
1;173;56;50;2;1.11175552476197;-6.79086689736101;166.209133102639;Sadil et al. (2022);Experiment 1;Orientation;1
1;106;67;51;2;1.10066439863294;6.266588273312;112.266588273312;Sadil et al. (2022);Experiment 1;Orientation;1
1;65;41;52;2;1.07569035049528;-2.1597956922965;62.8402043077035;Sadil et al. (2022);Experiment 1;Orientation;1
1;30;35;53;2;1.38856518920511;2.2367865521302;32.2367865521302;Sadil et al. (2022);Experiment 1;Orientation;1
1;15;15;54;2;0.985339514911175;4.7079788429787;19.7079788429787;Sadil et al. (2022);Experiment 1;Orientation;1
1;176;19;55;2;1.5002808701247;-10.962155254327;165.037844745673;Sadil et al. (2022);Experiment 1;Orientation;1
1;160;16;56;2;1.24298179335892;-14.321052803465;145.678947196535;Sadil et al. (2022);Experiment 1;Orientation;1
1;121;39;57;2;1.23372651077807;-8.53325007900401;112.466749920996;Sadil et al. (2022);Experiment 1;Orientation;1
1;8;-67;58;2;0.906584192998707;5.2163240637906;13.2163240637906;Sadil et al. (2022);Experiment 1;Orientation;1
1;52;-44;59;2;1.30382722895592;6.124637248411;58.124637248411;Sadil et al. (2022);Experiment 1;Orientation;1
1;67;-15;60;2;0.956580888479948;2.4919010282316;69.4919010282316;Sadil et al. (2022);Experiment 1;Orientation;1
1;51;16;61;2;0.909688706509769;7.7607851117912;58.7607851117912;Sadil et al. (2022);Experiment 1;Orientation;1
1;165;66;62;2;1.28069898486137;-7.28558764683299;157.714412353167;Sadil et al. (2022);Experiment 1;Orientation;1
1;108;57;63;2;1.4357954422012;2.973493421321;110.973493421321;Sadil et al. (2022);Experiment 1;Orientation;1
1;109;-1;64;2;1.05824259575456;1.609692937532;110.609692937532;Sadil et al. (2022);Experiment 1;Orientation;1
1;28;81;65;2;0.877212210558355;7.4399035191137;35.4399035191137;Sadil et al. (2022);Experiment 1;Orientation;1
1;116;-88;66;2;1.10037794522941;1.824096384253;117.824096384253;Sadil et al. (2022);Experiment 1;Orientation;1
1;7;-71;67;2;0.805403934791684;11.5691307310378;18.5691307310378;Sadil et al. (2022);Experiment 1;Orientation;1
1;27;-20;68;2;0.836478042416275;0.666757292284402;27.6667572922844;Sadil et al. (2022);Experiment 1;Orientation;1
1;157;50;69;2;1.26155876461416;-10.178511659393;146.821488340607;Sadil et al. (2022);Experiment 1;Orientation;1
1;103;54;70;2;0.856484265998006;0.348727113286998;103.348727113287;Sadil et al. (2022);Experiment 1;Orientation;1
1;13;90;71;2;0.891585637815297;1.1360617981471;14.1360617981471;Sadil et al. (2022);Experiment 1;Orientation;1
1;2;11;72;2;1.11469492595643;-2;0;Sadil et al. (2022);Experiment 1;Orientation;1
1;67;-65;73;2;0.857649703510106;1.1985905136482;68.1985905136482;Sadil et al. (2022);Experiment 1;Orientation;1
1;113;-46;74;2;1.37875299714506;1.89130012486601;114.891300124866;Sadil et al. (2022);Experiment 1;Orientation;1
1;8;-75;75;2;0.85157650988549;3.9761324442034;11.9761324442034;Sadil et al. (2022);Experiment 1;Orientation;1
1;88;-80;76;2;1.05272540636361;0.726969979943306;88.7269699799433;Sadil et al. (2022);Experiment 1;Orientation;1
1;114;-26;77;2;1.0357382716611;-1.19028889612299;112.809711103877;Sadil et al. (2022);Experiment 1;Orientation;1
1;119;-5;78;2;0.866752251051366;-0.868657635939002;118.131342364061;Sadil et al. (2022);Experiment 1;Orientation;1
1;20;-81;79;2;1.01971614826471;0.854458039578301;20.8544580395783;Sadil et al. (2022);Experiment 1;Orientation;1
1;125;75;80;2;1.13274094555527;-0.784297867562998;124.215702132437;Sadil et al. (2022);Experiment 1;Orientation;1
1;119;6;81;2;1.53390439134091;0.232817457524007;119.232817457524;Sadil et al. (2022);Experiment 1;Orientation;1
1;98;21;82;2;1.26438708603382;0.781162734385504;98.7811627343855;Sadil et al. (2022);Experiment 1;Orientation;1
1;94;4;83;2;1.0672886967659;5.98182928773321;99.9818292877332;Sadil et al. (2022);Experiment 1;Orientation;1
1;42;52;84;2;0.964243617840111;9.3401917459099;51.3401917459099;Sadil et al. (2022);Experiment 1;Orientation;1
1;62;-20;85;2;0.82324801851064;-2.0896862387767;59.9103137612233;Sadil et al. (2022);Experiment 1;Orientation;1
1;179;63;86;2;1.36644783616066;-14.880138777075;164.119861222925;Sadil et al. (2022);Experiment 1;Orientation;1
1;56;-57;87;2;0.791245122440159;4.4221613187387;60.4221613187387;Sadil et al. (2022);Experiment 1;Orientation;1
1;75;-19;88;2;0.998411068692803;-5.6589100633075;69.3410899366925;Sadil et al. (2022);Experiment 1;Orientation;1
1;9;66;89;2;1.33139174245298;4.2405199151872;13.2405199151872;Sadil et al. (2022);Experiment 1;Orientation;1
1;23;-14;90;2;1.00419599749148;10.3106308245608;33.3106308245608;Sadil et al. (2022);Experiment 1;Orientation;1
1;123;80;91;2;1.12731732893735;3.616751519071;126.616751519071;Sadil et al. (2022);Experiment 1;Orientation;1
1;2;-59;92;2;1.12030719779432;2.59054318560603;4.59054318560603;Sadil et al. (2022);Experiment 1;Orientation;1
1;26;-24;93;2;0.881219251081347;7.5759326579989;33.5759326579989;Sadil et al. (2022);Experiment 1;Orientation;1
1;174;32;94;2;1.2542739501223;-12.434948822922;161.565051177078;Sadil et al. (2022);Experiment 1;Orientation;1
1;154;20;95;2;1.20313536189497;-4.80144597613699;149.198554023863;Sadil et al. (2022);Experiment 1;Orientation;1
1;5;-31;96;2;0.867985906079412;7.3390872783262;12.3390872783262;Sadil et al. (2022);Experiment 1;Orientation;1
1;130;55;97;2;1.25312481168658;0.262556651989996;130.26255665199;Sadil et al. (2022);Experiment 1;Orientation;1
1;116;14;98;2;1.11594608891755;8.460816271372;124.460816271372;Sadil et al. (2022);Experiment 1;Orientation;1
1;39;77;99;2;0.939004243351519;-0.921117638435;38.078882361565;Sadil et al. (2022);Experiment 1;Orientation;1
1;18;21;100;2;1.17991807218641;6.0573494500117;24.0573494500117;Sadil et al. (2022);Experiment 1;Orientation;1
1;94;-76;101;2;1.22498648520559;-0.157546872085106;93.8424531279149;Sadil et al. (2022);Experiment 1;Orientation;1
1;110;-16;1;3;1.08645306434482;-0.374317285220997;109.625682714779;Sadil et al. (2022);Experiment 1;Orientation;1
1;168;-58;2;3;1.0454816436395;-10.285587646833;157.714412353167;Sadil et al. (2022);Experiment 1;Orientation;1
1;150;18;3;3;0.992592332884669;-10.648922048426;139.351077951574;Sadil et al. (2022);Experiment 1;Orientation;1
1;54;-84;4;3;0.923568611033261;7.7625544618328;61.7625544618328;Sadil et al. (2022);Experiment 1;Orientation;1
1;173;61;5;3;1.17669674474746;-14.876208111631;158.123791888369;Sadil et al. (2022);Experiment 1;Orientation;1
1;63;-70;6;3;0.933653977699578;1.0691935373481;64.0691935373481;Sadil et al. (2022);Experiment 1;Orientation;1
1;134;-71;7;3;1.25875851511955;-4.19442890773499;129.805571092265;Sadil et al. (2022);Experiment 1;Orientation;1
1;44;90;8;3;0.79161186888814;1.6740368979845;45.6740368979845;Sadil et al. (2022);Experiment 1;Orientation;1
1;7;37;9;3;0.686765960417688;-0.50647468746074;6.49352531253926;Sadil et al. (2022);Experiment 1;Orientation;1
1;158;29;10;3;1.24989080615342;-8.80144597613699;149.198554023863;Sadil et al. (2022);Experiment 1;Orientation;1
1;132;26;11;3;0.924700543284416;0.510447078000993;132.510447078001;Sadil et al. (2022);Experiment 1;Orientation;1
1;29;-77;12;3;0.937926643528044;9.5891599797676;38.5891599797676;Sadil et al. (2022);Experiment 1;Orientation;1
1;119;-90;13;3;1.24476541671902;1.73548770191999;120.73548770192;Sadil et al. (2022);Experiment 1;Orientation;1
1;111;8;14;3;0.933609001338482;2.412114169303;113.412114169303;Sadil et al. (2022);Experiment 1;Orientation;1
1;9;-78;15;3;1.0367582179606;6.2551187030578;15.2551187030578;Sadil et al. (2022);Experiment 1;Orientation;1
1;102;87;16;3;0.881744467653334;4.92751306414701;106.927513064147;Sadil et al. (2022);Experiment 1;Orientation;1
1;59;43;17;3;0.742792383767664;-4.874991352064;54.125008647936;Sadil et al. (2022);Experiment 1;Orientation;1
1;160;79;18;3;1.06000388227403;-10.04643524681;149.95356475319;Sadil et al. (2022);Experiment 1;Orientation;1
1;145;15;19;3;1.26103415153921;-4.74619724873801;140.253802751262;Sadil et al. (2022);Experiment 1;Orientation;1
1;89;56;20;3;0.905859756283462;1.93155659807751;90.9315565980775;Sadil et al. (2022);Experiment 1;Orientation;1
1;106;-17;21;3;0.991036906838417;-4.503436982414;101.496563017586;Sadil et al. (2022);Experiment 1;Orientation;1
1;1;-75;22;3;1.33999623917043;-1.89517371021108;179.104826289789;Sadil et al. (2022);Experiment 1;Orientation;1
1;171;10;23;3;1.05688638985157;-6.76214776397299;164.237852236027;Sadil et al. (2022);Experiment 1;Orientation;1
1;47;-56;24;3;0.829904685728252;0.400214460856603;47.4002144608566;Sadil et al. (2022);Experiment 1;Orientation;1
1;29;18;25;3;1.01315909065306;2.4487152730536;31.4487152730536;Sadil et al. (2022);Experiment 1;Orientation;1
1;79;-50;26;3;0.914202249608934;1.9806775686183;80.9806775686183;Sadil et al. (2022);Experiment 1;Orientation;1
1;91;-12;27;3;1.04130798298866;-6.2338616472164;84.7661383527836;Sadil et al. (2022);Experiment 1;Orientation;1
1;18;73;28;3;0.91434592846781;7.3879062910959;25.3879062910959;Sadil et al. (2022);Experiment 1;Orientation;1
1;87;-69;29;3;0.905509612523019;-7.03690245396351;79.9630975460365;Sadil et al. (2022);Experiment 1;Orientation;1
1;99;-12;30;3;0.888591601513326;-0.187098362255597;98.8129016377444;Sadil et al. (2022);Experiment 1;Orientation;1
1;75;24;31;3;1.08766649570316;1.8527576247305;76.8527576247305;Sadil et al. (2022);Experiment 1;Orientation;1
1;84;-9;32;3;0.89858943130821;-2.2594379798788;81.7405620201212;Sadil et al. (2022);Experiment 1;Orientation;1
1;164;-80;33;3;0.96761919092387;-10.350461245949;153.649538754051;Sadil et al. (2022);Experiment 1;Orientation;1
