obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
1;166;153;-87;-13;1;2;0.903448521159589;Kondo et al. (2022);Experiment 1;Orientation
1;115;119;51;4;1;2;1.61548221902922;Kondo et al. (2022);Experiment 1;Orientation
1;99;112;16;13;1;2;1.62572251888923;Kondo et al. (2022);Experiment 1;Orientation
1;111;117;-12;6;1;2;1.63360252790153;Kondo et al. (2022);Experiment 1;Orientation
1;79;68;32;-11;1;2;0.999140619998798;Kondo et al. (2022);Experiment 1;Orientation
1;6;9;73;3;1;2;1.11499246396124;Kondo et al. (2022);Experiment 1;Orientation
1;128;129;58;1;1;2;1.68110258993693;Kondo et al. (2022);Experiment 1;Orientation
1;174;167;-46;-7;1;2;2.34105135500431;Kondo et al. (2022);Experiment 1;Orientation
1;161;151;13;-10;1;3;1.47748586302623;Kondo et al. (2022);Experiment 1;Orientation
1;106;108;55;2;1;3;1.3934028740041;Kondo et al. (2022);Experiment 1;Orientation
1;149;134;-43;-15;1;3;1.34296491392888;Kondo et al. (2022);Experiment 1;Orientation
1;131;127;18;-4;1;3;1.32654323498718;Kondo et al. (2022);Experiment 1;Orientation
1;50;52;81;2;1;3;0.72841505589895;Kondo et al. (2022);Experiment 1;Orientation
1;170;161;60;-9;1;3;1.29050903185271;Kondo et al. (2022);Experiment 1;Orientation
1;122;145;48;23;1;3;1.25252175796777;Kondo et al. (2022);Experiment 1;Orientation
1;112;123;10;11;1;3;1.03920390503481;Kondo et al. (2022);Experiment 1;Orientation
1;71;65;41;-6;1;3;1.96375243691728;Kondo et al. (2022);Experiment 1;Orientation
1;1;16;70;15;1;3;0.687519088154659;Kondo et al. (2022);Experiment 1;Orientation
1;64;61;-63;-3;1;3;1.65740683302283;Kondo et al. (2022);Experiment 1;Orientation
1;80;70;-16;-10;1;3;1.04147909209132;Kondo et al. (2022);Experiment 1;Orientation
1;171;165;89;-6;1;3;1.77282925299369;Kondo et al. (2022);Experiment 1;Orientation
1;124;137;47;13;1;3;0.74334795307368;Kondo et al. (2022);Experiment 1;Orientation
1;150;154;-26;4;1;3;1.74197134305723;Kondo et al. (2022);Experiment 1;Orientation
1;8;16;-38;8;1;3;1.48664307896979;Kondo et al. (2022);Experiment 1;Orientation
1;120;128;68;8;1;3;1.30640481901355;Kondo et al. (2022);Experiment 1;Orientation
1;108;122;12;14;1;3;1.93706632987596;Kondo et al. (2022);Experiment 1;Orientation
1;9;23;-81;14;1;3;1.40012337407097;Kondo et al. (2022);Experiment 1;Orientation
1;170;157;19;-13;1;3;0.980774665018544;Kondo et al. (2022);Experiment 1;Orientation
1;177;171;-7;-6;1;3;1.07625410403125;Kondo et al. (2022);Experiment 1;Orientation
1;39;32;-42;-7;1;3;1.12062460696325;Kondo et al. (2022);Experiment 1;Orientation
1;95;108;-56;13;1;3;1.40487462002784;Kondo et al. (2022);Experiment 1;Orientation
1;44;45;51;1;1;3;0.784963723039255;Kondo et al. (2022);Experiment 1;Orientation
1;0;4;44;4;1;3;2.2405141480267;Kondo et al. (2022);Experiment 1;Orientation
1;47;35;-47;-12;1;3;0.93298269296065;Kondo et al. (2022);Experiment 1;Orientation
1;154;150;73;-4;1;3;1.33489880501293;Kondo et al. (2022);Experiment 1;Orientation
1;135;122;19;-13;1;3;1.28835777193308;Kondo et al. (2022);Experiment 1;Orientation
1;121;116;14;-5;1;3;1.01038400107063;Kondo et al. (2022);Experiment 1;Orientation
1;163;152;-42;-11;1;3;1.13181264814921;Kondo et al. (2022);Experiment 1;Orientation
1;141;128;22;-13;1;3;0.941865148954093;Kondo et al. (2022);Experiment 1;Orientation
1;176;169;-35;-7;1;3;1.44666543696076;Kondo et al. (2022);Experiment 1;Orientation
1;122;115;54;-7;1;3;1.36935502500273;Kondo et al. (2022);Experiment 1;Orientation
1;39;38;83;-1;1;3;1.33121424191631;Kondo et al. (2022);Experiment 1;Orientation
1;89;95;-50;6;1;3;1.44391872501001;Kondo et al. (2022);Experiment 1;Orientation
1;76;77;13;1;1;3;1.76100822794251;Kondo et al. (2022);Experiment 1;Orientation
1;128;118;-52;-10;1;3;2.14002646389417;Kondo et al. (2022);Experiment 1;Orientation
1;59;52;69;-7;1;3;1.88395509496331;Kondo et al. (2022);Experiment 1;Orientation
1;40;42;19;2;1;3;1.00802364596166;Kondo et al. (2022);Experiment 1;Orientation
1;95;98;-55;3;1;3;1.2817492519971;Kondo et al. (2022);Experiment 1;Orientation
1;154;146;-59;-8;1;3;1.15039093303494;Kondo et al. (2022);Experiment 1;Orientation
1;24;33;-50;9;1;3;0.980607416015118;Kondo et al. (2022);Experiment 1;Orientation
1;80;69;-56;-11;1;3;2.78742686193436;Kondo et al. (2022);Experiment 1;Orientation
1;79;63;1;-16;1;3;1.56138680013828;Kondo et al. (2022);Experiment 1;Orientation
1;166;151;-87;-15;1;3;1.05399946402758;Kondo et al. (2022);Experiment 1;Orientation
1;38;36;-52;-2;1;3;1.73653774498962;Kondo et al. (2022);Experiment 1;Orientation
1;82;67;-44;-15;1;3;1.13045164803043;Kondo et al. (2022);Experiment 1;Orientation
1;16;17;66;1;1;3;0.979837061138824;Kondo et al. (2022);Experiment 1;Orientation
1;36;29;-20;-7;1;3;0.572190489852801;Kondo et al. (2022);Experiment 1;Orientation
1;112;124;-76;12;1;3;1.07851207396016;Kondo et al. (2022);Experiment 1;Orientation
1;24;37;88;13;1;4;1.65030329092406;Kondo et al. (2022);Experiment 1;Orientation
1;87;79;-63;-8;1;4;1.57214761013165;Kondo et al. (2022);Experiment 1;Orientation
1;4;8;83;4;1;4;0.862998629920185;Kondo et al. (2022);Experiment 1;Orientation
1;126;123;58;-3;1;4;1.61405393318273;Kondo et al. (2022);Experiment 1;Orientation
1;30;23;-84;-7;1;4;0.584488288033754;Kondo et al. (2022);Experiment 1;Orientation
1;16;16;14;0;1;4;1.60021344292909;Kondo et al. (2022);Experiment 1;Orientation
1;70;67;-54;-3;1;4;1.29251254908741;Kondo et al. (2022);Experiment 1;Orientation
1;107;114;-37;7;1;4;1.22253240388818;Kondo et al. (2022);Experiment 1;Orientation
1;9;24;-82;15;1;4;1.42222687788308;Kondo et al. (2022);Experiment 1;Orientation
1;97;100;-88;3;1;4;1.49383728392422;Kondo et al. (2022);Experiment 1;Orientation
1;133;138;-36;5;1;4;0.86337526794523;Kondo et al. (2022);Experiment 1;Orientation
1;88;91;45;3;1;4;1.65516074094921;Kondo et al. (2022);Experiment 1;Orientation
1;137;137;-49;0;1;4;0.906394831836224;Kondo et al. (2022);Experiment 1;Orientation
1;65;62;72;-3;1;4;1.51404169597663;Kondo et al. (2022);Experiment 1;Orientation
1;30;37;35;7;1;4;1.03225439507514;Kondo et al. (2022);Experiment 1;Orientation
1;145;149;65;4;1;4;0.97435085196048;Kondo et al. (2022);Experiment 1;Orientation
1;19;25;-54;6;1;4;1.68789362185635;Kondo et al. (2022);Experiment 1;Orientation
1;163;151;36;-12;1;4;1.81836788915098;Kondo et al. (2022);Experiment 1;Orientation
1;63;62;-80;-1;1;4;0.793725990923122;Kondo et al. (2022);Experiment 1;Orientation
1;12;7;51;-5;1;4;1.86424975283444;Kondo et al. (2022);Experiment 1;Orientation
1;97;109;-85;12;1;4;0.745001951931044;Kondo et al. (2022);Experiment 1;Orientation
1;47;49;50;2;1;4;1.60789564601146;Kondo et al. (2022);Experiment 1;Orientation
1;120;122;-73;2;1;4;0.953682819148526;Kondo et al. (2022);Experiment 1;Orientation
1;160;160;-40;0;1;4;1.29521415801719;Kondo et al. (2022);Experiment 1;Orientation
1;12;22;-32;10;1;4;1.69794880389236;Kondo et al. (2022);Experiment 1;Orientation
1;68;62;-56;-6;1;4;1.61021582805552;Kondo et al. (2022);Experiment 1;Orientation
1;108;107;-40;-1;1;4;1.01972616300918;Kondo et al. (2022);Experiment 1;Orientation
1;25;18;83;-7;1;4;1.12384908879176;Kondo et al. (2022);Experiment 1;Orientation
1;42;34;-17;-8;1;4;1.02369497204199;Kondo et al. (2022);Experiment 1;Orientation
1;97;107;-55;10;1;4;1.35887554311194;Kondo et al. (2022);Experiment 1;Orientation
1;91;95;6;4;1;4;0.995645554969087;Kondo et al. (2022);Experiment 1;Orientation
1;56;54;35;-2;1;4;1.53723392495885;Kondo et al. (2022);Experiment 1;Orientation
1;160;144;76;-16;1;4;1.20132191386074;Kondo et al. (2022);Experiment 1;Orientation
1;116;118;44;2;1;4;0.989244030788541;Kondo et al. (2022);Experiment 1;Orientation
1;2;178;-66;-4;1;4;1.1320856299717;Kondo et al. (2022);Experiment 1;Orientation
1;66;58;-64;-8;1;4;0.653608659049496;Kondo et al. (2022);Experiment 1;Orientation
1;145;143;-79;-2;1;4;1.19128278200515;Kondo et al. (2022);Experiment 1;Orientation
1;83;77;62;-6;1;4;0.661414151079953;Kondo et al. (2022);Experiment 1;Orientation
1;1;0;82;-1;1;4;1.10037218802609;Kondo et al. (2022);Experiment 1;Orientation
1;122;115;59;-7;1;4;0.885259108152241;Kondo et al. (2022);Experiment 1;Orientation
1;14;18;-72;4;1;4;0.425237732939422;Kondo et al. (2022);Experiment 1;Orientation
1;25;24;-11;-1;1;4;0.800913770217448;Kondo et al. (2022);Experiment 1;Orientation
1;68;66;-43;-2;1;4;0.820873178075999;Kondo et al. (2022);Experiment 1;Orientation
1;2;3;66;1;1;4;1.10119810700417;Kondo et al. (2022);Experiment 1;Orientation
1;34;32;-32;-2;1;4;1.02179019991308;Kondo et al. (2022);Experiment 1;Orientation
1;22;42;12;20;1;4;1.95773979905061;Kondo et al. (2022);Experiment 1;Orientation
1;80;65;-58;-15;1;4;1.43279965105467;Kondo et al. (2022);Experiment 1;Orientation
1;162;149;-82;-13;1;4;1.11139623704366;Kondo et al. (2022);Experiment 1;Orientation
1;134;130;28;-4;1;4;1.09333544108085;Kondo et al. (2022);Experiment 1;Orientation
1;30;34;-76;4;1;4;1.44644915708341;Kondo et al. (2022);Experiment 1;Orientation
1;57;58;-27;1;1;5;1.56571014295332;Kondo et al. (2022);Experiment 1;Orientation
1;31;23;26;-8;1;5;1.5216758439783;Kondo et al. (2022);Experiment 1;Orientation
1;31;43;0;12;1;5;1.77318356605247;Kondo et al. (2022);Experiment 1;Orientation
1;9;22;22;13;1;5;1.11080323997885;Kondo et al. (2022);Experiment 1;Orientation
1;154;160;35;6;1;5;1.69284073798917;Kondo et al. (2022);Experiment 1;Orientation
1;104;112;50;8;1;5;0.929104754002765;Kondo et al. (2022);Experiment 1;Orientation
1;106;113;-2;7;1;5;0.898322119144723;Kondo et al. (2022);Experiment 1;Orientation
1;42;32;64;-10;1;5;1.09136661305092;Kondo et al. (2022);Experiment 1;Orientation
1;66;58;-24;-8;1;5;2.0118948710151;Kondo et al. (2022);Experiment 1;Orientation
1;85;77;-19;-8;1;5;1.46279640984721;Kondo et al. (2022);Experiment 1;Orientation
1;176;170;89;-6;1;5;1.7268201240804;Kondo et al. (2022);Experiment 1;Orientation
1;0;170;-4;-10;1;5;1.04847530089319;Kondo et al. (2022);Experiment 1;Orientation
1;155;156;25;1;1;5;0.530784206930548;Kondo et al. (2022);Experiment 1;Orientation
1;148;145;7;-3;1;5;0.812560354126617;Kondo et al. (2022);Experiment 1;Orientation
1;21;26;-53;5;1;5;1.59825555793941;Kondo et al. (2022);Experiment 1;Orientation
1;60;58;-39;-2;1;5;1.49811649695039;Kondo et al. (2022);Experiment 1;Orientation
1;111;111;-51;0;1;5;1.37902578478679;Kondo et al. (2022);Experiment 1;Orientation
1;78;75;33;-3;1;5;0.906132615869865;Kondo et al. (2022);Experiment 1;Orientation
1;82;72;-4;-10;1;5;0.475394743029028;Kondo et al. (2022);Experiment 1;Orientation
1;72;56;10;-16;1;5;0.968274335144088;Kondo et al. (2022);Experiment 1;Orientation
1;37;32;35;-5;1;5;1.49903917498887;Kondo et al. (2022);Experiment 1;Orientation
1;165;158;52;-7;1;5;0.514393069082871;Kondo et al. (2022);Experiment 1;Orientation
1;29;35;-44;6;1;5;1.69672903302126;Kondo et al. (2022);Experiment 1;Orientation
1;99;118;-70;19;1;5;1.51270655612461;Kondo et al. (2022);Experiment 1;Orientation
1;90;85;9;-5;1;5;2.62225636816584;Kondo et al. (2022);Experiment 1;Orientation
1;167;152;-77;-15;1;5;0.814462742069736;Kondo et al. (2022);Experiment 1;Orientation
1;76;56;-89;-20;1;5;0.905180197907612;Kondo et al. (2022);Experiment 1;Orientation
1;33;32;43;-1;1;5;0.896414306946099;Kondo et al. (2022);Experiment 1;Orientation
1;104;121;-71;17;1;5;1.2883912010584;Kondo et al. (2022);Experiment 1;Orientation
1;175;163;-71;-12;1;5;1.36242467118427;Kondo et al. (2022);Experiment 1;Orientation
1;81;69;-86;-12;1;5;1.12626530905254;Kondo et al. (2022);Experiment 1;Orientation
1;127;123;-46;-4;1;5;1.16197942988947;Kondo et al. (2022);Experiment 1;Orientation
1;108;127;19;19;1;5;0.934723405865952;Kondo et al. (2022);Experiment 1;Orientation
1;95;105;13;10;1;5;1.74439477617852;Kondo et al. (2022);Experiment 1;Orientation
1;120;112;-25;-8;1;5;0.44078196096234;Kondo et al. (2022);Experiment 1;Orientation
1;171;154;-51;-17;1;5;1.38820342905819;Kondo et al. (2022);Experiment 1;Orientation
1;135;139;36;4;1;5;1.25940592004918;Kondo et al. (2022);Experiment 1;Orientation
1;82;69;53;-13;1;5;1.93825126904994;Kondo et al. (2022);Experiment 1;Orientation
1;59;56;23;-3;1;5;0.649632127024233;Kondo et al. (2022);Experiment 1;Orientation
1;65;59;-6;-6;1;5;0.908295477041975;Kondo et al. (2022);Experiment 1;Orientation
1;131;124;-66;-7;1;5;0.72976650390774;Kondo et al. (2022);Experiment 1;Orientation
1;40;32;-89;-8;1;5;2.01306736492552;Kondo et al. (2022);Experiment 1;Orientation
1;93;94;-53;1;1;5;1.76667067292146;Kondo et al. (2022);Experiment 1;Orientation
1;123;127;-30;4;1;5;1.18658020091243;Kondo et al. (2022);Experiment 1;Orientation
1;57;49;66;-8;1;5;0.831768468022346;Kondo et al. (2022);Experiment 1;Orientation
1;109;112;-52;3;1;5;0.814453006954864;Kondo et al. (2022);Experiment 1;Orientation
1;28;40;81;12;1;5;0.776141486829147;Kondo et al. (2022);Experiment 1;Orientation
1;57;60;-29;3;1;5;0.730070478050038;Kondo et al. (2022);Experiment 1;Orientation
1;2;3;55;1;1;5;0.843723284779117;Kondo et al. (2022);Experiment 1;Orientation
1;171;162;11;-9;1;5;1.36890761111863;Kondo et al. (2022);Experiment 1;Orientation
1;158;146;13;-12;1;6;1.37869670707732;Kondo et al. (2022);Experiment 1;Orientation
1;171;161;-13;-10;1;6;0.770236551994458;Kondo et al. (2022);Experiment 1;Orientation
1;126;129;45;3;1;6;0.460511985933408;Kondo et al. (2022);Experiment 1;Orientation
1;133;142;-7;9;1;6;1.29301805095747;Kondo et al. (2022);Experiment 1;Orientation
1;108;110;25;2;1;6;1.26236079516821;Kondo et al. (2022);Experiment 1;Orientation
1;169;155;-61;-14;1;6;1.1662244440522;Kondo et al. (2022);Experiment 1;Orientation
1;157;152;12;-5;1;6;1.29040203616023;Kondo et al. (2022);Experiment 1;Orientation
1;142;146;15;4;1;6;0.868610728997737;Kondo et al. (2022);Experiment 1;Orientation
1;71;68;71;-3;1;6;1.2336295498535;Kondo et al. (2022);Experiment 1;Orientation
1;5;8;66;3;1;6;0.681925055803731;Kondo et al. (2022);Experiment 1;Orientation
1;146;148;39;2;1;6;1.50237039802596;Kondo et al. (2022);Experiment 1;Orientation
1;27;25;-61;-2;1;6;1.02212482993491;Kondo et al. (2022);Experiment 1;Orientation
1;95;97;-68;2;1;6;0.726210141088814;Kondo et al. (2022);Experiment 1;Orientation
1;156;145;-61;-11;1;6;1.83424882800318;Kondo et al. (2022);Experiment 1;Orientation
1;43;27;-67;-16;1;6;0.752120887162164;Kondo et al. (2022);Experiment 1;Orientation
1;130;127;-87;-3;1;6;0.421386567875743;Kondo et al. (2022);Experiment 1;Orientation
1;97;105;33;8;1;6;1.4382572430186;Kondo et al. (2022);Experiment 1;Orientation
1;16;20;81;4;1;6;1.07375414017588;Kondo et al. (2022);Experiment 1;Orientation
1;41;30;-25;-11;1;6;0.872012173989788;Kondo et al. (2022);Experiment 1;Orientation
1;49;44;-8;-5;1;6;0.98177711898461;Kondo et al. (2022);Experiment 1;Orientation
1;126;122;-77;-4;1;6;1.19080735207535;Kondo et al. (2022);Experiment 1;Orientation
1;82;78;44;-4;1;6;0.69205291219987;Kondo et al. (2022);Experiment 1;Orientation
1;67;66;15;-1;1;6;0.830435591982678;Kondo et al. (2022);Experiment 1;Orientation
1;145;162;-78;17;1;6;0.731761710019782;Kondo et al. (2022);Experiment 1;Orientation
1;93;95;52;2;1;6;1.38211373798549;Kondo et al. (2022);Experiment 1;Orientation
1;106;117;-13;11;1;6;1.05382152786478;Kondo et al. (2022);Experiment 1;Orientation
1;45;43;61;-2;1;6;1.54341520788148;Kondo et al. (2022);Experiment 1;Orientation
1;151;140;74;-11;1;6;1.04872602992691;Kondo et al. (2022);Experiment 1;Orientation
1;145;151;6;6;1;6;1.40944575611502;Kondo et al. (2022);Experiment 1;Orientation
1;111;120;34;9;1;6;0.747984938090667;Kondo et al. (2022);Experiment 1;Orientation
1;130;129;-19;-1;1;6;0.761002264916897;Kondo et al. (2022);Experiment 1;Orientation
1;19;22;-69;3;1;6;1.18080877093598;Kondo et al. (2022);Experiment 1;Orientation
1;55;52;-36;-3;1;6;1.28554168296978;Kondo et al. (2022);Experiment 1;Orientation
1;62;52;-7;-10;1;6;1.37720358278602;Kondo et al. (2022);Experiment 1;Orientation
1;39;42;23;3;1;6;1.12949239695445;Kondo et al. (2022);Experiment 1;Orientation
1;83;66;-44;-17;1;6;1.06740072509274;Kondo et al. (2022);Experiment 1;Orientation
1;87;89;-4;2;1;6;1.56996150990017;Kondo et al. (2022);Experiment 1;Orientation
1;62;63;25;1;1;6;0.50005446607247;Kondo et al. (2022);Experiment 1;Orientation
1;163;159;79;-4;1;6;0.875885054003447;Kondo et al. (2022);Experiment 1;Orientation
1;114;105;49;-9;1;6;0.633393718162552;Kondo et al. (2022);Experiment 1;Orientation
1;75;62;39;-13;1;6;1.23886578902602;Kondo et al. (2022);Experiment 1;Orientation
1;94;94;-19;0;1;6;1.73257726291195;Kondo et al. (2022);Experiment 1;Orientation
1;60;46;34;-14;1;6;1.23032101383433;Kondo et al. (2022);Experiment 1;Orientation
1;108;121;-48;13;1;6;1.36305308900774;Kondo et al. (2022);Experiment 1;Orientation
1;6;6;-78;0;1;6;0.527346238028258;Kondo et al. (2022);Experiment 1;Orientation
1;10;10;-4;0;1;6;1.08177269017324;Kondo et al. (2022);Experiment 1;Orientation
1;37;38;-27;1;1;6;0.693217908032238;Kondo et al. (2022);Experiment 1;Orientation
1;18;24;19;6;1;6;1.12749728397466;Kondo et al. (2022);Experiment 1;Orientation
1;123;132;75;9;1;6;0.928539853077382;Kondo et al. (2022);Experiment 1;Orientation
1;70;65;53;-5;1;6;1.65156092890538;Kondo et al. (2022);Experiment 1;Orientation
1;170;157;80;-13;1;7;0.627378460951149;Kondo et al. (2022);Experiment 1;Orientation
1;90;73;80;-17;1;7;1.4737607371062;Kondo et al. (2022);Experiment 1;Orientation
