obs;theta;resp;delta;error;cond;block;rt;study;experiment;stimulus
1;30;49;-13;19;1;1;1.63323917100206;Kondo et al. (2022);Experiment 3;Orientation
1;172;168;38;-4;1;1;2.39061245508492;Kondo et al. (2022);Experiment 3;Orientation
1;139;148;33;9;1;1;2.34839894808829;Kondo et al. (2022);Experiment 3;Orientation
1;16;41;-57;25;1;1;1.29091374808922;Kondo et al. (2022);Experiment 3;Orientation
1;160;154;36;-6;1;1;1.27538691507652;Kondo et al. (2022);Experiment 3;Orientation
1;133;146;27;13;1;1;1.26616068300791;Kondo et al. (2022);Experiment 3;Orientation
1;147;151;-14;4;1;1;1.13817820395343;Kondo et al. (2022);Experiment 3;Orientation
1;130;136;17;6;1;1;1.50627438398078;Kondo et al. (2022);Experiment 3;Orientation
1;98;114;32;16;1;1;1.31400695582852;Kondo et al. (2022);Experiment 3;Orientation
1;45;45;53;0;1;1;2.24102388205938;Kondo et al. (2022);Experiment 3;Orientation
1;144;131;81;-13;1;1;1.65158875891939;Kondo et al. (2022);Experiment 3;Orientation
1;74;51;70;-23;1;1;1.70981005905196;Kondo et al. (2022);Experiment 3;Orientation
1;87;75;-13;-12;1;1;1.8438000511378;Kondo et al. (2022);Experiment 3;Orientation
1;21;18;66;-3;1;1;2.66422857693397;Kondo et al. (2022);Experiment 3;Orientation
1;29;27;-8;-2;1;1;2.75986161106266;Kondo et al. (2022);Experiment 3;Orientation
1;169;152;40;-17;1;1;2.08427246310748;Kondo et al. (2022);Experiment 3;Orientation
1;141;132;28;-9;1;1;1.29642121191137;Kondo et al. (2022);Experiment 3;Orientation
1;146;146;-5;0;1;1;1.44985967688262;Kondo et al. (2022);Experiment 3;Orientation
1;103;121;43;18;1;1;1.65976225188933;Kondo et al. (2022);Experiment 3;Orientation
1;149;121;-46;-28;1;1;2.0916763949208;Kondo et al. (2022);Experiment 3;Orientation
1;162;150;-13;-12;1;1;1.85331452079117;Kondo et al. (2022);Experiment 3;Orientation
1;140;147;22;7;1;1;1.28805111604743;Kondo et al. (2022);Experiment 3;Orientation
1;144;142;-4;-2;1;1;2.9215849400498;Kondo et al. (2022);Experiment 3;Orientation
1;134;34;10;80;1;1;1.42135615111329;Kondo et al. (2022);Experiment 3;Orientation
1;22;47;-68;25;1;2;0.974413313902915;Kondo et al. (2022);Experiment 3;Orientation
1;79;58;-57;-21;1;2;2.43157970905304;Kondo et al. (2022);Experiment 3;Orientation
1;177;167;82;-10;1;2;1.78205323498696;Kondo et al. (2022);Experiment 3;Orientation
1;38;37;-41;-1;1;2;1.9501247999724;Kondo et al. (2022);Experiment 3;Orientation
1;14;25;24;11;1;2;1.62717637699097;Kondo et al. (2022);Experiment 3;Orientation
1;4;178;10;-6;1;2;1.44937821896747;Kondo et al. (2022);Experiment 3;Orientation
1;18;24;-14;6;1;2;1.73959114705212;Kondo et al. (2022);Experiment 3;Orientation
1;100;137;-82;37;1;2;2.1476065190509;Kondo et al. (2022);Experiment 3;Orientation
1;72;54;28;-18;1;2;2.53784833895043;Kondo et al. (2022);Experiment 3;Orientation
1;100;121;-28;21;1;2;1.56963156093843;Kondo et al. (2022);Experiment 3;Orientation
1;118;130;-18;12;1;2;1.5561369759962;Kondo et al. (2022);Experiment 3;Orientation
1;28;18;90;-10;1;2;1.68049573199823;Kondo et al. (2022);Experiment 3;Orientation
1;164;165;44;1;1;2;1.70905469404534;Kondo et al. (2022);Experiment 3;Orientation
1;143;157;21;14;1;2;1.45981315895915;Kondo et al. (2022);Experiment 3;Orientation
1;99;126;44;27;1;2;1.8271966369357;Kondo et al. (2022);Experiment 3;Orientation
1;98;139;1;41;1;2;1.73701672302559;Kondo et al. (2022);Experiment 3;Orientation
1;99;125;-1;26;1;2;0.76886230497621;Kondo et al. (2022);Experiment 3;Orientation
1;42;30;57;-12;1;2;1.25982258794829;Kondo et al. (2022);Experiment 3;Orientation
1;163;140;59;-23;1;2;2.89106030715629;Kondo et al. (2022);Experiment 3;Orientation
1;150;129;13;-21;1;2;2.0945591989439;Kondo et al. (2022);Experiment 3;Orientation
1;24;55;-54;31;1;2;2.03041197103448;Kondo et al. (2022);Experiment 3;Orientation
1;71;25;-47;-46;1;2;1.75721184001304;Kondo et al. (2022);Experiment 3;Orientation
1;86;58;-15;-28;1;2;1.97736181202345;Kondo et al. (2022);Experiment 3;Orientation
1;28;50;58;22;1;2;2.4174028460402;Kondo et al. (2022);Experiment 3;Orientation
1;59;64;-31;5;1;2;2.10561132105067;Kondo et al. (2022);Experiment 3;Orientation
1;120;125;-61;5;1;2;1.4407170121558;Kondo et al. (2022);Experiment 3;Orientation
1;40;41;80;1;1;2;1.09339164709672;Kondo et al. (2022);Experiment 3;Orientation
1;78;56;-38;-22;1;2;1.68669915711507;Kondo et al. (2022);Experiment 3;Orientation
1;132;131;-54;-1;1;2;1.62557695596479;Kondo et al. (2022);Experiment 3;Orientation
1;94;127;38;33;1;2;1.71300774998963;Kondo et al. (2022);Experiment 3;Orientation
1;67;51;27;-16;1;2;1.51081430609338;Kondo et al. (2022);Experiment 3;Orientation
1;91;57;-24;-34;1;2;0.829251019051298;Kondo et al. (2022);Experiment 3;Orientation
1;90;71;1;-19;1;2;1.65086287911981;Kondo et al. (2022);Experiment 3;Orientation
1;48;51;42;3;1;2;1.42880928493105;Kondo et al. (2022);Experiment 3;Orientation
1;153;145;75;-8;1;2;1.32325004111044;Kondo et al. (2022);Experiment 3;Orientation
1;120;145;33;25;1;2;1.46319828997366;Kondo et al. (2022);Experiment 3;Orientation
1;21;51;-81;30;1;2;1.79967791005038;Kondo et al. (2022);Experiment 3;Orientation
1;135;137;66;2;1;2;2.18727084412239;Kondo et al. (2022);Experiment 3;Orientation
1;158;139;-23;-19;1;2;1.36085286689922;Kondo et al. (2022);Experiment 3;Orientation
1;84;69;74;-15;1;2;1.89336124085821;Kondo et al. (2022);Experiment 3;Orientation
1;86;59;-2;-27;1;2;1.57529816706665;Kondo et al. (2022);Experiment 3;Orientation
1;164;134;-78;-30;1;2;2.83284624805674;Kondo et al. (2022);Experiment 3;Orientation
1;74;50;90;-24;1;2;1.16668586689048;Kondo et al. (2022);Experiment 3;Orientation
1;26;37;48;11;1;2;2.92041134694591;Kondo et al. (2022);Experiment 3;Orientation
1;90;71;-64;-19;1;2;2.20546089601703;Kondo et al. (2022);Experiment 3;Orientation
1;109;132;-19;23;1;2;1.78543522092514;Kondo et al. (2022);Experiment 3;Orientation
1;144;47;-35;83;1;2;1.7286685439758;Kondo et al. (2022);Experiment 3;Orientation
1;86;109;58;23;1;2;1.43425836507231;Kondo et al. (2022);Experiment 3;Orientation
1;154;146;-68;-8;1;2;2.02498175296932;Kondo et al. (2022);Experiment 3;Orientation
1;167;152;-13;-15;1;2;2.43227035598829;Kondo et al. (2022);Experiment 3;Orientation
1;62;53;-75;-9;1;3;1.30570208793506;Kondo et al. (2022);Experiment 3;Orientation
1;114;112;-52;-2;1;3;1.09645509789698;Kondo et al. (2022);Experiment 3;Orientation
1;139;131;-25;-8;1;3;0.825340721989051;Kondo et al. (2022);Experiment 3;Orientation
1;22;51;-63;29;1;3;1.55335209099576;Kondo et al. (2022);Experiment 3;Orientation
1;66;30;-44;-36;1;3;1.30191681510769;Kondo et al. (2022);Experiment 3;Orientation
1;27;39;39;12;1;3;1.36630983720534;Kondo et al. (2022);Experiment 3;Orientation
1;75;48;-48;-27;1;3;1.27995953289792;Kondo et al. (2022);Experiment 3;Orientation
1;136;121;-61;-15;1;3;2.30856965715066;Kondo et al. (2022);Experiment 3;Orientation
1;157;149;-21;-8;1;3;1.08276081783697;Kondo et al. (2022);Experiment 3;Orientation
1;177;164;-20;-13;1;3;1.23106566886418;Kondo et al. (2022);Experiment 3;Orientation
1;111;141;66;30;1;3;1.52387298713438;Kondo et al. (2022);Experiment 3;Orientation
1;43;33;68;-10;1;3;1.21670253714547;Kondo et al. (2022);Experiment 3;Orientation
1;83;57;-40;-26;1;3;1.90622954396531;Kondo et al. (2022);Experiment 3;Orientation
1;71;48;12;-23;1;3;1.21636995091103;Kondo et al. (2022);Experiment 3;Orientation
1;148;48;-77;80;1;3;1.02617217600346;Kondo et al. (2022);Experiment 3;Orientation
1;146;150;2;4;1;3;1.19395855581388;Kondo et al. (2022);Experiment 3;Orientation
1;63;46;83;-17;1;3;1.53605074412189;Kondo et al. (2022);Experiment 3;Orientation
1;161;157;82;-4;1;3;2.08033539587632;Kondo et al. (2022);Experiment 3;Orientation
1;86;48;75;-38;1;3;1.22005757084116;Kondo et al. (2022);Experiment 3;Orientation
1;59;43;27;-16;1;3;1.14058867283165;Kondo et al. (2022);Experiment 3;Orientation
1;134;130;-75;-4;1;3;1.64348349999636;Kondo et al. (2022);Experiment 3;Orientation
1;105;125;29;20;1;3;1.4003586221952;Kondo et al. (2022);Experiment 3;Orientation
1;168;154;-63;-14;1;3;3.04410845390521;Kondo et al. (2022);Experiment 3;Orientation
1;48;53;-60;5;1;3;2.23982615210116;Kondo et al. (2022);Experiment 3;Orientation
1;89;72;-41;-17;1;3;2.85951912216842;Kondo et al. (2022);Experiment 3;Orientation
1;18;52;71;34;1;3;1.62806373694912;Kondo et al. (2022);Experiment 3;Orientation
1;60;49;-42;-11;1;3;1.17828532215208;Kondo et al. (2022);Experiment 3;Orientation
1;94;107;-34;13;1;3;2.46566450898536;Kondo et al. (2022);Experiment 3;Orientation
1;24;48;70;24;1;3;1.04964131489396;Kondo et al. (2022);Experiment 3;Orientation
1;90;61;-66;-29;1;3;1.5248356689699;Kondo et al. (2022);Experiment 3;Orientation
1;41;49;49;8;1;3;1.52117361198179;Kondo et al. (2022);Experiment 3;Orientation
1;8;34;33;26;1;3;1.48410104308277;Kondo et al. (2022);Experiment 3;Orientation
1;137;128;51;-9;1;3;1.70503132999875;Kondo et al. (2022);Experiment 3;Orientation
1;97;112;40;15;1;3;2.76024184795097;Kondo et al. (2022);Experiment 3;Orientation
1;23;36;74;13;1;3;1.98714293912053;Kondo et al. (2022);Experiment 3;Orientation
1;30;46;-7;16;1;3;1.33711275295354;Kondo et al. (2022);Experiment 3;Orientation
1;115;125;-85;10;1;3;2.20124532887712;Kondo et al. (2022);Experiment 3;Orientation
1;70;61;45;-9;1;3;1.46918895188719;Kondo et al. (2022);Experiment 3;Orientation
1;133;120;-63;-13;1;3;1.78694443614222;Kondo et al. (2022);Experiment 3;Orientation
1;175;5;-42;10;1;3;2.32227756408975;Kondo et al. (2022);Experiment 3;Orientation
1;40;38;-45;-2;1;3;1.65373321599327;Kondo et al. (2022);Experiment 3;Orientation
1;140;136;80;-4;1;3;2.10285297897644;Kondo et al. (2022);Experiment 3;Orientation
1;179;8;-39;9;1;3;2.11230249120854;Kondo et al. (2022);Experiment 3;Orientation
1;146;148;33;2;1;3;1.74892563605681;Kondo et al. (2022);Experiment 3;Orientation
1;41;28;-75;-13;1;3;1.25133288209327;Kondo et al. (2022);Experiment 3;Orientation
1;110;121;-69;11;1;3;2.37399811903015;Kondo et al. (2022);Experiment 3;Orientation
1;71;64;39;-7;1;3;1.51130319293588;Kondo et al. (2022);Experiment 3;Orientation
1;46;58;25;12;1;3;0.797688511898741;Kondo et al. (2022);Experiment 3;Orientation
1;153;142;73;-11;1;3;2.80208904412575;Kondo et al. (2022);Experiment 3;Orientation
1;99;122;54;23;1;3;1.60641381307505;Kondo et al. (2022);Experiment 3;Orientation
1;149;143;-50;-6;1;4;1.94581400020979;Kondo et al. (2022);Experiment 3;Orientation
1;80;48;69;-32;1;4;1.63300247397274;Kondo et al. (2022);Experiment 3;Orientation
1;144;135;-64;-9;1;4;0.887216182891279;Kondo et al. (2022);Experiment 3;Orientation
1;51;50;-87;-1;1;4;1.25713580707088;Kondo et al. (2022);Experiment 3;Orientation
1;2;3;49;1;1;4;1.77703405800276;Kondo et al. (2022);Experiment 3;Orientation
1;27;32;-25;5;1;4;0.665131375892088;Kondo et al. (2022);Experiment 3;Orientation
1;139;151;68;12;1;4;1.18473941483535;Kondo et al. (2022);Experiment 3;Orientation
1;32;34;-73;2;1;4;1.00964533607475;Kondo et al. (2022);Experiment 3;Orientation
1;128;132;84;4;1;4;0.81120498594828;Kondo et al. (2022);Experiment 3;Orientation
1;7;173;-59;-14;1;4;1.64564474695362;Kondo et al. (2022);Experiment 3;Orientation
1;108;134;79;26;1;4;1.88158014300279;Kondo et al. (2022);Experiment 3;Orientation
1;35;26;73;-9;1;4;1.5571921269875;Kondo et al. (2022);Experiment 3;Orientation
1;154;143;61;-11;1;4;1.39305260404944;Kondo et al. (2022);Experiment 3;Orientation
1;25;24;-51;-1;1;4;1.03862372715957;Kondo et al. (2022);Experiment 3;Orientation
1;154;167;51;13;1;4;1.21029517403804;Kondo et al. (2022);Experiment 3;Orientation
1;85;77;69;-8;1;4;0.917190639069304;Kondo et al. (2022);Experiment 3;Orientation
1;124;121;-39;-3;1;4;1.12877744203433;Kondo et al. (2022);Experiment 3;Orientation
1;161;138;-37;-23;1;4;1.96395267895423;Kondo et al. (2022);Experiment 3;Orientation
1;109;148;52;39;1;4;1.07135905907489;Kondo et al. (2022);Experiment 3;Orientation
1;143;133;-34;-10;1;4;1.10929500497878;Kondo et al. (2022);Experiment 3;Orientation
1;8;12;-45;4;1;4;0.899788663024083;Kondo et al. (2022);Experiment 3;Orientation
1;118;127;70;9;1;4;1.23444155696779;Kondo et al. (2022);Experiment 3;Orientation
1;73;57;45;-16;1;4;1.23256721999496;Kondo et al. (2022);Experiment 3;Orientation
1;119;136;-46;17;1;4;1.88673694990575;Kondo et al. (2022);Experiment 3;Orientation
1;121;119;-2;-2;1;4;1.08219768991694;Kondo et al. (2022);Experiment 3;Orientation
1;53;61;68;8;1;4;1.82136818091385;Kondo et al. (2022);Experiment 3;Orientation
1;80;33;-27;-47;1;4;1.68523321999237;Kondo et al. (2022);Experiment 3;Orientation
1;177;174;83;-3;1;4;2.50521101313643;Kondo et al. (2022);Experiment 3;Orientation
1;150;125;27;-25;1;4;2.16157317510806;Kondo et al. (2022);Experiment 3;Orientation
1;108;131;42;23;1;4;0.701027359813452;Kondo et al. (2022);Experiment 3;Orientation
1;107;139;1;32;1;4;2.07643380598165;Kondo et al. (2022);Experiment 3;Orientation
1;77;60;30;-17;1;4;1.64085856406018;Kondo et al. (2022);Experiment 3;Orientation
1;72;53;5;-19;1;4;1.30170423095115;Kondo et al. (2022);Experiment 3;Orientation
1;164;158;88;-6;1;4;2.30967598408461;Kondo et al. (2022);Experiment 3;Orientation
1;59;68;-75;9;1;4;1.7793582228478;Kondo et al. (2022);Experiment 3;Orientation
1;177;0;62;3;1;4;1.09831024496816;Kondo et al. (2022);Experiment 3;Orientation
1;64;35;-67;-29;1;4;1.08330544503406;Kondo et al. (2022);Experiment 3;Orientation
1;179;1;65;2;1;4;1.11112394998781;Kondo et al. (2022);Experiment 3;Orientation
1;168;157;11;-11;1;4;1.14876508084126;Kondo et al. (2022);Experiment 3;Orientation
1;161;168;7;7;1;4;1.73856752295978;Kondo et al. (2022);Experiment 3;Orientation
1;128;143;33;15;1;4;1.49154516402632;Kondo et al. (2022);Experiment 3;Orientation
1;164;161;-36;-3;1;4;1.1892579968553;Kondo et al. (2022);Experiment 3;Orientation
1;50;49;-66;-1;1;4;1.54603516799398;Kondo et al. (2022);Experiment 3;Orientation
1;36;22;14;-14;1;4;1.16180986096151;Kondo et al. (2022);Experiment 3;Orientation
1;88;65;-52;-23;1;4;1.61573941097595;Kondo et al. (2022);Experiment 3;Orientation
1;97;77;-9;-20;1;4;1.47286603087559;Kondo et al. (2022);Experiment 3;Orientation
1;164;137;-67;-27;1;4;1.8149717701599;Kondo et al. (2022);Experiment 3;Orientation
1;154;154;10;0;1;4;2.04919415805489;Kondo et al. (2022);Experiment 3;Orientation
1;88;95;66;7;1;4;1.01864600484259;Kondo et al. (2022);Experiment 3;Orientation
1;22;42;66;20;1;4;0.658894143998623;Kondo et al. (2022);Experiment 3;Orientation
1;70;116;-48;46;1;5;1.2284034169279;Kondo et al. (2022);Experiment 3;Orientation
1;106;121;-36;15;1;5;1.42661669501103;Kondo et al. (2022);Experiment 3;Orientation
1;37;33;69;-4;1;5;1.60303376987576;Kondo et al. (2022);Experiment 3;Orientation
1;93;112;-56;19;1;5;1.83060734090395;Kondo et al. (2022);Experiment 3;Orientation
1;110;124;-17;14;1;5;1.39582803100348;Kondo et al. (2022);Experiment 3;Orientation
1;167;149;-57;-18;1;5;1.06713466811925;Kondo et al. (2022);Experiment 3;Orientation
1;97;116;70;19;1;5;1.38460129499435;Kondo et al. (2022);Experiment 3;Orientation
1;145;153;-48;8;1;5;1.16913977102377;Kondo et al. (2022);Experiment 3;Orientation
1;24;46;-59;22;1;5;1.15446000290103;Kondo et al. (2022);Experiment 3;Orientation
1;82;65;-58;-17;1;5;3.87187177198939;Kondo et al. (2022);Experiment 3;Orientation
1;34;38;48;4;1;5;0.670017472002655;Kondo et al. (2022);Experiment 3;Orientation
1;97;117;-63;20;1;5;1.24442501785234;Kondo et al. (2022);Experiment 3;Orientation
1;45;15;52;-30;1;5;1.04804385104217;Kondo et al. (2022);Experiment 3;Orientation
1;43;36;2;-7;1;5;1.79495751298964;Kondo et al. (2022);Experiment 3;Orientation
1;106;124;-63;18;1;5;1.11313216900453;Kondo et al. (2022);Experiment 3;Orientation
1;33;30;73;-3;1;5;1.2232201481238;Kondo et al. (2022);Experiment 3;Orientation
1;88;46;-55;-42;1;5;1.53417816292495;Kondo et al. (2022);Experiment 3;Orientation
1;103;126;-15;23;1;5;1.12741567892954;Kondo et al. (2022);Experiment 3;Orientation
1;160;151;-57;-9;1;5;1.64922519307584;Kondo et al. (2022);Experiment 3;Orientation
1;140;139;20;-1;1;5;1.07712310017087;Kondo et al. (2022);Experiment 3;Orientation
1;146;141;-6;-5;1;5;1.21768234693445;Kondo et al. (2022);Experiment 3;Orientation
1;69;60;77;-9;1;5;1.04221347300336;Kondo et al. (2022);Experiment 3;Orientation
1;106;131;-37;25;1;5;1.83050062297843;Kondo et al. (2022);Experiment 3;Orientation
1;41;35;65;-6;1;5;1.4760092201177;Kondo et al. (2022);Experiment 3;Orientation
1;160;129;61;-31;1;5;1.57773783709854;Kondo et al. (2022);Experiment 3;Orientation
1;85;78;75;-7;1;5;0.913727106992155;Kondo et al. (2022);Experiment 3;Orientation
1;96;122;-11;26;1;5;1.4881402188912;Kondo et al. (2022);Experiment 3;Orientation
1;10;31;86;21;1;5;1.97733161202632;Kondo et al. (2022);Experiment 3;Orientation
1;164;143;26;-21;1;5;1.54600876709446;Kondo et al. (2022);Experiment 3;Orientation
1;17;42;-33;25;1;5;1.72998023196124;Kondo et al. (2022);Experiment 3;Orientation
1;46;37;-29;-9;1;5;1.14067912008613;Kondo et al. (2022);Experiment 3;Orientation
1;76;48;-30;-28;1;5;0.628875045105815;Kondo et al. (2022);Experiment 3;Orientation
1;25;49;51;24;1;5;0.681600625859573;Kondo et al. (2022);Experiment 3;Orientation
1;29;51;-4;22;1;5;1.25358012295328;Kondo et al. (2022);Experiment 3;Orientation
1;45;20;-16;-25;1;5;0.712764384923503;Kondo et al. (2022);Experiment 3;Orientation
1;107;115;-62;8;1;5;2.19772310904227;Kondo et al. (2022);Experiment 3;Orientation
1;111;117;-4;6;1;5;1.87340203509666;Kondo et al. (2022);Experiment 3;Orientation
1;65;51;46;-14;1;5;1.09572960296646;Kondo et al. (2022);Experiment 3;Orientation
1;47;54;18;7;1;5;1.05019309697673;Kondo et al. (2022);Experiment 3;Orientation
1;163;120;64;-43;1;5;1.10001037083566;Kondo et al. (2022);Experiment 3;Orientation
1;126;131;37;5;1;5;1.22820204705931;Kondo et al. (2022);Experiment 3;Orientation
1;118;149;8;31;1;5;1.3936502658762;Kondo et al. (2022);Experiment 3;Orientation
1;30;35;88;5;1;5;2.13557934504934;Kondo et al. (2022);Experiment 3;Orientation
1;64;36;-34;-28;1;5;1.95386499608867;Kondo et al. (2022);Experiment 3;Orientation
1;3;178;61;-5;1;5;1.38318820600398;Kondo et al. (2022);Experiment 3;Orientation
1;3;6;0;3;1;5;2.90449746791273;Kondo et al. (2022);Experiment 3;Orientation
1;96;85;87;-11;1;5;1.65552510507405;Kondo et al. (2022);Experiment 3;Orientation
1;33;48;63;15;1;5;1.75342351780273;Kondo et al. (2022);Experiment 3;Orientation
1;16;25;17;9;1;5;1.15086588379927;Kondo et al. (2022);Experiment 3;Orientation
1;83;85;-67;2;1;5;2.78205454186536;Kondo et al. (2022);Experiment 3;Orientation
1;161;153;-78;-8;1;6;1.85351206804626;Kondo et al. (2022);Experiment 3;Orientation
1;141;142;20;1;1;6;1.0470160159748;Kondo et al. (2022);Experiment 3;Orientation
1;160;141;-19;-19;1;6;1.51367736584507;Kondo et al. (2022);Experiment 3;Orientation
1;156;132;4;-24;1;6;1.56853685784154;Kondo et al. (2022);Experiment 3;Orientation
1;122;137;34;15;1;6;1.57719800504856;Kondo et al. (2022);Experiment 3;Orientation
1;31;32;-89;1;1;6;1.08973614894785;Kondo et al. (2022);Experiment 3;Orientation
1;49;49;-18;0;1;6;1.41165368305519;Kondo et al. (2022);Experiment 3;Orientation
1;74;34;-25;-40;1;6;0.965493781957775;Kondo et al. (2022);Experiment 3;Orientation
1;18;42;56;24;1;6;0.968697362812236;Kondo et al. (2022);Experiment 3;Orientation
1;80;50;-62;-30;1;6;1.09898125519976;Kondo et al. (2022);Experiment 3;Orientation
1;104;113;-24;9;1;6;0.883693577023223;Kondo et al. (2022);Experiment 3;Orientation
1;34;39;70;5;1;6;1.19181234296411;Kondo et al. (2022);Experiment 3;Orientation
1;77;55;-43;-22;1;6;1.29249946400523;Kondo et al. (2022);Experiment 3;Orientation
1;159;155;-82;-4;1;6;1.40734204906039;Kondo et al. (2022);Experiment 3;Orientation
1;171;159;-12;-12;1;6;1.20135561400093;Kondo et al. (2022);Experiment 3;Orientation
1;98;144;73;46;1;6;1.78116074809805;Kondo et al. (2022);Experiment 3;Orientation
1;109;125;-11;16;1;6;1.03716682014056;Kondo et al. (2022);Experiment 3;Orientation
1;7;172;-78;-15;1;6;1.68140473496169;Kondo et al. (2022);Experiment 3;Orientation
1;110;127;77;17;1;6;1.87788437097333;Kondo et al. (2022);Experiment 3;Orientation
1;18;35;-88;17;1;6;1.43348852498457;Kondo et al. (2022);Experiment 3;Orientation
1;5;13;13;8;1;6;1.5035232170485;Kondo et al. (2022);Experiment 3;Orientation
1;5;11;0;6;1;6;1.14302780409344;Kondo et al. (2022);Experiment 3;Orientation
1;49;25;-44;-24;1;6;1.5102292241063;Kondo et al. (2022);Experiment 3;Orientation
1;176;8;53;12;1;6;1.50958182895556;Kondo et al. (2022);Experiment 3;Orientation
1;87;60;89;-27;1;6;1.29033046611585;Kondo et al. (2022);Experiment 3;Orientation
1;172;6;-85;14;1;6;2.16414727200754;Kondo et al. (2022);Experiment 3;Orientation
1;137;142;35;5;1;6;1.08925071102567;Kondo et al. (2022);Experiment 3;Orientation
1;17;30;-60;13;1;6;1.18739402107894;Kondo et al. (2022);Experiment 3;Orientation
1;18;16;-1;-2;1;6;1.45693404017948;Kondo et al. (2022);Experiment 3;Orientation
1;30;53;-12;23;1;6;1.05636823619716;Kondo et al. (2022);Experiment 3;Orientation
1;77;44;-47;-33;1;6;0.641334149055183;Kondo et al. (2022);Experiment 3;Orientation
1;152;150;-75;-2;1;6;1.34910111990757;Kondo et al. (2022);Experiment 3;Orientation
1;41;47;-69;6;1;6;1.93865555804223;Kondo et al. (2022);Experiment 3;Orientation
1;117;133;-76;16;1;6;1.15507527184673;Kondo et al. (2022);Experiment 3;Orientation
1;106;127;11;21;1;6;0.54453779081814;Kondo et al. (2022);Experiment 3;Orientation
1;58;71;48;13;1;6;0.833013826981187;Kondo et al. (2022);Experiment 3;Orientation
1;103;111;-45;8;1;6;0.815850890940055;Kondo et al. (2022);Experiment 3;Orientation
1;5;0;-82;-5;1;6;1.84081285004504;Kondo et al. (2022);Experiment 3;Orientation
1;57;42;-52;-15;1;6;1.14088575192727;Kondo et al. (2022);Experiment 3;Orientation
1;112;120;-55;8;1;6;1.78800539602526;Kondo et al. (2022);Experiment 3;Orientation
1;54;50;58;-4;1;6;1.05137974210083;Kondo et al. (2022);Experiment 3;Orientation
1;148;141;86;-7;1;6;1.05359671614133;Kondo et al. (2022);Experiment 3;Orientation
1;124;147;24;23;1;6;1.11032940004952;Kondo et al. (2022);Experiment 3;Orientation
1;62;76;62;14;1;6;0.797205948969349;Kondo et al. (2022);Experiment 3;Orientation
1;102;36;-40;-66;1;6;0.99329699203372;Kondo et al. (2022);Experiment 3;Orientation
1;41;58;61;17;1;6;1.05452732997946;Kondo et al. (2022);Experiment 3;Orientation
1;97;89;-56;-8;1;6;1.04884963086806;Kondo et al. (2022);Experiment 3;Orientation
1;80;81;17;1;1;6;0.675473597832024;Kondo et al. (2022);Experiment 3;Orientation
1;83;83;-3;0;1;6;1.25571000180207;Kondo et al. (2022);Experiment 3;Orientation
1;128;143;-45;15;1;6;1.07558301393874;Kondo et al. (2022);Experiment 3;Orientation
1;21;25;-73;4;1;7;2.93869069986977;Kondo et al. (2022);Experiment 3;Orientation
1;123;126;78;3;1;7;0.538593166973442;Kondo et al. (2022);Experiment 3;Orientation
1;84;66;39;-18;1;7;1.55401896685362;Kondo et al. (2022);Experiment 3;Orientation
