obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus
1;110;110;0;1.57255839998834;2;48;29;Houborg et al. (2023);Experiment 2;Orientation
1;129;125;-4;1.58898659993429;2;-19;30;Houborg et al. (2023);Experiment 2;Orientation
1;16;8;-8;2.28956699999981;2;-67;31;Houborg et al. (2023);Experiment 2;Orientation
1;148;158;10;2.02247719990555;2;48;32;Houborg et al. (2023);Experiment 2;Orientation
1;75;70;-5;1.67298979999032;2;73;33;Houborg et al. (2023);Experiment 2;Orientation
1;149;151;2;1.88990439998452;2;-74;34;Houborg et al. (2023);Experiment 2;Orientation
1;149;158;9;1.94022560003214;2;0;35;Houborg et al. (2023);Experiment 2;Orientation
1;129;148;19;1.55712969996966;2;20;36;Houborg et al. (2023);Experiment 2;Orientation
1;109;109;0;1.84012129995972;2;20;37;Houborg et al. (2023);Experiment 2;Orientation
1;173;163;-10;1.55640470003709;2;-64;38;Houborg et al. (2023);Experiment 2;Orientation
1;112;123;11;1.74041450000368;2;61;39;Houborg et al. (2023);Experiment 2;Orientation
1;154;155;1;2.18939860002138;2;-42;40;Houborg et al. (2023);Experiment 2;Orientation
1;176;152;-24;1.4575834000716;3;-22;41;Houborg et al. (2023);Experiment 2;Orientation
1;106;111;5;2.98979330004659;3;70;42;Houborg et al. (2023);Experiment 2;Orientation
1;26;19;-7;1.34027029993013;3;80;43;Houborg et al. (2023);Experiment 2;Orientation
1;72;67;-5;2.03907670010813;3;-46;44;Houborg et al. (2023);Experiment 2;Orientation
1;171;15;24;1.57401219999883;3;81;45;Houborg et al. (2023);Experiment 2;Orientation
1;23;7;-16;1.13738890003879;3;-32;46;Houborg et al. (2023);Experiment 2;Orientation
1;43;23;-20;1.75741239998024;3;-20;47;Houborg et al. (2023);Experiment 2;Orientation
1;10;12;2;2.42418070009444;3;33;48;Houborg et al. (2023);Experiment 2;Orientation
1;136;152;16;1.93835259997286;3;54;49;Houborg et al. (2023);Experiment 2;Orientation
1;116;116;0;1.68925809999928;3;20;50;Houborg et al. (2023);Experiment 2;Orientation
1;18;26;8;1.63886189996265;3;-82;51;Houborg et al. (2023);Experiment 2;Orientation
1;77;76;-1;1.555645299959;3;-59;52;Houborg et al. (2023);Experiment 2;Orientation
1;127;111;-16;2.65679549996275;3;-50;53;Houborg et al. (2023);Experiment 2;Orientation
1;137;132;-5;1.8724363000365;3;-10;54;Houborg et al. (2023);Experiment 2;Orientation
1;34;36;2;1.08748170000035;3;-77;55;Houborg et al. (2023);Experiment 2;Orientation
1;42;33;-9;1.35572790005244;3;-8;56;Houborg et al. (2023);Experiment 2;Orientation
1;34;29;-5;1.47332349990029;3;8;57;Houborg et al. (2023);Experiment 2;Orientation
1;66;75;9;3.39007680001669;3;-32;58;Houborg et al. (2023);Experiment 2;Orientation
1;121;117;-4;1.15453279996291;3;-55;59;Houborg et al. (2023);Experiment 2;Orientation
1;161;167;6;1.08993529994041;3;-40;60;Houborg et al. (2023);Experiment 2;Orientation
1;56;27;-29;1.69011249998584;4;-75;61;Houborg et al. (2023);Experiment 2;Orientation
1;31;12;-19;1.65254130004905;4;25;62;Houborg et al. (2023);Experiment 2;Orientation
1;48;50;2;1.67284759995528;4;-17;63;Houborg et al. (2023);Experiment 2;Orientation
1;103;109;6;2.00698259996716;4;-55;64;Houborg et al. (2023);Experiment 2;Orientation
1;55;69;14;1.83946559997275;4;48;65;Houborg et al. (2023);Experiment 2;Orientation
1;25;14;-11;1.78997689997777;4;30;66;Houborg et al. (2023);Experiment 2;Orientation
1;164;171;7;1.94142889999785;4;41;67;Houborg et al. (2023);Experiment 2;Orientation
1;105;108;3;2.55736029997934;4;59;68;Houborg et al. (2023);Experiment 2;Orientation
1;9;13;4;2.2217220000457;4;-84;69;Houborg et al. (2023);Experiment 2;Orientation
1;151;164;13;1.22213330003433;4;38;70;Houborg et al. (2023);Experiment 2;Orientation
1;165;160;-5;2.62289650004823;4;-14;71;Houborg et al. (2023);Experiment 2;Orientation
1;131;124;-7;1.93977309996262;4;34;72;Houborg et al. (2023);Experiment 2;Orientation
1;129;141;12;1.33983710000757;4;2;73;Houborg et al. (2023);Experiment 2;Orientation
1;172;174;2;4.17487160000019;4;-43;74;Houborg et al. (2023);Experiment 2;Orientation
1;154;150;-4;1.48779270006344;4;18;75;Houborg et al. (2023);Experiment 2;Orientation
1;163;163;0;1.52290269988589;4;-9;76;Houborg et al. (2023);Experiment 2;Orientation
1;13;18;5;1.53895820002072;4;-30;77;Houborg et al. (2023);Experiment 2;Orientation
1;3;18;15;1.55533749994356;4;10;78;Houborg et al. (2023);Experiment 2;Orientation
1;55;25;-30;1.38979100005236;4;-52;79;Houborg et al. (2023);Experiment 2;Orientation
1;46;52;6;3.92316760006361;4;9;80;Houborg et al. (2023);Experiment 2;Orientation
1;12;15;3;1.59069129999261;5;34;81;Houborg et al. (2023);Experiment 2;Orientation
1;144;159;15;1.09086120000575;5;48;82;Houborg et al. (2023);Experiment 2;Orientation
1;135;140;5;1.32316849997733;5;9;83;Houborg et al. (2023);Experiment 2;Orientation
1;48;24;-24;1.58975249994546;5;87;84;Houborg et al. (2023);Experiment 2;Orientation
1;128;147;19;1.25734050001483;5;-80;85;Houborg et al. (2023);Experiment 2;Orientation
1;160;165;5;1.85597549995873;5;-32;86;Houborg et al. (2023);Experiment 2;Orientation
1;146;148;2;1.80765720002819;5;14;87;Houborg et al. (2023);Experiment 2;Orientation
1;148;176;28;1.63805780000985;5;-2;88;Houborg et al. (2023);Experiment 2;Orientation
1;123;128;5;1.18826040008571;5;25;89;Houborg et al. (2023);Experiment 2;Orientation
1;18;163;-35;1.7905965000391;5;-75;90;Houborg et al. (2023);Experiment 2;Orientation
1;141;158;17;1.189955299953;5;57;91;Houborg et al. (2023);Experiment 2;Orientation
1;25;17;-8;1.53181010007393;5;-64;92;Houborg et al. (2023);Experiment 2;Orientation
1;121;124;3;2.2214999999851;5;84;93;Houborg et al. (2023);Experiment 2;Orientation
1;174;170;-4;2.55530499992892;5;-53;94;Houborg et al. (2023);Experiment 2;Orientation
1;24;20;-4;2.02127679996192;5;-30;95;Houborg et al. (2023);Experiment 2;Orientation
1;114;118;4;3.60502340004314;5;-90;96;Houborg et al. (2023);Experiment 2;Orientation
1;130;119;-11;1.65609749988653;5;-16;97;Houborg et al. (2023);Experiment 2;Orientation
1;65;62;-3;1.77009490004275;5;65;98;Houborg et al. (2023);Experiment 2;Orientation
1;75;72;-3;2.02160620002542;5;-10;99;Houborg et al. (2023);Experiment 2;Orientation
1;172;173;1;1.80715220002457;5;83;100;Houborg et al. (2023);Experiment 2;Orientation
1;62;17;-45;3.69013130001258;6;-70;101;Houborg et al. (2023);Experiment 2;Orientation
1;123;118;-5;1.82411829999182;6;-61;102;Houborg et al. (2023);Experiment 2;Orientation
1;19;11;-8;1.47309490002226;6;-76;103;Houborg et al. (2023);Experiment 2;Orientation
1;143;170;27;3.05698239989579;6;56;104;Houborg et al. (2023);Experiment 2;Orientation
1;48;20;-28;1.59059989999514;6;-85;105;Houborg et al. (2023);Experiment 2;Orientation
1;95;104;9;2.48950989998411;6;-47;106;Houborg et al. (2023);Experiment 2;Orientation
1;28;16;-12;3.03891710005701;6;67;107;Houborg et al. (2023);Experiment 2;Orientation
1;113;112;-1;2.00649059994612;6;-85;108;Houborg et al. (2023);Experiment 2;Orientation
1;17;11;-6;2.35426120006014;6;-84;109;Houborg et al. (2023);Experiment 2;Orientation
1;17;16;-1;2.17373679997399;6;0;110;Houborg et al. (2023);Experiment 2;Orientation
1;153;151;-2;1.63952379999682;6;44;111;Houborg et al. (2023);Experiment 2;Orientation
1;49;110;61;3.50483480002731;6;-76;112;Houborg et al. (2023);Experiment 2;Orientation
1;151;156;5;1.68878299999051;6;78;113;Houborg et al. (2023);Experiment 2;Orientation
1;27;19;-8;1.88873949996196;6;-56;114;Houborg et al. (2023);Experiment 2;Orientation
1;69;72;3;1.57159669999965;6;-42;115;Houborg et al. (2023);Experiment 2;Orientation
1;1;2;1;1.62068100005854;6;68;116;Houborg et al. (2023);Experiment 2;Orientation
1;83;159;76;2.95624229998793;6;-82;117;Houborg et al. (2023);Experiment 2;Orientation
1;6;6;0;2.59085809998214;6;77;118;Houborg et al. (2023);Experiment 2;Orientation
1;24;12;-12;2.20298289996572;6;-18;119;Houborg et al. (2023);Experiment 2;Orientation
1;152;166;14;1.59136890002992;6;52;120;Houborg et al. (2023);Experiment 2;Orientation
1;25;23;-2;2.22219890006818;7;-53;121;Houborg et al. (2023);Experiment 2;Orientation
1;98;103;5;4.03669729991816;7;-73;122;Houborg et al. (2023);Experiment 2;Orientation
1;84;79;-5;1.76875489996746;7;14;123;Houborg et al. (2023);Experiment 2;Orientation
1;169;168;-1;1.93865660007577;7;-85;124;Houborg et al. (2023);Experiment 2;Orientation
1;120;60;-60;1.3402995999204;7;49;125;Houborg et al. (2023);Experiment 2;Orientation
1;168;169;1;3.28923130000476;7;-48;126;Houborg et al. (2023);Experiment 2;Orientation
1;69;61;-8;2.92236780002713;7;-81;127;Houborg et al. (2023);Experiment 2;Orientation
1;133;137;4;1.84212139993906;7;-64;128;Houborg et al. (2023);Experiment 2;Orientation
1;98;121;23;1.73855419992469;7;35;129;Houborg et al. (2023);Experiment 2;Orientation
1;126;130;4;1.35682350001298;7;-28;130;Houborg et al. (2023);Experiment 2;Orientation
1;142;143;1;1.63813089998439;7;-16;131;Houborg et al. (2023);Experiment 2;Orientation
1;158;165;7;1.75529020000249;7;-16;132;Houborg et al. (2023);Experiment 2;Orientation
1;101;107;6;1.32126130000688;7;57;133;Houborg et al. (2023);Experiment 2;Orientation
1;26;16;-10;1.2729559999425;7;75;134;Houborg et al. (2023);Experiment 2;Orientation
1;13;16;3;1.35905969992746;7;13;135;Houborg et al. (2023);Experiment 2;Orientation
1;23;8;-15;1.17533500003628;7;-10;136;Houborg et al. (2023);Experiment 2;Orientation
1;108;113;5;1.50541740003973;7;-85;137;Houborg et al. (2023);Experiment 2;Orientation
1;34;63;29;1.43760539998766;7;74;138;Houborg et al. (2023);Experiment 2;Orientation
1;122;119;-3;2.15678239997942;7;-88;139;Houborg et al. (2023);Experiment 2;Orientation
1;101;105;4;1.53809169994202;7;21;140;Houborg et al. (2023);Experiment 2;Orientation
1;151;161;10;1.95567209995352;8;-50;141;Houborg et al. (2023);Experiment 2;Orientation
1;81;74;-7;1.7049520999426;8;70;142;Houborg et al. (2023);Experiment 2;Orientation
1;163;163;0;1.38972759991884;8;-82;143;Houborg et al. (2023);Experiment 2;Orientation
1;177;171;-6;1.53937469993252;8;-14;144;Houborg et al. (2023);Experiment 2;Orientation
1;158;167;9;2.18749809998553;8;19;145;Houborg et al. (2023);Experiment 2;Orientation
1;127;132;5;1.52062630001456;8;31;146;Houborg et al. (2023);Experiment 2;Orientation
1;149;162;13;1.48795209999662;8;-22;147;Houborg et al. (2023);Experiment 2;Orientation
1;131;136;5;1.43921500002034;8;18;148;Houborg et al. (2023);Experiment 2;Orientation
1;176;172;-4;2.27132800000254;8;-45;149;Houborg et al. (2023);Experiment 2;Orientation
1;61;47;-14;2.20680919999722;8;-65;150;Houborg et al. (2023);Experiment 2;Orientation
1;149;161;12;1.73675120004918;8;-88;151;Houborg et al. (2023);Experiment 2;Orientation
1;7;9;2;5.39025179995224;8;-38;152;Houborg et al. (2023);Experiment 2;Orientation
1;18;20;2;1.52498169988394;8;-11;153;Houborg et al. (2023);Experiment 2;Orientation
1;29;26;-3;2.33748680003919;8;-11;154;Houborg et al. (2023);Experiment 2;Orientation
1;59;65;6;2.95587700000033;8;-30;155;Houborg et al. (2023);Experiment 2;Orientation
1;62;154;-88;1.83876219997182;8;-3;156;Houborg et al. (2023);Experiment 2;Orientation
1;14;13;-1;1.90588830003981;8;48;157;Houborg et al. (2023);Experiment 2;Orientation
1;91;110;19;2.15519149997272;8;-77;158;Houborg et al. (2023);Experiment 2;Orientation
1;119;126;7;1.23881990008522;8;-28;159;Houborg et al. (2023);Experiment 2;Orientation
1;76;114;38;3.77415089996066;8;43;160;Houborg et al. (2023);Experiment 2;Orientation
1;165;171;6;2.32172550004907;9;-89;161;Houborg et al. (2023);Experiment 2;Orientation
1;106;103;-3;2.27370320004411;9;59;162;Houborg et al. (2023);Experiment 2;Orientation
1;38;46;8;2.40655640000477;9;68;163;Houborg et al. (2023);Experiment 2;Orientation
1;130;156;26;1.60649110004306;9;88;164;Houborg et al. (2023);Experiment 2;Orientation
1;88;87;-1;2.83892020001076;9;42;165;Houborg et al. (2023);Experiment 2;Orientation
1;120;132;12;1.50420819991268;9;-32;166;Houborg et al. (2023);Experiment 2;Orientation
1;173;179;6;1.77556310000364;9;-53;167;Houborg et al. (2023);Experiment 2;Orientation
1;33;22;-11;2.25642019999214;9;-40;168;Houborg et al. (2023);Experiment 2;Orientation
1;112;131;19;1.17248379997909;9;-79;169;Houborg et al. (2023);Experiment 2;Orientation
1;12;9;-3;1.17141290009022;9;-80;170;Houborg et al. (2023);Experiment 2;Orientation
1;89;1;-88;1.00491699995473;9;-77;171;Houborg et al. (2023);Experiment 2;Orientation
1;109;121;12;1.12223070010077;9;-20;172;Houborg et al. (2023);Experiment 2;Orientation
1;126;137;11;1.3563289999729;9;-17;173;Houborg et al. (2023);Experiment 2;Orientation
1;106;131;25;1.45583510003053;9;20;174;Houborg et al. (2023);Experiment 2;Orientation
1;38;26;-12;2.32174290006515;9;68;175;Houborg et al. (2023);Experiment 2;Orientation
1;40;36;-4;1.57329319999553;9;-2;176;Houborg et al. (2023);Experiment 2;Orientation
1;155;163;8;1.87245499994606;9;65;177;Houborg et al. (2023);Experiment 2;Orientation
1;143;151;8;1.90128859994002;9;12;178;Houborg et al. (2023);Experiment 2;Orientation
1;4;179;-5;1.3716253999155;9;-41;179;Houborg et al. (2023);Experiment 2;Orientation
1;52;49;-3;3.00681940000504;9;-48;180;Houborg et al. (2023);Experiment 2;Orientation
1;23;24;1;1.9893850000808;10;29;181;Houborg et al. (2023);Experiment 2;Orientation
1;150;154;4;1.14003719994798;10;53;182;Houborg et al. (2023);Experiment 2;Orientation
1;78;60;-18;1.15843870001845;10;72;183;Houborg et al. (2023);Experiment 2;Orientation
1;169;166;-3;1.85703069996089;10;89;184;Houborg et al. (2023);Experiment 2;Orientation
1;63;61;-2;1.77283509995323;10;-74;185;Houborg et al. (2023);Experiment 2;Orientation
1;123;132;9;2.556314400048;10;-60;186;Houborg et al. (2023);Experiment 2;Orientation
1;43;40;-3;1.78946020000149;10;80;187;Houborg et al. (2023);Experiment 2;Orientation
1;54;36;-18;0.973859300022013;10;-11;188;Houborg et al. (2023);Experiment 2;Orientation
1;5;10;5;1.60534580005333;10;49;189;Houborg et al. (2023);Experiment 2;Orientation
1;125;123;-2;1.38908150000498;10;60;190;Houborg et al. (2023);Experiment 2;Orientation
1;39;122;83;1.32181349990424;10;86;191;Houborg et al. (2023);Experiment 2;Orientation
1;121;130;9;2.43890720000491;10;-82;192;Houborg et al. (2023);Experiment 2;Orientation
1;146;148;2;1.33916420000605;10;-25;193;Houborg et al. (2023);Experiment 2;Orientation
1;17;14;-3;1.42253500001971;10;-51;194;Houborg et al. (2023);Experiment 2;Orientation
1;82;63;-19;1.33765290002339;10;-65;195;Houborg et al. (2023);Experiment 2;Orientation
1;67;63;-4;1.40792799997143;10;15;196;Houborg et al. (2023);Experiment 2;Orientation
1;41;42;1;1.65473209996708;10;26;197;Houborg et al. (2023);Experiment 2;Orientation
1;132;135;3;2.04353449994233;10;89;198;Houborg et al. (2023);Experiment 2;Orientation
1;27;10;-17;1.85769319999963;10;-75;199;Houborg et al. (2023);Experiment 2;Orientation
1;62;64;2;1.43793979997281;10;-35;200;Houborg et al. (2023);Experiment 2;Orientation
3;132;135;3;1.54452279999896;1;NaN;1;Houborg et al. (2023);Experiment 2;Orientation
3;113;126;13;1.22837190000064;1;19;2;Houborg et al. (2023);Experiment 2;Orientation
3;39;39;0;1.86210029999893;1;74;3;Houborg et al. (2023);Experiment 2;Orientation
3;57;55;-2;1.76208869999937;1;-18;4;Houborg et al. (2023);Experiment 2;Orientation
3;153;137;-16;1.29471190000004;1;84;5;Houborg et al. (2023);Experiment 2;Orientation
3;40;34;-6;1.71220529999846;1;-67;6;Houborg et al. (2023);Experiment 2;Orientation
3;49;45;-4;1.86225279999962;1;-9;7;Houborg et al. (2023);Experiment 2;Orientation
3;95;105;10;1.5118180999998;1;-46;8;Houborg et al. (2023);Experiment 2;Orientation
3;166;37;51;5.13163329999952;1;-71;9;Houborg et al. (2023);Experiment 2;Orientation
3;169;160;-9;1.39518449999923;1;-3;10;Houborg et al. (2023);Experiment 2;Orientation
3;106;117;11;2.42932960000144;1;63;11;Houborg et al. (2023);Experiment 2;Orientation
3;169;151;-18;1.72845000000052;1;-63;12;Houborg et al. (2023);Experiment 2;Orientation
3;118;129;11;1.71191659999931;1;51;13;Houborg et al. (2023);Experiment 2;Orientation
3;92;99;7;4.39769630000046;1;26;14;Houborg et al. (2023);Experiment 2;Orientation
3;100;108;8;2.87973889999921;1;-8;15;Houborg et al. (2023);Experiment 2;Orientation
3;164;161;-3;2.7296484999988;1;-64;16;Houborg et al. (2023);Experiment 2;Orientation
3;146;151;5;1.47862010000063;1;18;17;Houborg et al. (2023);Experiment 2;Orientation
3;72;55;-17;1.57854700000098;1;74;18;Houborg et al. (2023);Experiment 2;Orientation
3;69;64;-5;1.94567520000055;1;3;19;Houborg et al. (2023);Experiment 2;Orientation
3;106;107;1;2.07907999999952;1;-37;20;Houborg et al. (2023);Experiment 2;Orientation
3;4;26;22;2.99667919999956;2;-78;21;Houborg et al. (2023);Experiment 2;Orientation
3;24;26;2;4.13065660000029;2;-20;22;Houborg et al. (2023);Experiment 2;Orientation
3;174;162;-12;2.09559679999984;2;30;23;Houborg et al. (2023);Experiment 2;Orientation
3;107;125;18;1.52859759999956;2;67;24;Houborg et al. (2023);Experiment 2;Orientation
3;160;158;-2;3.29656179999984;2;-53;25;Houborg et al. (2023);Experiment 2;Orientation
3;84;68;-16;1.29511260000072;2;76;26;Houborg et al. (2023);Experiment 2;Orientation
3;149;151;2;2.31269780000002;2;-65;27;Houborg et al. (2023);Experiment 2;Orientation
3;65;56;-9;1.1615055000002;2;84;28;Houborg et al. (2023);Experiment 2;Orientation
3;105;155;50;8.26753049999934;2;-40;29;Houborg et al. (2023);Experiment 2;Orientation
3;129;132;3;0.978084899999885;2;-24;30;Houborg et al. (2023);Experiment 2;Orientation
3;60;71;11;2.7963366999993;2;69;31;Houborg et al. (2023);Experiment 2;Orientation
3;152;145;-7;1.16145030000007;2;88;32;Houborg et al. (2023);Experiment 2;Orientation
3;173;168;-5;2.67952530000002;2;-21;33;Houborg et al. (2023);Experiment 2;Orientation
3;63;53;-10;2.49573569999848;2;-70;34;Houborg et al. (2023);Experiment 2;Orientation
3;69;67;-2;1.34505680000075;2;-6;35;Houborg et al. (2023);Experiment 2;Orientation
3;124;133;9;1.67862289999903;2;-55;36;Houborg et al. (2023);Experiment 2;Orientation
3;41;41;0;2.37925089999953;2;83;37;Houborg et al. (2023);Experiment 2;Orientation
3;31;45;14;1.37852349999957;2;10;38;Houborg et al. (2023);Experiment 2;Orientation
3;170;157;-13;1.66204090000065;2;41;39;Houborg et al. (2023);Experiment 2;Orientation
3;86;72;-14;1.14494560000094;2;84;40;Houborg et al. (2023);Experiment 2;Orientation
3;172;163;-9;1.92885129999922;3;-86;41;Houborg et al. (2023);Experiment 2;Orientation
3;59;58;-1;1.39502390000052;3;-67;42;Houborg et al. (2023);Experiment 2;Orientation
3;156;150;-6;1.29512160000013;3;83;43;Houborg et al. (2023);Experiment 2;Orientation
3;24;25;1;1.77878149999924;3;-48;44;Houborg et al. (2023);Experiment 2;Orientation
3;173;155;-18;3.74717989999954;3;31;45;Houborg et al. (2023);Experiment 2;Orientation
3;122;129;7;1.66218359999948;3;51;46;Houborg et al. (2023);Experiment 2;Orientation
3;39;42;3;1.22830570000042;3;83;47;Houborg et al. (2023);Experiment 2;Orientation
3;63;59;-4;2.37918929999978;3;-24;48;Houborg et al. (2023);Experiment 2;Orientation
3;80;49;-31;1.21168439999929;3;-17;49;Houborg et al. (2023);Experiment 2;Orientation
3;51;49;-2;1.47853489999943;3;29;50;Houborg et al. (2023);Experiment 2;Orientation
3;54;53;-1;2.72973660000025;3;-3;51;Houborg et al. (2023);Experiment 2;Orientation
3;154;142;-12;4.83139269999992;3;80;52;Houborg et al. (2023);Experiment 2;Orientation
3;87;74;-13;2.46276399999988;3;67;53;Houborg et al. (2023);Experiment 2;Orientation
3;119;139;20;2.54609410000012;3;-32;54;Houborg et al. (2023);Experiment 2;Orientation
3;123;117;-6;2.56273909999982;3;-4;55;Houborg et al. (2023);Experiment 2;Orientation
3;73;56;-17;1.06142940000063;3;50;56;Houborg et al. (2023);Experiment 2;Orientation
3;35;48;13;1.36179390000143;3;38;57;Houborg et al. (2023);Experiment 2;Orientation
3;146;129;-17;1.17823669999962;3;69;58;Houborg et al. (2023);Experiment 2;Orientation
3;145;147;2;1.01167799999894;3;1;59;Houborg et al. (2023);Experiment 2;Orientation
3;141;137;-4;1.6118860000006;3;4;60;Houborg et al. (2023);Experiment 2;Orientation
3;67;74;7;1.76202159999957;4;74;61;Houborg et al. (2023);Experiment 2;Orientation
3;108;119;11;1.86226220000026;4;-41;62;Houborg et al. (2023);Experiment 2;Orientation
3;114;112;-2;8.83461279999938;4;-6;63;Houborg et al. (2023);Experiment 2;Orientation
3;100;115;15;1.56192699999883;4;14;64;Houborg et al. (2023);Experiment 2;Orientation
3;49;60;11;3.5635972;4;51;65;Houborg et al. (2023);Experiment 2;Orientation
3;2;16;14;1.49511710000115;4;47;66;Houborg et al. (2023);Experiment 2;Orientation
3;11;23;12;2.12903800000095;4;-9;67;Houborg et al. (2023);Experiment 2;Orientation
3;125;128;3;1.31168669999897;4;66;68;Houborg et al. (2023);Experiment 2;Orientation
3;55;58;3;1.62875469999926;4;70;69;Houborg et al. (2023);Experiment 2;Orientation
3;128;121;-7;2.07910810000067;4;-73;70;Houborg et al. (2023);Experiment 2;Orientation
3;55;52;-3;1.59537640000053;4;73;71;Houborg et al. (2023);Experiment 2;Orientation
3;133;124;-9;2.91303139999945;4;-78;72;Houborg et al. (2023);Experiment 2;Orientation
3;103;110;7;1.22834580000017;4;30;73;Houborg et al. (2023);Experiment 2;Orientation
3;84;64;-20;2.09583969999949;4;19;74;Houborg et al. (2023);Experiment 2;Orientation
3;105;117;12;1.82878669999991;4;-21;75;Houborg et al. (2023);Experiment 2;Orientation
3;20;30;10;2.21247570000014;4;85;76;Houborg et al. (2023);Experiment 2;Orientation
3;57;36;-21;1.59534709999934;4;-37;77;Houborg et al. (2023);Experiment 2;Orientation
3;42;36;-6;1.2450170000011;4;15;78;Houborg et al. (2023);Experiment 2;Orientation
3;122;137;15;2.19582129999981;4;-80;79;Houborg et al. (2023);Experiment 2;Orientation
3;167;159;-8;2.24583700000039;4;-45;80;Houborg et al. (2023);Experiment 2;Orientation
3;1;10;9;4.74782369999957;5;-14;81;Houborg et al. (2023);Experiment 2;Orientation
3;124;137;13;5.73103130000163;5;57;82;Houborg et al. (2023);Experiment 2;Orientation
3;61;58;-3;2.01222589999998;5;63;83;Houborg et al. (2023);Experiment 2;Orientation
3;143;140;-3;1.19499610000094;5;-82;84;Houborg et al. (2023);Experiment 2;Orientation
3;113;117;4;1.84565090000069;5;30;85;Houborg et al. (2023);Experiment 2;Orientation
3;85;72;-13;1.26176359999954;5;28;86;Houborg et al. (2023);Experiment 2;Orientation
3;98;121;23;1.46175089999997;5;-13;87;Houborg et al. (2023);Experiment 2;Orientation
3;178;166;-12;1.52861109999867;5;-80;88;Houborg et al. (2023);Experiment 2;Orientation
3;87;70;-17;1.5789109999987;5;-89;89;Houborg et al. (2023);Experiment 2;Orientation
3;65;66;1;1.84560549999878;5;22;90;Houborg et al. (2023);Experiment 2;Orientation
3;20;28;8;2.06231240000125;5;45;91;Houborg et al. (2023);Experiment 2;Orientation
3;78;46;-32;6.08226040000045;5;-58;92;Houborg et al. (2023);Experiment 2;Orientation
3;83;61;-22;2.01238059999923;5;-5;93;Houborg et al. (2023);Experiment 2;Orientation
3;173;26;33;1.37830360000044;5;-90;94;Houborg et al. (2023);Experiment 2;Orientation
3;3;13;10;1.64544860000024;5;-10;95;Houborg et al. (2023);Experiment 2;Orientation
3;47;29;-18;1.66209720000006;5;-44;96;Houborg et al. (2023);Experiment 2;Orientation
3;180;6;6;2.46263109999927;5;47;97;Houborg et al. (2023);Experiment 2;Orientation
3;114;126;12;1.29514999999992;5;66;98;Houborg et al. (2023);Experiment 2;Orientation
3;43;50;7;2.44594520000101;5;71;99;Houborg et al. (2023);Experiment 2;Orientation
3;65;61;-4;1.26152990000082;5;-22;100;Houborg et al. (2023);Experiment 2;Orientation
3;112;122;10;1.59528000000137;6;-47;101;Houborg et al. (2023);Experiment 2;Orientation
3;2;169;-13;4.31407919999947;6;-70;102;Houborg et al. (2023);Experiment 2;Orientation
