obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus
1;175;171;-4;2.04181219998281;2;79;99;Houborg et al. (2023b);Experiment 1;Orientation
1;92;82;-10;1.95950649993028;2;83;100;Houborg et al. (2023b);Experiment 1;Orientation
1;97;108;11;1.92568880005274;2;-5;101;Houborg et al. (2023b);Experiment 1;Orientation
1;77;64;-13;1.87568149995059;2;20;102;Houborg et al. (2023b);Experiment 1;Orientation
1;102;113;11;1.2246028999798;2;-25;103;Houborg et al. (2023b);Experiment 1;Orientation
1;163;159;-4;1.97621880006045;2;-61;104;Houborg et al. (2023b);Experiment 1;Orientation
1;80;77;-3;1.82357410003897;2;83;105;Houborg et al. (2023b);Experiment 1;Orientation
1;176;172;-4;0.958125100005418;2;84;106;Houborg et al. (2023b);Experiment 1;Orientation
1;56;64;8;1.1895495998906;2;-60;107;Houborg et al. (2023b);Experiment 1;Orientation
1;144;128;-16;1.99266639992129;2;-88;108;Houborg et al. (2023b);Experiment 1;Orientation
1;55;53;-2;1.10806660004891;2;89;109;Houborg et al. (2023b);Experiment 1;Orientation
1;6;14;8;1.35599190008361;2;49;110;Houborg et al. (2023b);Experiment 1;Orientation
1;54;58;4;1.52568969991989;2;-48;111;Houborg et al. (2023b);Experiment 1;Orientation
1;40;42;2;1.02581449993886;2;14;112;Houborg et al. (2023b);Experiment 1;Orientation
1;132;139;7;1.29167669999879;2;88;113;Houborg et al. (2023b);Experiment 1;Orientation
1;73;70;-3;1.07515170006081;2;59;114;Houborg et al. (2023b);Experiment 1;Orientation
1;105;105;0;1.13905749993864;2;-32;115;Houborg et al. (2023b);Experiment 1;Orientation
1;135;131;-4;1.22488930006512;2;-30;116;Houborg et al. (2023b);Experiment 1;Orientation
1;160;140;-20;1.25871680001728;2;-25;117;Houborg et al. (2023b);Experiment 1;Orientation
1;133;137;4;1.04102110001259;2;27;118;Houborg et al. (2023b);Experiment 1;Orientation
1;99;84;-15;1.50648729992099;2;34;119;Houborg et al. (2023b);Experiment 1;Orientation
1;60;44;-16;1.60909070004709;2;39;120;Houborg et al. (2023b);Experiment 1;Orientation
1;139;137;-2;1.2749939999776;3;-79;121;Houborg et al. (2023b);Experiment 1;Orientation
1;106;116;10;1.84021169994958;3;33;122;Houborg et al. (2023b);Experiment 1;Orientation
1;40;50;10;0.874861499993131;3;66;123;Houborg et al. (2023b);Experiment 1;Orientation
1;23;38;15;1.45864109997638;3;17;124;Houborg et al. (2023b);Experiment 1;Orientation
1;11;30;19;1.158170800074;3;12;125;Houborg et al. (2023b);Experiment 1;Orientation
1;120;116;-4;1.25739200005773;3;71;126;Houborg et al. (2023b);Experiment 1;Orientation
1;55;58;3;1.95917419996113;3;65;127;Houborg et al. (2023b);Experiment 1;Orientation
1;48;48;0;3.64405310002621;3;7;128;Houborg et al. (2023b);Experiment 1;Orientation
1;87;69;-18;2.34327160008252;3;-39;129;Houborg et al. (2023b);Experiment 1;Orientation
1;104;108;4;0.974853800027631;3;-17;130;Houborg et al. (2023b);Experiment 1;Orientation
1;27;37;10;1.67543980001938;3;77;131;Houborg et al. (2023b);Experiment 1;Orientation
1;5;175;-10;1.04134919994976;3;22;132;Houborg et al. (2023b);Experiment 1;Orientation
1;65;54;-11;1.11015640001278;3;-60;133;Houborg et al. (2023b);Experiment 1;Orientation
1;80;71;-9;1.59206769999582;3;-15;134;Houborg et al. (2023b);Experiment 1;Orientation
1;172;161;-11;1.42561969999224;3;88;135;Houborg et al. (2023b);Experiment 1;Orientation
1;79;68;-11;1.00787129998207;3;-87;136;Houborg et al. (2023b);Experiment 1;Orientation
1;8;12;4;1.64012029999867;3;71;137;Houborg et al. (2023b);Experiment 1;Orientation
1;175;168;-7;1.79042820003815;3;13;138;Houborg et al. (2023b);Experiment 1;Orientation
1;148;137;-11;1.09190380002838;3;27;139;Houborg et al. (2023b);Experiment 1;Orientation
1;100;99;-1;0.858131700078957;3;48;140;Houborg et al. (2023b);Experiment 1;Orientation
1;39;41;2;1.12496050004847;3;61;141;Houborg et al. (2023b);Experiment 1;Orientation
1;161;139;-22;1.7758240000112;3;58;142;Houborg et al. (2023b);Experiment 1;Orientation
1;100;123;23;1.89231429994106;3;61;143;Houborg et al. (2023b);Experiment 1;Orientation
1;2;15;13;0.974784299964085;3;-82;144;Houborg et al. (2023b);Experiment 1;Orientation
1;147;133;-14;1.15828249999322;3;35;145;Houborg et al. (2023b);Experiment 1;Orientation
1;156;146;-10;1.35759359993972;3;-9;146;Houborg et al. (2023b);Experiment 1;Orientation
1;77;70;-7;2.07601860002615;3;79;147;Houborg et al. (2023b);Experiment 1;Orientation
1;93;85;-8;1.62524309998844;3;-16;148;Houborg et al. (2023b);Experiment 1;Orientation
1;59;56;-3;0.841557799954899;3;34;149;Houborg et al. (2023b);Experiment 1;Orientation
1;75;68;-7;1.02479870000388;3;-16;150;Houborg et al. (2023b);Experiment 1;Orientation
1;116;134;18;1.30851419991814;3;-41;151;Houborg et al. (2023b);Experiment 1;Orientation
1;24;26;2;1.34154469997156;3;-88;152;Houborg et al. (2023b);Experiment 1;Orientation
1;135;132;-3;0.990909999934956;3;69;153;Houborg et al. (2023b);Experiment 1;Orientation
1;66;60;-6;2.25950939999893;3;69;154;Houborg et al. (2023b);Experiment 1;Orientation
1;79;66;-13;0.874643499962986;3;-13;155;Houborg et al. (2023b);Experiment 1;Orientation
1;45;51;6;2.09280470001977;3;34;156;Houborg et al. (2023b);Experiment 1;Orientation
1;85;100;15;2.37554570008069;3;-40;157;Houborg et al. (2023b);Experiment 1;Orientation
1;109;114;5;1.97548329993151;3;-24;158;Houborg et al. (2023b);Experiment 1;Orientation
1;82;80;-2;1.79224089998752;3;27;159;Houborg et al. (2023b);Experiment 1;Orientation
1;80;74;-6;4.54502750001848;3;2;160;Houborg et al. (2023b);Experiment 1;Orientation
1;165;158;-7;1.54209999996237;3;-85;161;Houborg et al. (2023b);Experiment 1;Orientation
1;63;66;3;0.989483300014399;3;-78;162;Houborg et al. (2023b);Experiment 1;Orientation
1;55;47;-8;1.69187249999959;3;8;163;Houborg et al. (2023b);Experiment 1;Orientation
1;5;9;4;1.12473290006164;3;50;164;Houborg et al. (2023b);Experiment 1;Orientation
1;55;60;5;0.958326600026339;3;-50;165;Houborg et al. (2023b);Experiment 1;Orientation
1;11;20;9;1.24129819998052;3;44;166;Houborg et al. (2023b);Experiment 1;Orientation
1;113;115;2;1.35848690010607;3;78;167;Houborg et al. (2023b);Experiment 1;Orientation
1;93;98;5;1.64210050005931;3;20;168;Houborg et al. (2023b);Experiment 1;Orientation
1;77;71;-6;1.12659980007447;3;16;169;Houborg et al. (2023b);Experiment 1;Orientation
1;129;127;-2;1.85919880005531;3;-52;170;Houborg et al. (2023b);Experiment 1;Orientation
1;120;127;7;0.689552400028333;3;9;171;Houborg et al. (2023b);Experiment 1;Orientation
1;171;165;-6;0.691345899947919;3;-51;172;Houborg et al. (2023b);Experiment 1;Orientation
1;28;30;2;1.67561650008429;3;-37;173;Houborg et al. (2023b);Experiment 1;Orientation
1;55;55;0;1.37490370008163;3;-27;174;Houborg et al. (2023b);Experiment 1;Orientation
1;155;149;-6;1.02472630003467;3;80;175;Houborg et al. (2023b);Experiment 1;Orientation
1;62;53;-9;0.858564599999227;3;-87;176;Houborg et al. (2023b);Experiment 1;Orientation
1;90;102;12;1.5893919999944;3;-28;177;Houborg et al. (2023b);Experiment 1;Orientation
1;141;133;-8;0.808192200027406;3;-51;178;Houborg et al. (2023b);Experiment 1;Orientation
1;159;156;-3;1.69256480003241;3;-18;179;Houborg et al. (2023b);Experiment 1;Orientation
1;11;21;10;1.87328870000783;3;-32;180;Houborg et al. (2023b);Experiment 1;Orientation
1;119;117;-2;1.03956320008729;4;72;181;Houborg et al. (2023b);Experiment 1;Orientation
1;12;19;7;0.725107499980368;4;-73;182;Houborg et al. (2023b);Experiment 1;Orientation
1;82;68;-14;1.65804520004895;4;-70;183;Houborg et al. (2023b);Experiment 1;Orientation
1;94;103;9;1.59221869998146;4;-12;184;Houborg et al. (2023b);Experiment 1;Orientation
1;59;56;-3;1.55840310000349;4;35;185;Houborg et al. (2023b);Experiment 1;Orientation
1;112;109;-3;1.50857409997843;4;-53;186;Houborg et al. (2023b);Experiment 1;Orientation
1;111;121;10;0.691533299977891;4;1;187;Houborg et al. (2023b);Experiment 1;Orientation
1;111;118;7;1.12452660000417;4;0;188;Houborg et al. (2023b);Experiment 1;Orientation
1;158;149;-9;0.805803999886848;4;-47;189;Houborg et al. (2023b);Experiment 1;Orientation
1;108;128;20;2.84340860007796;4;50;190;Houborg et al. (2023b);Experiment 1;Orientation
1;177;173;-4;1.57540199998766;4;-69;191;Houborg et al. (2023b);Experiment 1;Orientation
1;178;174;-4;1.47561950003728;4;-1;192;Houborg et al. (2023b);Experiment 1;Orientation
1;5;8;3;1.30895989993587;4;-7;193;Houborg et al. (2023b);Experiment 1;Orientation
1;42;45;3;1.34211149998009;4;-37;194;Houborg et al. (2023b);Experiment 1;Orientation
1;111;121;10;1.50833240000065;4;-69;195;Houborg et al. (2023b);Experiment 1;Orientation
1;134;125;-9;1.4920469999779;4;-23;196;Houborg et al. (2023b);Experiment 1;Orientation
1;106;114;8;1.42529209994245;4;28;197;Houborg et al. (2023b);Experiment 1;Orientation
1;136;136;0;0.941268099937588;4;-30;198;Houborg et al. (2023b);Experiment 1;Orientation
1;145;131;-14;1.03972100000829;4;-9;199;Houborg et al. (2023b);Experiment 1;Orientation
1;16;26;10;0.691116400063038;4;-51;200;Houborg et al. (2023b);Experiment 1;Orientation
1;52;56;4;1.94231429998763;4;-36;201;Houborg et al. (2023b);Experiment 1;Orientation
1;98;105;7;0.941526899929158;4;-46;202;Houborg et al. (2023b);Experiment 1;Orientation
1;70;70;0;0.924964600009844;4;28;203;Houborg et al. (2023b);Experiment 1;Orientation
1;25;24;-1;2.79335689998697;4;45;204;Houborg et al. (2023b);Experiment 1;Orientation
1;149;151;2;1.27492599992547;4;56;205;Houborg et al. (2023b);Experiment 1;Orientation
1;19;27;8;1.09179899992887;4;-50;206;Houborg et al. (2023b);Experiment 1;Orientation
1;120;127;7;0.774599299998954;4;79;207;Houborg et al. (2023b);Experiment 1;Orientation
1;68;63;-5;1.09120110003278;4;52;208;Houborg et al. (2023b);Experiment 1;Orientation
1;64;54;-10;1.89194699993823;4;4;209;Houborg et al. (2023b);Experiment 1;Orientation
1;14;19;5;0.941514300066046;4;50;210;Houborg et al. (2023b);Experiment 1;Orientation
1;130;124;-6;0.705537399975583;4;64;211;Houborg et al. (2023b);Experiment 1;Orientation
1;50;46;-4;1.50842019997071;4;80;212;Houborg et al. (2023b);Experiment 1;Orientation
1;67;65;-2;1.70881480001844;4;-17;213;Houborg et al. (2023b);Experiment 1;Orientation
1;107;114;7;1.44221560005099;4;-40;214;Houborg et al. (2023b);Experiment 1;Orientation
1;179;4;5;1.75881949998438;4;-72;215;Houborg et al. (2023b);Experiment 1;Orientation
1;105;113;8;0.991198599920608;4;74;216;Houborg et al. (2023b);Experiment 1;Orientation
1;102;110;8;1.4757228998933;4;3;217;Houborg et al. (2023b);Experiment 1;Orientation
1;139;137;-2;1.94246990000829;4;-37;218;Houborg et al. (2023b);Experiment 1;Orientation
1;41;52;11;0.974697500001639;4;-82;219;Houborg et al. (2023b);Experiment 1;Orientation
1;82;66;-16;2.10862529999577;4;-41;220;Houborg et al. (2023b);Experiment 1;Orientation
1;97;98;1;1.85904300003313;4;-15;221;Houborg et al. (2023b);Experiment 1;Orientation
1;145;135;-10;1.05813869996928;4;-48;222;Houborg et al. (2023b);Experiment 1;Orientation
1;45;50;5;1.05758460005745;4;-80;223;Houborg et al. (2023b);Experiment 1;Orientation
1;62;59;-3;1.77580479998142;4;-17;224;Houborg et al. (2023b);Experiment 1;Orientation
1;11;15;4;1.14167779998388;4;51;225;Houborg et al. (2023b);Experiment 1;Orientation
1;126;139;13;1.89227100007702;4;65;226;Houborg et al. (2023b);Experiment 1;Orientation
1;16;26;10;1.27491170004942;4;-70;227;Houborg et al. (2023b);Experiment 1;Orientation
1;78;72;-6;1.34251850005239;4;-62;228;Houborg et al. (2023b);Experiment 1;Orientation
1;37;45;8;0.691173000028357;4;41;229;Houborg et al. (2023b);Experiment 1;Orientation
1;70;70;0;0.691178099950776;4;-33;230;Houborg et al. (2023b);Experiment 1;Orientation
1;70;75;5;2.05742830003146;4;0;231;Houborg et al. (2023b);Experiment 1;Orientation
1;21;30;9;1.39206220000051;4;49;232;Houborg et al. (2023b);Experiment 1;Orientation
1;155;150;-5;2.24256230005994;4;46;233;Houborg et al. (2023b);Experiment 1;Orientation
1;128;134;6;0.973747599986382;4;27;234;Houborg et al. (2023b);Experiment 1;Orientation
1;19;30;11;1.19142150005791;4;-71;235;Houborg et al. (2023b);Experiment 1;Orientation
1;131;128;-3;1.75753329996951;4;68;236;Houborg et al. (2023b);Experiment 1;Orientation
1;44;45;1;1.04169429989997;4;87;237;Houborg et al. (2023b);Experiment 1;Orientation
1;1;12;11;1.74223709991202;4;43;238;Houborg et al. (2023b);Experiment 1;Orientation
1;145;150;5;1.74187529995106;4;36;239;Houborg et al. (2023b);Experiment 1;Orientation
1;39;42;3;1.35823849996086;4;-74;240;Houborg et al. (2023b);Experiment 1;Orientation
1;137;132;-5;1.00773799989838;5;82;241;Houborg et al. (2023b);Experiment 1;Orientation
1;73;70;-3;1.52528449997772;5;64;242;Houborg et al. (2023b);Experiment 1;Orientation
1;79;79;0;0.658052099985071;5;-6;243;Houborg et al. (2023b);Experiment 1;Orientation
1;2;18;16;1.30812049994711;5;77;244;Houborg et al. (2023b);Experiment 1;Orientation
1;151;153;2;0.939430300029926;5;31;245;Houborg et al. (2023b);Experiment 1;Orientation
1;15;20;5;1.65621489996556;5;-44;246;Houborg et al. (2023b);Experiment 1;Orientation
1;81;81;0;1.44150870002341;5;-66;247;Houborg et al. (2023b);Experiment 1;Orientation
1;38;43;5;1.72555599990301;5;43;248;Houborg et al. (2023b);Experiment 1;Orientation
1;178;177;-1;0.840984900016338;5;40;249;Houborg et al. (2023b);Experiment 1;Orientation
1;110;112;2;0.809015700011514;5;68;250;Houborg et al. (2023b);Experiment 1;Orientation
1;129;126;-3;1.82572389999405;5;-19;251;Houborg et al. (2023b);Experiment 1;Orientation
1;73;75;2;1.09127390000504;5;56;252;Houborg et al. (2023b);Experiment 1;Orientation
1;170;157;-13;0.741412599920295;5;83;253;Houborg et al. (2023b);Experiment 1;Orientation
1;1;13;12;1.65884920000099;5;-11;254;Houborg et al. (2023b);Experiment 1;Orientation
1;10;17;7;2.17592750000767;5;-9;255;Houborg et al. (2023b);Experiment 1;Orientation
1;160;167;7;1.12499549996573;5;30;256;Houborg et al. (2023b);Experiment 1;Orientation
1;139;141;2;0.707697000005282;5;21;257;Houborg et al. (2023b);Experiment 1;Orientation
1;2;12;10;1.49198990000878;5;-43;258;Houborg et al. (2023b);Experiment 1;Orientation
1;141;143;2;0.841208299971186;5;41;259;Houborg et al. (2023b);Experiment 1;Orientation
1;120;125;5;0.658497900003567;5;21;260;Houborg et al. (2023b);Experiment 1;Orientation
1;51;56;5;1.45861329999752;5;69;261;Houborg et al. (2023b);Experiment 1;Orientation
1;70;71;1;1.09216460003518;5;-19;262;Houborg et al. (2023b);Experiment 1;Orientation
1;88;78;-10;1.29191469994839;5;-18;263;Houborg et al. (2023b);Experiment 1;Orientation
1;116;121;5;1.17278110003099;5;-28;264;Houborg et al. (2023b);Experiment 1;Orientation
1;43;54;11;1.32334130001254;5;73;265;Houborg et al. (2023b);Experiment 1;Orientation
1;141;136;-5;0.841187299927697;5;82;266;Houborg et al. (2023b);Experiment 1;Orientation
1;33;40;7;0.992366999969818;5;-72;267;Houborg et al. (2023b);Experiment 1;Orientation
1;178;177;-1;2.22545989998616;5;35;268;Houborg et al. (2023b);Experiment 1;Orientation
1;135;131;-4;1.09153619990684;5;43;269;Houborg et al. (2023b);Experiment 1;Orientation
1;49;54;5;1.80865030002315;5;86;270;Houborg et al. (2023b);Experiment 1;Orientation
1;116;120;4;1.7257756999461;5;-67;271;Houborg et al. (2023b);Experiment 1;Orientation
1;147;136;-11;0.79101760010235;5;-31;272;Houborg et al. (2023b);Experiment 1;Orientation
1;140;141;1;0.991193099995144;5;7;273;Houborg et al. (2023b);Experiment 1;Orientation
1;70;66;-4;1.99229650001507;5;70;274;Houborg et al. (2023b);Experiment 1;Orientation
1;144;138;-6;0.924795500002801;5;-74;275;Houborg et al. (2023b);Experiment 1;Orientation
1;174;168;-6;0.807888300041668;5;-30;276;Houborg et al. (2023b);Experiment 1;Orientation
1;0;1;1;1.15880670002662;5;-6;277;Houborg et al. (2023b);Experiment 1;Orientation
1;162;144;-18;0.607863200013526;5;18;278;Houborg et al. (2023b);Experiment 1;Orientation
1;59;46;-13;1.65900720003992;5;-77;279;Houborg et al. (2023b);Experiment 1;Orientation
1;60;60;0;0.956156199914403;5;-1;280;Houborg et al. (2023b);Experiment 1;Orientation
1;138;129;-9;1.64209500001743;5;-78;281;Houborg et al. (2023b);Experiment 1;Orientation
1;51;52;1;1.90904019994196;5;87;282;Houborg et al. (2023b);Experiment 1;Orientation
1;147;140;-7;1.52460850006901;5;84;283;Houborg et al. (2023b);Experiment 1;Orientation
1;49;47;-2;2.85993630008306;5;-82;284;Houborg et al. (2023b);Experiment 1;Orientation
1;8;23;15;1.57511219999287;5;41;285;Houborg et al. (2023b);Experiment 1;Orientation
1;83;78;-5;1.63986359990668;5;-75;286;Houborg et al. (2023b);Experiment 1;Orientation
1;71;73;2;1.65877980005462;5;12;287;Houborg et al. (2023b);Experiment 1;Orientation
1;50;54;4;0.639087899937294;5;21;288;Houborg et al. (2023b);Experiment 1;Orientation
1;12;24;12;1.00882810004987;5;38;289;Houborg et al. (2023b);Experiment 1;Orientation
1;56;52;-4;1.24129629996605;5;-44;290;Houborg et al. (2023b);Experiment 1;Orientation
1;140;140;0;1.44291720003821;5;-84;291;Houborg et al. (2023b);Experiment 1;Orientation
1;167;165;-2;1.05810779996682;5;-27;292;Houborg et al. (2023b);Experiment 1;Orientation
1;68;62;-6;0.741365200025029;5;-81;293;Houborg et al. (2023b);Experiment 1;Orientation
1;120;129;9;1.69214060006198;5;-52;294;Houborg et al. (2023b);Experiment 1;Orientation
1;165;151;-14;1.42518840008415;5;-45;295;Houborg et al. (2023b);Experiment 1;Orientation
1;175;169;-6;1.50861449993681;5;-10;296;Houborg et al. (2023b);Experiment 1;Orientation
